"anon_id","attempt","consent","age","year","gender","int","first_language","academic_exp","eng_level","ethnicity","f_edu","m_edu","p_relation","financial","program","pell_grant","minutes","hours","transfer","first_gen","exam1","exam2","exam3","exam4","exam5","final_exam","prep_p_raw","extra_credit","e_correct","p_p_final","exam_total","final_grade","opt_in","views1","p_tot1","views2","p_tot2","views3","p_tot3","views4","p_tot4","views5","p_tot5"
768775778,1,1,19,2,2,1,0,100,6,5,4,4,3,6,0,0,"120","4",0,0,89,90.3333333333333,84.6666666666667,85.3333333333333,88.6666666666667,0,268.44,10,0,250,87.6,91.7,0,3,85,2,98.1818181818182,1,58,0,82,0,83.3333333333333
289241369,1,1,22,3,1,1,1,30,6,6,5,4,3,4,1,1,"90","60",1,0,96.3333333333333,89.3333333333333,84.6666666666667,99,99.3333333333333,98,299.62,10,0,250,96.4,98.3,0,1,95,1,75.4545454545455,2,92,1,97,1,98.3333333333333
268175017,1,1,18,1,2,1,0,100,6,3,NA,1,NA,2,3,1,"80","28",0,1,83.6666666666667,76,78.6666666666667,73.3333333333333,78,74,283.4,13,3,250,78.0666666666667,84.85,1,0,96.6666666666667,0,75.4545454545455,0,68,0,56,0,61.6666666666667
919121059,1,1,20,2,1,NA,NA,90,6,3,NA,NA,NA,NA,NA,NA,"200","6",0,NA,68.6666666666667,86.3333333333333,81.3333333333333,85,71,0,255.69,10,0,250,78.4666666666667,84.85,0,0,80,0,80.9090909090909,0,62,0,75,0,85
205740880,1,1,19,2,2,1,1,90,5,2,2,2,3,5,3,1,"360","21",0,1,61.6666666666667,59,40.6666666666667,47,47.3333333333333,0,273.67,10,0,250,51.1333333333333,64.35,0,3,54.1666666666667,2,29.0909090909091,1,20,1,42,1,46.6666666666667
136321126,1,1,20,3,2,1,0,90,5,3,2,2,3,3,3,1,"180","30",0,1,75,85,76.6666666666667,74,76.6666666666667,76,262.92,10,0,250,77.8666666666667,84.4,0,1,87.5,1,73.6363636363636,0,58,2,75,0,83.3333333333333
392830027,1,1,19,1,2,0,1,60,6,4,4,4,0,7,0,0,"120","10",0,0,87.3333333333333,81,80.3333333333333,86,94.3333333333333,0,260.59,10,0,250,85.8,90.35,0,1,85,4,74.5454545454545,4,67,5,78,0,90
713313055,1,1,20,3,2,1,0,100,5,2,2,1,3,2,3,2,"120","21",0,1,95,72.6666666666667,76.6666666666667,84.6666666666667,87,82,317.08,10,0,250,85.0666666666667,89.8,0,1,100,2,67.2727272727273,2,72,2,74,0,71.6666666666667
803159916,1,1,20,3,2,1,0,100,6,8,5,4,3,7,0,0,"180","10",0,0,88,91.3333333333333,96.6666666666667,95.6666666666667,90.6666666666667,78,279,10,0,250,92.4666666666667,95.35,0,0,82.5,0,91.8181818181818,0,100,0,92,0,80
754713736,1,1,20,3,1,1,0,100,6,2,3,3,3,4,3,0,"125","10",0,1,86.6666666666667,97,0,88.6666666666667,86,84,348,15,5,250,88.4666666666667,92.85,1,3,91.6666666666667,3,96.3636363636364,NA,NA,3,81,1,90
168606874,1,1,18,1,2,1,0,100,6,5,4,4,3,7,0,0,"330","24",0,0,96,75.6666666666667,82,82,85.3333333333333,66,244.33,10,0,244.33,84.2,88.583,0,0,100,0,53.6363636363636,0,80,0,81,0,88.3333333333333
296833588,1,1,21,3,2,1,0,100,6,2,1,4,0,3,3,1,"180","24",1,0,92.5,92,94,99.3333333333333,92,0,283.3,10,0,250,93.9666666666667,96.475,0,1,93.75,1,87.2727272727273,0,88,0,98,0,88.3333333333333
310116404,1,1,20,3,3,1,0,100,6,3,5,5,3,7,1,2,"70","3",0,0,0,52,57.6666666666667,68.6666666666667,36.3333333333333,54,164.83,10,0,164.83,53.7333333333333,57.783,0,NA,NA,0,38.1818181818182,0,47,0,56,0,30
361764319,1,1,18,1,3,1,0,92,6,3,4,5,3,6,0,0,"120","8",0,0,0,89,91.3333333333333,89.3333333333333,90.3333333333333,94,257.78,15,5,250,90.8,94.6,1,NA,NA,2,76.3636363636364,2,88,4,90,2,80
647733720,1,1,20,3,1,1,0,100,6,2,1,1,NA,5,1,1,"120","2",1,1,55,46.3333333333333,68,71,70,70,274.88,10,0,250,66.8,76.1,0,1,43.3333333333333,1,7.27272727272727,2,40,1,59,0,65.8333333333333
722944220,1,1,18,1,1,1,1,95,6,2,2,1,0,5,3,1,"360","20",0,1,85.1666666666667,87.6666666666667,83.3333333333333,80.3333333333333,77,82,288.91,10,0,250,83.7,88.775,0,2,83.75,1,79.0909090909091,2,50,1,46,2,50.8333333333333
809105735,1,1,18,1,2,0,1,10,2,3,5,5,3,7,0,0,"60","270",0,0,85.6666666666667,85,94,96.3333333333333,94.6666666666667,0,266.31,13.5,3.5,250,91.1333333333333,94.7,1,10,68.3333333333333,7,68.1818181818182,1,86,3,89,1,98.3333333333333
675358526,1,1,19,2,2,1,0,95,6,3,5,4,3,7,0,0,"100","4",0,0,86.5,90.6666666666667,72,80,93.6666666666667,88,266.43,15,5,250,87.7666666666667,92.325,1,1,87.0833333333333,0,84.5454545454545,2,68,1,92,1,91.6666666666667
377639889,1,1,21,4,2,1,1,100,5,3,4,4,3,5,1,0,"300","5",0,0,84,76.6666666666667,73.3333333333333,69.6666666666667,77.6666666666667,78,280.91,10,0,250,77.9333333333333,84.45,0,0,76.6666666666667,0,72.7272727272727,0,82,0,50,0,72.5
358002936,1,1,19,2,2,1,0,100,6,5,4,5,3,7,0,2,"120","7.3",0,0,46.6666666666667,37.6666666666667,40,44.6666666666667,57.3333333333333,44,320.73,15,5,250,46.5333333333333,61.4,1,1,51.6666666666667,0,13.6363636363636,NA,NA,1,30,0,70
290476440,1,1,18,1,2,1,1,38,5,3,4,4,0,7,1,2,"180","21",0,0,87.3333333333333,76.3333333333333,86,90.6666666666667,93.3333333333333,86,305.53,10,0,250,88.6666666666667,92.5,0,4,97.5,4,71.8181818181818,2,82,2,77,1,91.6666666666667
119243284,1,1,20,3,2,1,1,98,6,2,2,2,3,3,3,1,"300","30",1,1,88.3333333333333,93,80.6666666666667,88,90.6666666666667,82,283.52,10,0,250,88.4,92.3,0,6,87.5,4,86.3636363636364,4,78,4,90,0,85
657554910,1,1,19,1,1,1,0,90,5,8,5,4,3,6,0,2,"45","25",0,0,94,82.3333333333333,92,97.6666666666667,90.3333333333333,96,310.74,10,0,250,94,96.5,0,0,93.3333333333333,0,62.7272727272727,0,86,0,98,0,80
537197939,1,1,19,2,3,1,0,97,6,5,3,3,3,7,1,0,"90","20",0,1,0,83.3333333333333,94,78.3333333333333,87.3333333333333,92,227.17,10,0,227.17,87,88.967,0,NA,NA,1,70,2,92,2,65,0,72.5
820030151,1,1,18,1,2,0,1,5,4,3,3,3,1,7,0,0,"300","30",0,1,80.5,70.6666666666667,83.3333333333333,89,83,86,304.78,15,5,250,84.3666666666667,89.775,1,13,88.75,10,42.7272727272727,14,82,17,92,7,82.5
541806677,1,1,20,2,1,1,1,100,6,2,3,2,NA,5,3,1,"120","21",0,1,67.6666666666667,58.3333333333333,77.3333333333333,77,66.3333333333333,50,298.5,10,0,250,69.3333333333333,78,0,1,60.8333333333333,4,14.5454545454545,1,68,0,61,0,53.3333333333333
686099920,1,1,18,1,2,1,0,100,5,5,5,5,0,6,0,0,"100","2",0,0,73.8333333333333,81.3333333333333,91,87,93,86,274.95,14.5,4.5,250,87.6666666666667,92.2,1,2,72.0833333333333,2,67.2727272727273,5,77,2,92,1,82.5
661358641,1,1,18,1,2,1,1,80,6,2,1,3,3,6,3,1,"240","5",0,1,86.3333333333333,90.3333333333333,78,82,89.3333333333333,94,255.59,10,0,250,88.4,92.3,0,3,86.6666666666667,7,87.2727272727273,5,80,5,92,2,81.6666666666667
501647649,1,1,18,1,2,0,1,5,5,3,4,4,3,7,1,0,"60","10",0,0,86.6666666666667,79.3333333333333,85.3333333333333,86,96.6666666666667,90,292,15,5,250,88.9333333333333,93.2,1,1,91.6666666666667,3,61.8181818181818,1,70,1,94,2,91.6666666666667
402198796,1,1,20,3,2,1,0,100,4,3,5,4,3,3,3,1,"120","2.33",0,0,68.1666666666667,76.3333333333333,65.6666666666667,77.3333333333333,64.6666666666667,0,197.45,10,0,197.45,70.4333333333333,73.57,0,1,55.4166666666667,2,62.7272727272727,2,45,1,87,0,40
238680309,1,1,22,4,2,1,1,95,6,2,2,2,NA,7,3,NA,"180","12",0,1,72.6666666666667,0,53.3333333333333,37.3333333333333,61.6666666666667,66,255.75,10,0,250,58.2,69.65,0,2,60.8333333333333,NA,NA,1,34,1,14,0,73.3333333333333
529413683,1,1,18,1,1,1,1,95,6,5,5,4,3,7,0,0,"60","21",0,0,95.6666666666667,96.6666666666667,86.6666666666667,93,97.3333333333333,0,179.35,10,0,179.35,93.8666666666667,89.335,0,0,89.1666666666667,0,90.9090909090909,0,88,0,94,0,93.3333333333333
806255830,1,1,19,2,2,1,1,100,6,1,1,1,0,1,3,1,"120","14",0,1,76.6666666666667,59.6666666666667,64.6666666666667,62,56.3333333333333,0,264.94,10,0,250,63.8666666666667,73.9,0,1,76.6666666666667,1,62.7272727272727,1,60,0,46,0,48.3333333333333
790103719,1,1,20,3,2,1,1,90,6,2,1,1,3,3,3,1,"240","15",1,1,79.6666666666667,77.6666666666667,72,85.6666666666667,89,0,264.1,13,3,250,80.8,86.9,1,2,78.3333333333333,2,61.8181818181818,1,38,1,67,0,85
895823389,1,1,18,1,2,1,0,100,6,0,3,5,NA,5,1,0,"240","14",0,0,88.3333333333333,89.6666666666667,75.3333333333333,99.3333333333333,95.6666666666667,0,259.35,10,0,250,89.6666666666667,93.25,0,4,91.6666666666667,1,76.3636363636364,1,40,1,98,1,96.6666666666667
360829854,1,1,18,1,1,1,0,100,6,3,3,1,3,7,0,1,"120","6",0,1,73,90.6666666666667,80,94.6666666666667,91.3333333333333,0,311.91,10,0,250,85.9333333333333,90.45,0,2,61.6666666666667,1,84.5454545454545,2,68,0,94,0,90
311678271,1,1,20,2,2,1,0,90,6,5,1,1,0,2,3,1,"45","8",0,1,87.6666666666667,97.3333333333333,93.6666666666667,88.3333333333333,95.3333333333333,0,272.32,10,0,250,92.4666666666667,95.35,0,0,81.6666666666667,0,92.7272727272727,0,85,0,70,0,88.3333333333333
467159181,1,1,27,3,NA,NA,0,100,6,5,3,3,0,1,1,1,"60","12",1,1,88.6666666666667,87.6666666666667,77.6666666666667,87.3333333333333,91,82,269.99,10,0,250,87.3333333333333,91.5,0,0,75.8333333333333,0,85.4545454545455,0,59,0,67,0,90
735195871,1,1,21,3,1,1,0,95,6,3,5,5,3,3,3,1,"80","3",0,0,73,67,72.6666666666667,69,91.3333333333333,0,327.13,10,0,250,74.6,81.95,0,2,82.5,2,30,1,46,3,68,1,95
347871554,1,1,21,2,1,0,1,75,4,3,5,4,3,7,0,1,"150","33",0,0,97.3333333333333,86.6666666666667,90.6666666666667,92,93,0,259.63,15,5,250,91.9333333333333,95.45,1,3,93.3333333333333,2,68.1818181818182,5,72,3,81,0,90
613211381,1,1,19,2,2,1,0,98,6,2,3,4,0,6,3,0,"20","27",0,0,65,50.3333333333333,69.3333333333333,76,70,58,280.71,10,0,250,67.6666666666667,76.75,0,7,54.1666666666667,1,28.1818181818182,4,62,2,59,0,50
762247246,1,1,20,3,2,1,0,100,6,5,4,4,3,NA,0,1,"4","41",0,0,86.3333333333333,71,70.3333333333333,82.3333333333333,89.3333333333333,72,298.77,15,5,250,80.2,86.65,1,9,86.6666666666667,4,62.7272727272727,5,47,4,73,2,81.6666666666667
709530020,1,1,18,1,2,1,1,80,5,2,2,0,3,1,3,1,"90","5.47",0,1,74,80,90.6666666666667,84.3333333333333,84.3333333333333,0,280.83,10,0,250,82.6666666666667,88,0,3,74.1666666666667,5,74.5454545454545,3,76,1,53,0,73.3333333333333
612222258,1,1,19,2,2,1,0,100,6,3,4,4,3,7,0,0,"360","15",0,0,59.6666666666667,86,73,81.3333333333333,81.6666666666667,86,253.17,12,2,250,81.6,87.4,1,0,63.3333333333333,1,89.0909090909091,4,39,7,59,1,91.6666666666667
843029937,1,1,19,2,2,1,0,100,6,3,5,5,3,7,0,0,"60","16",0,0,76.1666666666667,60.3333333333333,77.3333333333333,90.6666666666667,97,76,242.23,10,0,242.23,83.4333333333333,87.798,0,2,75.4166666666667,2,65.4545454545455,3,60,4,87,1,96.6666666666667
190810603,1,1,19,2,2,1,0,100,6,5,4,4,3,7,0,2,"60","20",0,0,80.6666666666667,65,71.3333333333333,69.6666666666667,78.3333333333333,0,318.35,10,0,250,73,80.75,0,0,72.5,1,47.2727272727273,3,50,2,81,1,90
408398409,1,1,20,3,2,1,1,90,3,2,NA,0,3,2,3,1,"240","7",0,1,69.1666666666667,53.3333333333333,27.3333333333333,0,40.6666666666667,46,177.23,10,0,177.23,47.3,54.198,0,0,77.0833333333333,0,41.8181818181818,0,10,NA,NA,0,13.3333333333333
364988883,1,1,28,2,2,1,1,100,4,8,2,2,1,NA,2,0,"120","7",1,1,63.3333333333333,0,0,0,0,0,39,5,0,39,12.6666666666667,13.9,0,0,76.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA
144904208,1,1,19,2,2,1,0,90,6,0,3,3,NA,3,3,1,"30","25",0,1,90.3333333333333,68.3333333333333,78,81.3333333333333,67.3333333333333,0,254.12,10,0,250,77.0666666666667,83.8,0,2,80,1,72.7272727272727,2,74,1,80,0,63.3333333333333
498277421,1,1,18,1,1,1,0,100,6,5,5,5,3,7,0,0,"90","14",0,0,81,81.3333333333333,75,78,89.3333333333333,84,171.08,10,0,171.08,82.7333333333333,80.158,0,0,75,0,73.6363636363636,0,47,0,60,0,77.5
518545501,1,1,19,1,2,1,0,99.9,6,5,3,3,1,7,2,1,"180","15",0,1,72,69.6666666666667,65.6666666666667,64.3333333333333,88.6666666666667,72,358.47,13,3,250,73.6,81.5,1,3,50.8333333333333,1,64.5454545454545,2,59,1,55,0,88.3333333333333
692330519,1,1,22,3,2,1,0,100,6,3,2,2,NA,1,3,1,"240","9",1,1,0,0,0,0,0,0,87,10,0,87,0,9.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577127638,1,1,19,1,2,0,1,70,6,3,4,1,3,7,0,0,"180","10",0,1,85.6666666666667,97.3333333333333,81.3333333333333,95,93.3333333333333,0,256.62,10,0,250,90.5333333333333,93.9,0,1,76.6666666666667,3,96.3636363636364,1,78,1,100,0,86.6666666666667
408950918,1,1,20,2,1,1,0,70,6,5,4,5,3,7,0,0,"120","30",0,0,90.8333333333333,76.6666666666667,88.3333333333333,89,84,82,276.65,10,0,250,86.8333333333333,91.125,0,2,93.75,1,59.0909090909091,0,69,1,82,0,80
936515790,1,1,19,2,2,1,0,90,4,5,1,3,3,6,1,0,"80","45",0,1,86.5,84.3333333333333,83.3333333333333,80.6666666666667,87.3333333333333,0,257.13,10,0,250,84.4333333333333,89.325,0,1,87.0833333333333,0,76.3636363636364,0,60,0,82,0,85
109853593,1,1,18,1,2,1,1,100,6,3,1,3,3,6,1,0,"300","30",0,1,93.6666666666667,77.3333333333333,91.3333333333333,98.3333333333333,92,0,315.82,13.5,3.5,250,90.5333333333333,94.25,1,2,96.6666666666667,2,60,2,78,1,100,1,91.6666666666667
744177901,1,1,20,2,NA,1,0,100,4,3,4,4,0,NA,0,0,"210","4",0,0,90.5,81.6666666666667,76,94,84,92,286.78,10,0,250,88.4333333333333,92.325,0,3,88.75,7,71.8181818181818,11,42,2,82,2,93.3333333333333
552888735,1,1,20,3,1,1,0,90,6,3,1,4,3,6,3,1,"300","14.5",0,0,56,35,0,0,43.3333333333333,0,183.44,10,0,183.44,26.8666666666667,39.494,0,0,52.5,0,22.7272727272727,NA,NA,NA,NA,0,18.3333333333333
798958852,1,1,19,2,2,1,0,99,6,8,5,4,0,6,0,0,"360","35",0,0,69.6666666666667,97.6666666666667,91.6666666666667,95,94,0,281.5,10,0,250,89.6,93.2,0,0,70,0,98.1818181818182,0,81,0,100,0,93.3333333333333
658182159,1,1,20,3,2,1,0,95,6,3,NA,NA,3,6,3,2,"60","40",0,NA,76.5,89.3333333333333,84.6666666666667,74,80,72,297.41,10,0,250,80.9,86.675,0,1,78.75,0,80,0,70,0,58,0,70
588095519,1,1,20,3,1,1,0,100,6,3,NA,NA,0,2,3,1,"60","10",0,NA,76.6666666666667,94,90.3333333333333,80,83,82,257.53,10,0,250,85.8666666666667,90.4,0,1,75,3,83.6363636363636,1,79,0,80,0,73.3333333333333
822771510,1,1,20,2,1,1,0,100,6,8,4,5,3,7,0,0,"240","4",0,0,52.3333333333333,64.6666666666667,52.3333333333333,56,77,52,286.33,10,0,250,60.4666666666667,71.35,0,6,35,3,40.9090909090909,5,19,6,49,11,80
624978083,1,1,19,2,1,1,1,99,6,2,2,2,NA,3,3,1,"60","15",0,1,76.3333333333333,92,85.6666666666667,84.3333333333333,79.6666666666667,0,213.8,10,0,213.8,83.6,85.08,0,0,61.6666666666667,0,89.0909090909091,0,91,1,68,0,78.3333333333333
635532781,1,1,18,1,2,1,0,100,5,3,3,3,3,6,3,1,"300","15",0,1,82.5,90.6666666666667,84.6666666666667,66.6666666666667,92.3333333333333,72,314,10,0,250,84.4333333333333,89.325,0,1,77.0833333333333,3,85.4545454545455,2,74,4,40,2,85
485568764,1,1,19,1,1,1,1,100,6,3,5,5,3,7,0,0,"300","40",0,0,95,82.6666666666667,72.6666666666667,81,76.6666666666667,82,235.51,10,0,235.51,83.4666666666667,87.151,0,0,87.5,0,68.1818181818182,0,74,0,58,1,66.6666666666667
994583768,1,1,20,2,1,1,0,100,6,3,5,4,3,6,0,0,"120","4",0,0,92.3333333333333,88.3333333333333,94.3333333333333,80,94.3333333333333,0,329.6,10,0,250,89.8666666666667,93.4,0,1,93.3333333333333,1,96.3636363636364,1,93,1,80,0,90
505175093,1,1,18,1,3,1,0,95,5,3,1,3,3,7,3,1,"320","16",0,1,77.3333333333333,67,61,74.3333333333333,83,72,245.95,14.5,4.5,245.95,74.7333333333333,82.095,1,3,60,2,60,3,37,2,68,0,90
164589960,1,1,20,3,2,1,0,90,6,3,3,5,3,7,0,0,"120","30",0,0,91.6666666666667,94.6666666666667,90,88.6666666666667,92,0,309.75,10,0,250,91.4,94.55,0,2,100,0,94.5454545454545,0,80,1,98,0,88.3333333333333
800901089,1,1,19,2,2,1,0,100,5,8,5,5,3,5,0,0,"60","120",0,0,79.8333333333333,94,95.3333333333333,91,98,84,275,10,0,250,92.4666666666667,95.35,0,1,74.5833333333333,0,89.0909090909091,0,94,0,73,0,95
203764556,1,1,19,1,1,1,0,100,6,2,2,2,0,3,3,1,"30","12",0,1,77.3333333333333,86.6666666666667,93,79.6666666666667,69.3333333333333,0,289.76,10,0,250,81.2,86.9,0,3,60,4,90.9090909090909,2,83,1,64,0,65
904484974,1,1,20,3,2,1,1,98,6,3,2,3,3,7,1,0,"180","28",0,1,94.3333333333333,89.6666666666667,94,96.6666666666667,96.3333333333333,0,250.55,10,0,250,94.2,96.65,0,5,90,4,82.7272727272727,3,96,4,100,0,98.3333333333333
773622211,1,1,19,2,2,1,0,90,6,5,4,4,3,6,0,0,"120","15",0,0,92.6666666666667,88.3333333333333,97.3333333333333,96,93.3333333333333,0,322,15,5,250,93.5333333333333,96.65,1,3,90,1,81.8181818181818,1,96,1,98,0,91.6666666666667
754348967,1,1,19,1,2,1,0,95,6,5,1,4,0,3,3,1,"120","16",0,0,87.1666666666667,0,77.6666666666667,68.6666666666667,77.3333333333333,68,266.61,10,0,250,75.7666666666667,82.825,0,3,92.9166666666667,NA,NA,3,67,2,41,0,88.3333333333333
535389400,1,1,18,1,1,1,1,90,6,2,2,1,3,2,3,1,"80","35",0,1,85,82.3333333333333,74.3333333333333,88.6666666666667,82,78,337.25,10,0,250,83.2,88.4,0,3,87.5,3,79.0909090909091,3,55,7,76,3,88.3333333333333
755352151,1,1,18,1,2,1,0,100,6,3,5,5,3,7,0,0,"120","2",0,0,92.3333333333333,100,92,96,91.3333333333333,0,318.18,10,0,250,94.3333333333333,96.75,0,1,93.3333333333333,2,100,1,92,1,88,1,90.8333333333333
590031562,1,1,19,2,1,1,0,100,6,5,NA,5,1,6,0,0,"180","17",0,0,92.3333333333333,90.6666666666667,96,88.6666666666667,81.3333333333333,0,273.3,10,0,250,89.8,93.35,0,4,93.3333333333333,1,76.3636363636364,2,88,0,81,0,61.6666666666667
832900371,1,1,18,1,2,1,0,90,6,3,5,5,3,NA,0,0,"180","20",0,0,92.6666666666667,94.6666666666667,87.3333333333333,97.6666666666667,96,0,263,10,0,250,93.6666666666667,96.25,0,0,94.1666666666667,1,94.5454545454545,2,72,1,98,0,90
304714859,1,1,19,2,2,0,1,20,5,3,4,4,3,7,1,0,"60","24",0,0,96,94,94,0,93.6666666666667,94,264.25,14.5,4.5,250,94.3333333333333,97.2,1,2,100,1,96.3636363636364,1,90,NA,NA,1,84.1666666666667
537610672,1,1,18,1,1,1,0,70,6,3,5,3,3,7,0,0,"130","14",0,1,90.6666666666667,84.6666666666667,87.6666666666667,73.6666666666667,86,84,285.78,10,0,250,86.6,90.95,0,0,85,0,75.4545454545455,0,69,0,63,0,85
404737082,1,1,19,2,2,1,1,100,6,8,3,5,3,6,3,0,"120","40",0,0,91,88,92.3333333333333,90.3333333333333,95.3333333333333,0,296.5,10,0,250,91.4,94.55,0,2,85.8333333333333,5,90,2,81,0,86,0,88.3333333333333
239720202,1,1,18,1,2,1,0,90,6,3,5,5,3,7,0,0,"300","3",0,0,93.3333333333333,98,98.6666666666667,98.3333333333333,97.6666666666667,0,300.25,15,5,250,97.2,99.4,1,10,100,5,96.3636363636364,2,96,1,100,1,98.3333333333333
326977069,1,1,19,1,1,0,1,50,6,3,5,4,3,7,0,0,"180","27",0,0,89.3333333333333,98,96,98.3333333333333,91.6666666666667,0,262.81,10,0,250,94.6666666666667,97,0,7,91.6666666666667,3,99.0909090909091,3,92,1,100,0,79.1666666666667
951569258,1,1,20,3,1,0,1,50,6,8,5,4,0,7,1,2,"10","10",0,0,89,71.3333333333333,84.6666666666667,73,82.3333333333333,70,240.86,10,0,240.86,80.0666666666667,85.136,0,1,93.3333333333333,9,41.8181818181818,3,82,6,75,1,76.6666666666667
608325293,1,1,18,2,2,1,0,100,6,3,4,4,3,7,0,0,"240","12",0,0,72,94.6666666666667,85.3333333333333,92.3333333333333,95.3333333333333,0,253.69,12,2,250,87.9333333333333,92.15,1,4,90,3,90,2,66,2,88,1,96.6666666666667
280686584,1,1,19,2,1,1,0,95,6,5,5,5,0,2,2,1,"10","10",0,0,89.6666666666667,90,92,83.3333333333333,85,80,260.67,10,0,250,88,92,0,1,86.6666666666667,0,87.2727272727273,0,86,0,71,0,83.3333333333333
146622123,1,1,20,2,1,1,0,100,6,3,3,3,3,6,0,0,"180","7",0,1,80,90.3333333333333,84.3333333333333,87.3333333333333,83.3333333333333,88,302.01,10,0,250,86.6666666666667,91,0,4,83.3333333333333,2,83.6363636363636,2,85,1,82,1,95
949335545,1,1,18,1,1,1,0,80,6,5,4,4,3,3,3,1,"300","30",0,0,86,76,76.3333333333333,91,81.6666666666667,0,252.15,10,0,250,82.2,87.65,0,4,73.3333333333333,1,57.2727272727273,1,61,1,78,0,75
756657836,1,1,19,2,2,1,0,100,6,3,3,5,3,6,0,0,"60","4.5",0,0,81.6666666666667,79.3333333333333,83,87.3333333333333,80,82,249.45,10,0,249.45,82.8,88.045,0,4,83.3333333333333,6,85.4545454545455,3,75,2,88,NA,NA
301107853,1,1,20,3,2,1,1,70,6,8,5,5,3,6,0,1,"200","64",0,0,95,69.3333333333333,96,88.3333333333333,88,74,254.36,10,0,250,88.2666666666667,92.2,0,4,100,4,62.7272727272727,2,92,6,96,1,78.3333333333333
837452559,1,1,18,1,2,1,0,95,6,5,4,4,3,7,0,0,"100","15",0,0,93,95.6666666666667,97.3333333333333,87.3333333333333,88.6666666666667,0,285.69,10,0,250,92.4,95.3,0,2,86.6666666666667,1,96.3636363636364,0,92,1,92,0,88.3333333333333
365730428,1,1,19,2,1,1,0,95,5,8,5,5,3,7,0,0,"60","25",0,0,91.6666666666667,96.6666666666667,96,80.6666666666667,96,0,250.8,10,0,250,92.2,95.15,0,2,100,1,90.9090909090909,1,92,2,72,1,98.3333333333333
739694887,1,1,22,4,1,1,1,100,6,3,5,5,3,6,0,0,"180","9",0,0,86,86,90.3333333333333,72.6666666666667,85.3333333333333,0,282.87,15,5,250,84.0666666666667,89.55,1,0,85.8333333333333,0,81.8181818181818,0,87,0,71,0,91.6666666666667
