"SID","exam1","exam2","exam3","exam4","exam5","final_exam","prep_p_raw","extra_credit","e_correct","p_p_final","exam_total","final_grade","opt_in"
922264267,89.3333333333333,98,96,98.3333333333333,91.6666666666667,0,262.81,10,0,250,94.6666666666667,97,0
922131905,81.6666666666667,95,97.3333333333333,91,94.6666666666667,90,337.32,15,5,250,93.6,96.7,1
922659717,92.6666666666667,94.6666666666667,87.3333333333333,97.6666666666667,96,0,263,10,0,250,93.6666666666667,96.25,0
922145399,84.6666666666667,92.3333333333333,90.6666666666667,86.6666666666667,83.3333333333333,0,289.46,15,5,250,87.5333333333333,92.15,1
920672071,69.6666666666667,73,81,68.3333333333333,65.6666666666667,54,215.08,10,0,215.08,71.5333333333333,76.158,0
921237635,92.3333333333333,91,89.3333333333333,97.3333333333333,93,0,252.6,10,5,250,92.6,95.45,1
922232176,96.6666666666667,94.3333333333333,98,93.3333333333333,86.6666666666667,92,309.29,10,5,250,94.8666666666667,97.15,1
922119435,62.3333333333333,87.3333333333333,81.6666666666667,87.6666666666667,80.6666666666667,86,321.91,15,5,250,84.6666666666667,90,1
922658048,88.3333333333333,97.3333333333333,83.3333333333333,85.3333333333333,92.3333333333333,80,257,15,5,250,89.3333333333333,93.5,1
919898992,73,67,72.6666666666667,69,91.3333333333333,0,327.13,10,0,250,74.6,81.95,0
921911281,41.6666666666667,42,0,49.3333333333333,57.6666666666667,40,296.73,10,0,250,46.1333333333333,60.6,0
921920861,88.8333333333333,95.3333333333333,89.3333333333333,88,86.3333333333333,0,346.33,10,0,250,89.5666666666667,93.175,0
921139555,96.3333333333333,95.6666666666667,96.6666666666667,95.6666666666667,89,0,260.15,15,5,250,94.6666666666667,97.5,1
920685107,93.5,93.3333333333333,80.3333333333333,88,93.3333333333333,84,345.33,10,0,250,90.4333333333333,93.825,0
922360792,56.5,36,40.6666666666667,23.3333333333333,29.6666666666667,0,348.12,15,5,250,37.2333333333333,54.425,1
920526347,84,89,72.6666666666667,89,82,90,254.56,10,0,250,86.8,91.1,0
922038040,83,92.3333333333333,98,87.6666666666667,92.3333333333333,92,343.14,15,5,250,92.4666666666667,95.85,1
921293365,82,62,59.6666666666667,69,59,86,261.52,10,0,250,71.7333333333333,79.8,0
919943928,88.5,90.6666666666667,84,93.6666666666667,78.6666666666667,0,256.92,0,0,250,87.1,90.325,0
922638835,94,79,0,0,85.6666666666667,86,281.08,10,0,250,68.9333333333333,77.7,0
920638853,90,90.3333333333333,70.6666666666667,62,80.6666666666667,82,278.51,15,5,250,82.7333333333333,88.55,1
920645176,90.5,91,95.3333333333333,77.3333333333333,91,0,278.38,15,5,250,89.0333333333333,93.275,1
919305168,85,80,86.6666666666667,92.3333333333333,86.3333333333333,82,253.04,15,5,250,86.4666666666667,91.35,1
921111557,92.6666666666667,88.3333333333333,97.3333333333333,96,93.3333333333333,0,322,15,5,250,93.5333333333333,96.65,1
920924952,89.6666666666667,90,92,83.3333333333333,85,80,260.67,10,0,250,88,92,0
922712984,83,95,90.3333333333333,82.6666666666667,80.3333333333333,78,178.19,0,0,178.19,86.2666666666667,82.519,0
919182116,83.5,89,88.6666666666667,89.6666666666667,93.3333333333333,0,299.12,10,0,250,88.8333333333333,92.625,0
920460131,80.6666666666667,65,71.3333333333333,69.6666666666667,78.3333333333333,0,318.35,10,0,250,73,80.75,0
922378179,78.3333333333333,70,86.6666666666667,94.3333333333333,89.6666666666667,90,333.3,14.5,4.5,250,87.8,92.3,1
921427173,0,60,53.3333333333333,61,57,66,258.59,15,5,250,59.4666666666667,71.1,1
922726475,75,53,62.3333333333333,70.6666666666667,61.3333333333333,56,282.52,10,0,250,65.0666666666667,74.8,0
920085435,85.6666666666667,90,88.3333333333333,88,94.6666666666667,0,289.25,15,5,250,89.3333333333333,93.5,1
920966884,61.6666666666667,59,40.6666666666667,47,47.3333333333333,0,273.67,10,0,250,51.1333333333333,64.35,0
919665879,93.3333333333333,80,87.6666666666667,87.3333333333333,77.6666666666667,0,281,10,0,250,85.2,89.9,0
921376017,76.1666666666667,60.3333333333333,77.3333333333333,90.6666666666667,97,76,242.23,10,0,242.23,83.4333333333333,87.798,0
922062016,92.6666666666667,96.6666666666667,96,92.6666666666667,96,0,251.62,10,0,250,94.8,97.1,0
919241617,78.1666666666667,80.3333333333333,82,89.6666666666667,80.3333333333333,62,279.15,10,0,250,82.1,87.575,0
918553872,84,76.6666666666667,73.3333333333333,69.6666666666667,77.6666666666667,78,280.91,10,0,250,77.9333333333333,84.45,0
920725973,89.3333333333333,84.6666666666667,75.6666666666667,0,90.3333333333333,0,187.85,10,0,187.85,68,70.785,0
920858905,0,87,78.6666666666667,89.6666666666667,80.3333333333333,74,314.98,10,0,250,81.9333333333333,87.45,0
922420700,84,84,90,91,91,0,265,15,5,250,88,92.5,1
920624948,80,90.3333333333333,84.3333333333333,87.3333333333333,83.3333333333333,88,302.01,10,0,250,86.6666666666667,91,0
919864256,85.5,88,80.6666666666667,94.6666666666667,95,72,293.79,14.5,4.5,250,88.7666666666667,93.025,1
922396711,88.5,79.6666666666667,79,90.6666666666667,90.3333333333333,70,331.55,15,5,250,85.6333333333333,90.725,1
922648621,74.3333333333333,83.3333333333333,76.6666666666667,89,84,80,258.04,10,0,250,82.6,87.95,0
921923677,49.8333333333333,54,65.3333333333333,66.3333333333333,66,62,259.13,10,0,250,62.7333333333333,73.05,0
922906444,80,76.3333333333333,54.6666666666667,55.3333333333333,83,60,208.87,5,0,208.87,70.9333333333333,74.587,0
918405988,55,63.6666666666667,77.3333333333333,61.6666666666667,89.3333333333333,72,256.17,15,5,250,72.8,81.1,1
919229969,90,87.3333333333333,97.3333333333333,91.3333333333333,88.6666666666667,0,342.97,10,0,250,90.9333333333333,94.2,0
919768349,69.1666666666667,53.3333333333333,27.3333333333333,0,40.6666666666667,46,177.23,10,0,177.23,47.3,54.198,0
921246273,70.6666666666667,71,84,76,66.6666666666667,74,328.5,15,5,250,75.1333333333333,82.85,1
921101910,86,80.3333333333333,89.3333333333333,80.6666666666667,92,84,345,10,0,250,86.4,90.8,0
922017317,53.6666666666667,53,72.6666666666667,78.6666666666667,70.6666666666667,66,316.16,10,0,250,68.3333333333333,77.25,0
920775787,52.6666666666667,67,68,71,79,74,320.08,14.5,4.5,250,71.8,80.3,1
922596401,55.6666666666667,65.3333333333333,62.3333333333333,79.6666666666667,81.6666666666667,80,278.46,13.5,3.5,250,73.8,81.7,1
920803756,76.6666666666667,59.6666666666667,64.6666666666667,62,56.3333333333333,0,264.94,10,0,250,63.8666666666667,73.9,0
921034524,52.3333333333333,64.6666666666667,52.3333333333333,56,77,52,286.33,10,0,250,60.4666666666667,71.35,0
921079903,80,87.6666666666667,0,87,92,92,355.04,10,0,250,87.7333333333333,91.8,0
922319235,74,63,68,64.3333333333333,0,68,280.99,10,0,250,67.4666666666667,76.6,0
922381182,72.1666666666667,73.6666666666667,70.3333333333333,64.3333333333333,75.6666666666667,66,329.08,10,0,250,71.5666666666667,79.675,0
920076936,95,72.6666666666667,76.6666666666667,84.6666666666667,87,82,317.08,10,0,250,85.0666666666667,89.8,0
922091906,94,91.3333333333333,94.6666666666667,87.6666666666667,94.6666666666667,0,341,10,0,250,92.4666666666667,95.35,0
922386080,83.6666666666667,67.6666666666667,66,78,92.3333333333333,0,341.05,10,0,250,77.5333333333333,84.15,0
922513976,85.3333333333333,57.6666666666667,69,81,72.3333333333333,80,254.53,15,5,250,77.5333333333333,84.65,1
922315394,89.3333333333333,96.3333333333333,95.3333333333333,100,97.3333333333333,98,348,15,5,250,97.4,99.55,1
920440054,92.6666666666667,84.6666666666667,79.3333333333333,83.6666666666667,72.3333333333333,0,257.61,10,0,250,82.5333333333333,87.9,0
919235636,83,60.3333333333333,72.3333333333333,68.3333333333333,76.6666666666667,84,299.54,10,0,250,76.8666666666667,83.65,0
921885676,100,91,96,0,93.3333333333333,96,258.05,10,0,250,95.2666666666667,97.45,0
918510297,74.3333333333333,0,85,80.6666666666667,81,60,216.05,10,0,216.05,76.2,79.755,0
921779287,70,86.3333333333333,78,80.3333333333333,87.3333333333333,72,338.43,14,4,250,80.8,87,1
920724178,88.6666666666667,80,82.6666666666667,75.3333333333333,71.6666666666667,0,267.58,10,0,250,79.6666666666667,85.75,0
922277733,80.3333333333333,88,94,91,77,0,293.11,14,4,250,86.0666666666667,90.95,1
921041258,89.6666666666667,66,73,72.3333333333333,81.6666666666667,74,261.76,10,0,250,78.1333333333333,84.6,0
918499774,72.6666666666667,86,87.6666666666667,82,86.6666666666667,0,251.5,10,0,250,83,88.25,0
922332021,65.6666666666667,42.6666666666667,45.3333333333333,58.3333333333333,55,64,270.31,5,0,250,57.6666666666667,68.75,0
920983540,65,50.3333333333333,69.3333333333333,76,70,58,280.71,10,0,250,67.6666666666667,76.75,0
921395179,74.3333333333333,75,81.6666666666667,71.6666666666667,83,0,254,10,0,250,77.1333333333333,83.85,0
921313371,86.5,84.3333333333333,83.3333333333333,80.6666666666667,87.3333333333333,0,257.13,10,0,250,84.4333333333333,89.325,0
920787869,90.1666666666667,79,82.6666666666667,95.3333333333333,87.6666666666667,0,284.1,10,0,250,86.9666666666667,91.225,0
919647114,63,75.6666666666667,66.6666666666667,82.6666666666667,77,60,271.22,10,0,250,73,80.75,0
922342189,86,87.3333333333333,90,99.3333333333333,96,94,367.5,15,5,250,93.3333333333333,96.5,1
922566538,68,62,73,90.3333333333333,89.6666666666667,82,356,14.5,4.5,250,80.6,86.9,1
920707823,81.5,95.3333333333333,97.3333333333333,89,94,0,291.8,10,0,250,91.4333333333333,94.575,0
920082522,98.3333333333333,96,90,97.3333333333333,94.3333333333333,0,327.8,10,0,250,95.2,97.4,0
921133412,85,81.3333333333333,85.6666666666667,93.6666666666667,98,0,284.23,15,5,250,88.7333333333333,93.05,1
921088392,82.6666666666667,74.6666666666667,85.3333333333333,86.3333333333333,97.3333333333333,90,273.91,14.5,4.5,250,88.3333333333333,92.7,1
920486513,99.3333333333333,91.6666666666667,90.6666666666667,86.6666666666667,86,0,256,10,0,250,90.8666666666667,94.15,0
920716115,76.1666666666667,68,79.6666666666667,79,61,54,299.57,10,0,250,72.7666666666667,80.575,0
922582486,55.3333333333333,61,71.3333333333333,72,63,54,355.43,10,0,250,64.5333333333333,74.4,0
920621886,85.6666666666667,85.3333333333333,85.6666666666667,88,87.6666666666667,0,339.75,10,0,250,86.4666666666667,90.85,0
921887629,75.3333333333333,85.3333333333333,85.6666666666667,73,88.6666666666667,80,368,13.5,3.5,250,83,88.6,1
922760677,79.6666666666667,77.6666666666667,72,85.6666666666667,89,0,264.1,13,3,250,80.8,86.9,1
920581764,86.8333333333333,96,96.6666666666667,91.3333333333333,99.3333333333333,0,287.47,15,5,250,94.0333333333333,97.025,1
922477216,85.6666666666667,93.6666666666667,88,89.6666666666667,93,0,301.18,13.5,3.5,250,90,93.85,1
921451602,80.5,87.3333333333333,76.6666666666667,76.6666666666667,88,80,233.09,10,0,233.09,82.5,86.184,0
922389278,88.8333333333333,86.6666666666667,90.3333333333333,83.6666666666667,77.3333333333333,68,281.07,10,0,250,85.3666666666667,90.025,0
922703537,92,92.6666666666667,97.3333333333333,98,95.6666666666667,0,258.55,10,0,250,95.1333333333333,97.35,0
921870241,83.6666666666667,76,78.6666666666667,73.3333333333333,78,74,283.4,13,3,250,78.0666666666667,84.85,1
922366068,77.3333333333333,70.6666666666667,92.6666666666667,78.3333333333333,85.3333333333333,64,345.42,10,0,250,80.8666666666667,86.65,0
921881984,84.5,90.3333333333333,89.6666666666667,90,86.6666666666667,0,255.75,12,2,250,88.2333333333333,92.375,1
922163290,0,57,81,92.6666666666667,89.6666666666667,76,257.43,15,5,250,79.2666666666667,85.95,1
921769938,79.8333333333333,63.3333333333333,94,91,92,84,363.26,15,5,250,88.1666666666667,92.625,1
922217175,78,76.3333333333333,81,74.3333333333333,81.3333333333333,78,332.76,14.5,4.5,250,78.9333333333333,85.65,1
922774171,94.6666666666667,91,92,100,98,0,308.07,10,0,250,95.1333333333333,97.35,0
920990669,76.3333333333333,92,85.6666666666667,84.3333333333333,79.6666666666667,0,213.8,10,0,213.8,83.6,85.08,0
920542619,87.6666666666667,97.3333333333333,93.6666666666667,88.3333333333333,95.3333333333333,0,272.32,10,0,250,92.4666666666667,95.35,0
921862767,0,48,62.3333333333333,65.3333333333333,62,70,157.91,5,0,157.91,61.5333333333333,62.441,0
920899731,82.5,72.3333333333333,75,81.3333333333333,75.3333333333333,76,258,10,0,250,78.0333333333333,84.525,0
922712421,88.3333333333333,82,84.6666666666667,86,86.6666666666667,88,300.55,15,5,250,86.7333333333333,91.55,1
922275803,53,67.3333333333333,65.3333333333333,78,73.6666666666667,68,279.6,10,0,250,70.4666666666667,78.85,0
920771736,89.6666666666667,90.6666666666667,92,98,95.3333333333333,0,292.63,10,0,250,93.1333333333333,95.85,0
921916082,70,61,72.3333333333333,68.3333333333333,71.6666666666667,54,335.25,10,0,250,68.6666666666667,77.5,0
921674900,68.6666666666667,58,82.6666666666667,81,89.6666666666667,50,289.87,14,4,250,76,83.4,1
921807214,62.3333333333333,44.3333333333333,72,69.3333333333333,79.3333333333333,52,363.25,15,5,250,67,76.75,1
919987780,78.6666666666667,70.3333333333333,83.3333333333333,81.3333333333333,84.6666666666667,68,259,10,0,250,79.6666666666667,85.75,0
999365775,63.3333333333333,0,0,0,0,0,39,5,0,39,12.6666666666667,13.9,0
922737671,65.6666666666667,51.3333333333333,54,75.3333333333333,60,48,269.74,10,0,250,61.2666666666667,71.95,0
919233214,73.3333333333333,58.3333333333333,66.3333333333333,67.3333333333333,42,64,353.08,15,5,250,65.8666666666667,75.9,1
921859411,72,69.6666666666667,65.6666666666667,64.3333333333333,88.6666666666667,72,358.47,13,3,250,73.6,81.5,1
920829976,87,88.3333333333333,97,82.6666666666667,96.3333333333333,0,279.48,15,5,250,90.2666666666667,94.2,1
920071999,89,71.3333333333333,84.6666666666667,73,82.3333333333333,70,240.86,10,0,240.86,80.0666666666667,85.136,0
921972055,86.6666666666667,95.3333333333333,80.3333333333333,94.3333333333333,94.6666666666667,88,307.71,15,5,250,91.8,95.35,1
919475069,56,35,0,0,43.3333333333333,0,183.44,10,0,183.44,26.8666666666667,39.494,0
921850339,80,76.3333333333333,68.6666666666667,83.6666666666667,78,80,347.48,10,0,250,79.6,85.7,0
915162415,81.3333333333333,84.3333333333333,58.6666666666667,59.3333333333333,0,52,293,10,0,250,67.1333333333333,76.35,0
916378839,86.6666666666667,0,0,0,0,0,8.27,0,0,8.27,17.3333333333333,13.827,0
920660876,77.6666666666667,63.6666666666667,68.3333333333333,87.3333333333333,82.3333333333333,62,296.77,14.5,4.5,250,75.8666666666667,83.35,1
922209073,91,81.3333333333333,92.6666666666667,91,87.3333333333333,78,301.29,15,5,250,88.6666666666667,93,1
921980131,96.6666666666667,93,92,89.6666666666667,87.6666666666667,0,275.91,15,5,250,91.8,95.35,1
919226768,92,98,100,97,97.3333333333333,0,298.64,15,5,250,96.8666666666667,99.15,1
921850957,95,93,94.6666666666667,97.6666666666667,98.6666666666667,0,340,15,5,250,95.8,98.35,1
920645354,82.5,75.3333333333333,74,65.6666666666667,78.3333333333333,94,322.33,10,0,250,80.8333333333333,86.625,0
919309229,96.6666666666667,97.3333333333333,90.6666666666667,99.3333333333333,99.3333333333333,98,252.9,10,0,250,98.1333333333333,99.6,0
920453151,93.6666666666667,97,94.3333333333333,92.3333333333333,89,88,305.1,10,5,250,93.2666666666667,95.95,1
919883266,94.3333333333333,89.6666666666667,94,96.6666666666667,96.3333333333333,0,250.55,10,0,250,94.2,96.65,0
922090347,94.3333333333333,91,91.3333333333333,76,98,96,311,14,4,250,94.1333333333333,97,1
922465011,87.8333333333333,98.6666666666667,89.3333333333333,96.6666666666667,98.6666666666667,0,323.57,10,0,250,94.2333333333333,96.675,0
919484597,84,92.3333333333333,0,78,76.3333333333333,74,259.01,10,0,250,80.9333333333333,86.7,0
921144346,91,100,96.3333333333333,98,99.3333333333333,0,253.94,10,0,250,96.9333333333333,98.7,0
918820958,76.6666666666667,92,81.6666666666667,88,0,78,296.24,10,0,250,83.2666666666667,88.45,0
921073844,96,86,87.3333333333333,92.6666666666667,94,0,322,13.5,3.5,250,91.2,94.75,1
921971535,87,85.6666666666667,88,83.3333333333333,86.3333333333333,0,252,10,0,250,86.0666666666667,90.55,0
921229054,89.6666666666667,81.6666666666667,70.6666666666667,82,85.6666666666667,84,308,15,5,250,84.6,89.95,1
922371367,67,48.6666666666667,58.6666666666667,54,71.3333333333333,78,253.21,15,5,250,65.8,75.85,1
916566421,44.3333333333333,68,80.6666666666667,72.6666666666667,71.3333333333333,78,326,13.5,3.5,250,74.1333333333333,81.95,1
918227292,81.3333333333333,73.3333333333333,0,91,78.3333333333333,82,312.5,10,0,250,81.2,86.9,0
921936318,94.6666666666667,92.6666666666667,87.3333333333333,78.3333333333333,92.3333333333333,90,314.3,15,5,250,91.4,95.05,1
922184677,93.6666666666667,77.3333333333333,91.3333333333333,98.3333333333333,92,0,315.82,13.5,3.5,250,90.5333333333333,94.25,1
919908989,93.3333333333333,95.3333333333333,94,93.6666666666667,94,0,323,10,0,250,94.0666666666667,96.55,0
920579132,72.6666666666667,62.3333333333333,55.6666666666667,64.3333333333333,54.6666666666667,0,311.88,10,0,250,61.9333333333333,72.45,0
920003572,75,85,76.6666666666667,74,76.6666666666667,76,262.92,10,0,250,77.8666666666667,84.4,0
922314890,76.6666666666667,61.6666666666667,46,75.3333333333333,69.3333333333333,56,339.13,10,0,250,67.8,76.85,0
921678058,93,95.6666666666667,97.3333333333333,87.3333333333333,88.6666666666667,0,285.69,10,0,250,92.4,95.3,0
920548998,86.5,90.6666666666667,72,80,93.6666666666667,88,266.43,15,5,250,87.7666666666667,92.325,1
922475687,84.3333333333333,93.3333333333333,90,77.3333333333333,88.3333333333333,0,288.71,5,0,250,86.6666666666667,90.5,0
922075317,90.6666666666667,84.6666666666667,87.6666666666667,73.6666666666667,86,84,285.78,10,0,250,86.6,90.95,0
922159592,79.3333333333333,89.6666666666667,96,97.6666666666667,95.6666666666667,90,323.47,13,3,250,93.8,96.65,1
922086160,82.3333333333333,79.6666666666667,82,93,83.3333333333333,84,314.47,15,5,250,84.9333333333333,90.2,1
