First Name,Last Name,SID,anon_id,Email,Sections,Total Score,Max Points,Status,Submission ID,Submission Time,Lateness (H:M:S),View Count,Submission Count,1: H0 (5.0 pts),2: H0 Sketch (5.0 pts),3: H1: Directional (5.0 pts),4: H1: Non-Directional (5.0 pts),5: PV Name (5.0 pts),6: PV OP-Def (10.0 pts),7: PV Type (5.0 pts),8: PV Measure (5.0 pts),9: OV Name (5.0 pts),10: OV OP-Def (10.0 pts),11: OV Type (5.0 pts),12: OV Measure (5.0 pts),13: New OV Measure (5.0 pts),14: Claim Type (5.0 pts),15: Claim Type Explain (10.0 pts),16: Mill's Criteria (10.0 pts),17: Alternative Explanation (10.0 pts),18: Interpretation (10.0 pts),19: MC 1 (3.0 pts),20: MC 2 (3.0 pts),21: MC 3 (3.0 pts),22: MC 4 (3.0 pts),23: MC 5 (3.0 pts),24: MC 6 (3.0 pts),25: MC 7 (3.0 pts),26: MC 8 (3.0 pts),27: MC 9 (3.0 pts),28: MC 10 (3.0 pts)
redcated,redcated,redacted,992103,redcated,psc-041-002-wq-2023,120,150,Graded,156228481,1/19/2023 13:27,0:00:00,1,1,4,5,4.5,4.5,2.5,5,5,5,5,10,5,5,5,5,10,9,0,6.5,0,3,3,3,3,3,3,0,3,3
redcated,redcated,redacted,808560,redcated,psc-041-002-wq-2023,102.5,150,Graded,156228482,1/19/2023 13:27,0:00:00,5,1,4.5,5,0,5,0,0,5,0,5,6.5,5,5,5,5,10,2,9,6.5,3,0,3,3,3,3,3,0,3,3
redcated,redcated,redacted,518197,redcated,psc-041-002-wq-2023,124,150,Graded,156228483,1/19/2023 13:27,0:00:00,5,1,5,5,4,5,5,10,5,5,5,10,5,5,5,5,5,0,9,7,3,3,3,0,0,3,3,3,3,3
redcated,redcated,redacted,766313,redcated,psc-041-001-wq-2023,80,150,Graded,156228484,1/19/2023 13:27,0:00:00,5,1,5,5,4.5,5,5,3.5,0,5,5,0,5,0,5,0,7.5,6,3,6.5,3,0,0,3,3,0,0,0,0,0
redcated,redcated,redacted,859374,redcated,psc-041-001-wq-2023,133,150,Graded,156228485,1/19/2023 13:27,0:00:00,3,1,4,5,5,5,2.5,8.5,5,5,2.5,10,5,5,5,5,10,10,10,6.5,3,3,3,3,3,0,3,0,3,3
redcated,redcated,redacted,907662,redcated,psc-041-001-wq-2023,85.5,150,Graded,156228486,1/19/2023 13:27,0:00:00,2,1,3.5,5,3.5,5,2.5,7,0,5,5,7,5,0,5,5,5,1,0,0,3,0,3,0,3,3,3,3,3,0
redcated,redcated,redacted,972609,redcated,psc-041-001-wq-2023,49.5,150,Graded,156228487,1/19/2023 13:27,0:00:00,0,1,4,5,3.5,3.5,0,0,0,0,0,0,5,5,5,0,0,0,0,6.5,3,0,3,0,0,0,3,0,3,0
redcated,redcated,redacted,891202,redcated,psc-041-001-wq-2023,129,150,Graded,156228488,1/19/2023 13:27,0:00:00,2,1,5,5,4.5,3,5,10,0,5,2.5,9,5,5,5,5,10,9,10,7,3,3,3,0,3,3,3,0,3,3
redcated,redcated,redacted,980134,redcated,psc-041-002-wq-2023,143.5,150,Graded,156228489,1/19/2023 13:27,0:00:00,3,1,5,5,5,4,5,9,5,5,5,10,5,5,5,5,10,9,10,9.5,3,3,3,3,3,0,3,3,3,3
redcated,redcated,redacted,210273,redcated,psc-041-002-wq-2023,110,150,Graded,156228490,1/19/2023 13:27,0:00:00,3,1,4.5,5,0,3.5,2.5,0,5,5,5,9,5,0,5,5,5,10,10,6.5,3,0,0,3,3,3,3,3,3,3
redcated,redcated,redacted,578485,redcated,psc-041-001-wq-2023,138,150,Graded,156228491,1/19/2023 13:27,0:00:00,4,1,4.5,5,3.5,4.5,5,10,5,5,5,10,5,5,5,5,10,10,10,6.5,3,3,3,0,0,3,3,3,3,3
redcated,redcated,redacted,193776,redcated,psc-041-001-wq-2023,142,150,Graded,156228492,1/19/2023 13:27,0:00:00,1,1,5,5,4.5,5,5,10,5,5,5,10,5,5,5,5,10,10,9,6.5,3,3,3,3,3,0,3,3,3,3
redcated,redcated,redacted,878864,redcated,psc-041-002-wq-2023,128,150,Graded,156228493,1/19/2023 13:27,0:00:00,1,1,4.5,5,3.5,5,2.5,7.5,5,5,5,9.5,5,5,5,5,5,3,8,9.5,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,135727,redcated,psc-041-001-wq-2023,65.5,150,Graded,156228494,1/19/2023 13:27,0:00:00,7,1,4,5,3.5,0,2.5,8.5,5,5,5,7,5,0,5,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0
redcated,redcated,redacted,266622,redcated,psc-041-002-wq-2023,116,150,Graded,156228874,1/19/2023 13:29,0:00:00,2,1,5,5,0,5,5,6,5,5,5,9,5,5,5,5,10,10,3,8,3,0,0,3,3,3,0,3,0,0
redcated,redcated,redacted,993306,redcated,psc-041-002-wq-2023,102,150,Graded,156228875,1/19/2023 13:29,0:00:00,1,1,4,5,4.5,3.5,5,6,5,5,5,2,0,0,5,5,5,10,9,8,3,3,3,0,0,3,3,0,0,0
redcated,redcated,redacted,624947,redcated,psc-041-001-wq-2023,138,150,Graded,156228876,1/19/2023 13:29,0:00:00,3,1,5,5,3.5,5,5,10,5,5,5,10,5,5,5,5,10,8,8,6.5,3,3,3,3,3,3,3,0,3,3
redcated,redcated,redacted,684227,redcated,psc-041-001-wq-2023,140,150,Graded,156228877,1/19/2023 13:29,0:00:00,1,1,4.5,5,4.5,4.5,5,10,5,5,5,8.5,5,0,5,5,10,10,8,10,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,883903,redcated,psc-041-002-wq-2023,130,150,Graded,156228878,1/19/2023 13:29,0:00:00,3,1,5,5,0,5,5,8,5,5,5,10,5,5,5,5,10,8,8,10,3,3,3,0,3,3,3,3,0,0
redcated,redcated,redacted,693045,redcated,psc-041-002-wq-2023,108,150,Graded,156228879,1/19/2023 13:29,0:00:00,1,1,4,5,4.5,5,5,0,5,5,2.5,1.5,5,5,5,5,5,10,8,6.5,3,0,3,3,3,3,0,0,3,3
redcated,redcated,redacted,819274,redcated,psc-041-002-wq-2023,140.5,150,Graded,156228880,1/19/2023 13:29,0:00:00,5,1,5,5,4.5,5,5,8.5,5,5,5,10,5,5,5,5,10,9,7,6.5,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,695840,redcated,psc-041-002-wq-2023,104.5,150,Graded,156228881,1/19/2023 13:29,0:00:00,2,1,5,5,0,5,2.5,8.5,5,5,5,9,5,0,5,0,5,0,6,6.5,3,3,3,3,0,3,3,3,3,3
redcated,redcated,redacted,796147,redcated,psc-041-001-wq-2023,138,150,Graded,156228882,1/19/2023 13:29,0:00:00,9,1,5,5,5,5,5,10,5,5,5,9.5,5,5,5,5,10,10,8,6.5,3,3,3,0,0,3,3,3,3,3
redcated,redcated,redacted,238823,redcated,psc-041-001-wq-2023,134.5,150,Graded,156228883,1/19/2023 13:29,0:00:00,4,1,5,5,0,5,5,8,5,5,5,10,5,5,5,5,10,10,8,6.5,3,3,3,0,3,3,3,3,3,3
redcated,redcated,redacted,209254,redcated,psc-041-001-wq-2023,63.5,150,Graded,156228884,1/19/2023 13:29,0:00:00,1,1,5,5,0,0,2.5,0,5,5,5,0,5,0,5,0,5,0,0,0,3,0,0,3,3,3,3,0,3,3
redcated,redcated,redacted,327020,redcated,psc-041-001-wq-2023,146.5,150,Graded,156228885,1/19/2023 13:29,0:00:00,4,1,5,5,3.5,5,5,9.5,5,5,5,9.5,5,5,5,5,10,10,9,10,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,965522,redcated,psc-041-001-wq-2023,111,150,Graded,156228886,1/19/2023 13:29,0:00:00,0,1,5,5,4,5,2.5,5,5,5,5,6,5,5,5,5,10,0,0,6.5,3,3,0,3,3,3,3,3,3,3
redcated,redcated,redacted,607016,redcated,psc-041-002-wq-2023,101,150,Graded,156228887,1/19/2023 13:29,0:00:00,1,1,5,5,0,4,2.5,8,5,5,5,4,5,5,5,5,10,0,0,6.5,3,0,3,3,3,0,0,3,3,3
redcated,redcated,redacted,143458,redcated,psc-041-002-wq-2023,59,150,Graded,156228888,1/19/2023 13:29,0:00:00,3,1,4,5,0,4,0,0,0,0,0,0,5,0,5,5,5,0,3,8,3,0,0,3,3,0,0,0,3,3
redcated,redcated,redacted,600034,redcated,psc-041-002-wq-2023,133.25,150,Graded,156228889,1/19/2023 13:29,0:00:00,0,1,3.5,4,0,4.5,2.5,8,5,5,5,10,5,5,5,5,10,10,8.75,7,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,340708,redcated,psc-041-001-wq-2023,92,150,Graded,156228890,1/19/2023 13:29,0:00:00,1,1,2,2,4,5,2.5,9,5,5,5,7,5,5,5,0,5,4,0,6.5,3,0,0,0,0,3,3,0,3,3
redcated,redcated,redacted,957708,redcated,psc-041-001-wq-2023,130.5,150,Graded,156228891,1/19/2023 13:29,0:00:00,1,1,4.5,5,4,4.5,2.5,8.5,5,5,5,8.5,5,5,5,5,0,10,8,10,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,307053,redcated,psc-041-001-wq-2023,69,150,Graded,156228892,1/19/2023 13:29,0:00:00,0,1,4.5,2,2,2,5,9,0,5,5,7,0,0,5,5,5,0,0,6.5,3,0,0,0,0,0,3,0,0,0
redcated,redcated,redacted,208750,redcated,psc-041-001-wq-2023,116.5,150,Graded,156228893,1/19/2023 13:29,0:00:00,0,1,5,5,0,2,5,0,5,5,5,9.5,5,5,5,5,10,5,8,8,3,0,3,0,3,3,3,3,3,3
redcated,redcated,redacted,737475,redcated,psc-041-001-wq-2023,140.5,150,Graded,156228894,1/19/2023 13:29,0:00:00,6,1,5,5,5,5,5,9,5,5,5,9,5,5,5,5,10,10,9,9.5,3,3,3,0,0,3,3,3,3,3
redcated,redcated,redacted,687838,redcated,psc-041-001-wq-2023,131.5,150,Graded,156228895,1/19/2023 13:29,0:00:00,3,1,5,5,0,5,5,8.5,5,5,5,10,5,5,5,5,10,10,0,8,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,917655,redcated,psc-041-001-wq-2023,123.25,150,Graded,156228896,1/19/2023 13:29,0:00:00,4,1,5,5,3.5,5,2.5,10,0,5,5,8.5,5,5,5,5,5,6,8.75,7,3,0,3,3,3,3,3,3,3,3
redcated,redcated,redacted,840605,redcated,psc-041-002-wq-2023,68.5,150,Graded,156228897,1/19/2023 13:29,0:00:00,2,1,4.5,5,0,2,2.5,0,0,0,0,4.5,5,5,5,0,0,0,5,0,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,962814,redcated,psc-041-002-wq-2023,54.5,150,Graded,156228898,1/19/2023 13:29,0:00:00,1,1,0,5,0,0,5,0,0,0,2.5,8.5,0,5,5,5,0,0,0,6.5,3,0,0,3,3,0,3,0,0,0
redcated,redcated,redacted,444720,redcated,psc-041-002-wq-2023,138.5,150,Graded,156228899,1/19/2023 13:29,0:00:00,2,1,5,5,3.5,5,5,10,5,5,5,10,5,5,5,0,10,10,8,7,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,749976,redcated,psc-041-001-wq-2023,138,150,Graded,156228900,1/19/2023 13:29,0:00:00,1,1,5,5,4,5,5,10,5,5,5,10,5,5,5,5,10,10,8,7,3,3,3,3,0,3,3,0,3,3
redcated,redcated,redacted,550977,redcated,psc-041-002-wq-2023,76.5,150,Graded,156228901,1/19/2023 13:29,0:00:00,1,1,4,5,0,4,0,0,0,0,0,5,0,0,5,5,10,6,2,6.5,3,3,3,0,0,3,3,3,3,3
redcated,redcated,redacted,741913,redcated,psc-041-001-wq-2023,100.5,150,Graded,156228902,1/19/2023 13:29,0:00:00,1,1,5,5,3.5,5,5,7,5,5,2.5,6,5,5,5,5,10,0,0,9.5,3,3,0,0,0,3,3,0,0,0
redcated,redcated,redacted,930504,redcated,psc-041-002-wq-2023,110,150,Graded,156229789,1/19/2023 13:32,0:00:00,3,1,5,5,0,5,5,9,5,5,5,9.5,5,0,5,5,10,0,4,9.5,3,3,0,3,3,3,0,3,0,0
redcated,redcated,redacted,#N/A,redcated,,117.25,150,Graded,156229790,1/19/2023 13:32,0:00:00,0,1,4.5,5,0,4,5,9,5,5,5,8.5,5,5,5,5,5,9,4.75,6.5,3,0,3,0,3,3,3,0,3,3
redcated,redcated,redacted,202048,redcated,psc-041-002-wq-2023,142.5,150,Graded,156229791,1/19/2023 13:32,0:00:00,3,1,5,5,5,5,5,8,5,5,5,8,5,5,5,5,10,10,10,6.5,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,822014,redcated,psc-041-001-wq-2023,121,150,Graded,156229792,1/19/2023 13:32,0:00:00,3,1,5,2,1,2,5,10,5,5,5,8,5,5,5,5,10,9.5,9,9.5,3,3,3,0,0,0,0,0,3,3
redcated,redcated,redacted,507880,redcated,psc-041-001-wq-2023,133,150,Graded,156229793,1/19/2023 13:32,0:00:00,4,1,5,5,4.5,5,5,8,5,5,5,9,5,5,5,5,10,6,7,9.5,3,0,0,3,3,3,3,3,3,3
redcated,redcated,redacted,451623,redcated,psc-041-001-wq-2023,120,150,Graded,156229794,1/19/2023 13:32,0:00:00,6,1,4.5,5,3.5,4.5,5,9,0,5,5,9.5,5,5,5,5,10,8,0,7,3,0,3,3,3,3,3,0,3,3
redcated,redcated,redacted,585527,redcated,psc-041-002-wq-2023,134,150,Graded,156229795,1/19/2023 13:32,0:00:00,4,1,5,5,4,5,5,9,5,5,5,9.5,5,5,5,5,10,9,10,6.5,3,3,3,0,3,0,3,0,3,3
redcated,redcated,redacted,270982,redcated,psc-041-001-wq-2023,90.5,150,Graded,156229796,1/19/2023 13:32,0:00:00,4,1,5,5,2,2,5,0,5,5,5,4,5,5,5,5,5,0,0,6.5,0,3,3,0,0,3,3,3,3,3
redcated,redcated,redacted,861674,redcated,psc-041-001-wq-2023,140,150,Graded,156229797,1/19/2023 13:32,0:00:00,5,1,4,5,4.5,4.5,2.5,10,5,5,5,10,5,5,5,5,10,9.5,7,8,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,839513,redcated,psc-041-001-wq-2023,118,150,Graded,156229798,1/19/2023 13:32,0:00:00,3,1,5,5,4.5,4.5,2.5,4,5,5,5,10,5,5,5,5,10,0,8,8.5,3,3,3,0,3,3,0,0,3,3
redcated,redcated,redacted,#N/A,redcated,,81.5,150,Graded,156229799,1/19/2023 13:32,0:00:00,0,1,5,5,3.5,3.5,2.5,1,5,0,5,4.5,5,5,5,0,10,0,0,9.5,3,0,0,0,3,3,0,3,0,0
redcated,redcated,redacted,862880,redcated,psc-041-002-wq-2023,130.5,150,Graded,156229800,1/19/2023 13:32,0:00:00,1,1,5,5,4.5,5,5,6,5,5,5,9,5,5,5,5,10,10,9,0,3,0,3,3,3,3,3,3,3,3
redcated,redcated,redacted,282568,redcated,psc-041-002-wq-2023,142.5,150,Graded,156229801,1/19/2023 13:32,0:00:00,3,1,5,5,5,5,5,9.5,5,5,5,10,5,5,5,5,10,10,8,8,3,3,0,3,3,3,3,3,3,3
redcated,redcated,redacted,657848,redcated,psc-041-001-wq-2023,144.5,150,Graded,156229802,1/19/2023 13:32,0:00:00,3,1,5,5,5,5,5,8.5,5,5,5,9.5,5,5,5,5,10,10,10,6.5,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,341372,redcated,psc-041-001-wq-2023,117.5,150,Graded,156229803,1/19/2023 13:32,0:00:00,4,1,5,3,4,5,2.5,1,5,5,5,8,5,5,5,5,10,4,8,8,3,3,3,0,3,3,3,0,3,3
redcated,redcated,redacted,441521,redcated,psc-041-001-wq-2023,143.5,150,Graded,156229804,1/19/2023 13:32,0:00:00,1,1,5,5,5,5,5,10,5,5,5,10,5,5,5,5,10,10,7,6.5,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,319559,redcated,psc-041-002-wq-2023,103.5,150,Graded,156229805,1/19/2023 13:32,0:00:00,2,1,5,5,4.5,5,5,9,5,5,5,9,5,5,5,5,10,9.5,0,6.5,0,0,0,0,0,0,0,0,0,0
redcated,redcated,redacted,439234,redcated,psc-041-002-wq-2023,112,150,Graded,156229806,1/19/2023 13:32,0:00:00,3,1,5,5,2.5,5,5,8,5,5,5,10,5,5,5,5,10,8.5,0,0,3,3,0,3,0,3,3,3,0,0
redcated,redcated,redacted,166548,redcated,psc-041-002-wq-2023,108,150,Graded,156229807,1/19/2023 13:32,0:00:00,1,1,4.5,5,4,5,5,0,5,0,5,0,5,5,5,0,10,8,8,6.5,0,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,487505,redcated,psc-041-001-wq-2023,76.5,150,Graded,156229808,1/19/2023 13:32,0:00:00,0,1,4,5,0,3.5,2.5,0,0,0,2.5,8,0,5,5,0,5,0,9,0,3,3,0,3,3,3,3,3,3,3
redcated,redcated,redacted,120124,redcated,psc-041-001-wq-2023,139.5,150,Graded,156229809,1/19/2023 13:32,0:00:00,6,1,5,5,3.5,5,5,10,5,5,5,9,5,5,5,5,5,9,8,10,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,879263,redcated,psc-041-001-wq-2023,109.5,150,Graded,156229810,1/19/2023 13:32,0:00:00,9,1,5,2,1,2,5,9.5,5,5,5,9,5,5,5,0,10,10,8,0,3,3,3,3,0,0,3,3,0,0
redcated,redcated,redacted,342170,redcated,psc-041-001-wq-2023,92.5,150,Graded,156229811,1/19/2023 13:32,0:00:00,3,1,4,5,3.5,5,2.5,1,5,5,5,5,5,5,5,0,5,0,7,6.5,3,0,3,3,0,3,0,0,3,3
redcated,redcated,redacted,199772,redcated,psc-041-001-wq-2023,128.5,150,Graded,156229812,1/19/2023 13:32,0:00:00,0,1,4,5,5,5,2.5,2,5,5,5,7,5,5,5,5,10,10,9,7,3,3,0,3,3,3,3,3,3,3
redcated,redcated,redacted,522922,redcated,psc-041-001-wq-2023,77.5,150,Graded,156229813,1/19/2023 13:32,0:00:00,4,1,0,5,4.5,3.5,0,7,0,0,0,7,0,0,5,0,5,6,10,6.5,3,3,0,3,3,0,0,0,3,3
redcated,redcated,redacted,#N/A,redcated,,109.5,150,Graded,156230627,1/19/2023 13:36,0:00:00,0,1,5,5,0,4,2.5,6.5,5,0,5,8.5,0,5,5,5,10,0,8,8,3,3,3,3,3,3,3,0,3,3
redcated,redcated,redacted,337398,redcated,psc-041-002-wq-2023,135.5,150,Graded,156230629,1/19/2023 13:36,0:00:00,1,1,4.5,5,5,4.5,2.5,9,5,5,2.5,10,5,5,5,5,10,7,9,9.5,3,0,3,3,3,3,3,3,3,3
redcated,redcated,redacted,425200,redcated,psc-041-002-wq-2023,122,150,Graded,156230630,1/19/2023 13:36,0:00:00,1,1,5,5,5,5,5,9.5,5,5,5,9.5,5,5,5,5,10,0,8,7,3,0,0,0,3,3,0,3,3,3
redcated,redcated,redacted,502302,redcated,psc-041-002-wq-2023,140,150,Graded,156230631,1/19/2023 13:36,0:00:00,2,1,5,5,5,5,5,10,5,5,5,7.5,5,5,5,5,10,10,9,6.5,3,0,3,3,3,3,3,3,3,3
redcated,redcated,redacted,947959,redcated,psc-041-002-wq-2023,94.5,150,Graded,156230632,1/19/2023 13:36,0:00:00,3,1,5,5,5,5,5,2,5,5,5,4.5,5,0,5,5,2.5,0,0,6.5,3,3,3,0,3,3,3,0,3,3
redcated,redcated,redacted,676026,redcated,psc-041-002-wq-2023,115.5,150,Graded,156230633,1/19/2023 13:36,0:00:00,3,1,4.5,5,5,4.5,5,10,5,5,5,8,5,0,5,0,5,8,8,6.5,3,3,0,0,3,0,3,3,3,3
redcated,redcated,redacted,928498,redcated,psc-041-002-wq-2023,134,150,Graded,156230634,1/19/2023 13:36,0:00:00,1,1,5,5,5,5,5,10,5,5,5,9,5,5,5,5,10,10,8,0,3,3,3,0,3,3,3,3,3,3
redcated,redcated,redacted,116312,redcated,psc-041-002-wq-2023,88.5,150,Graded,156230635,1/19/2023 13:36,0:00:00,1,1,3.5,5,0,3.5,2.5,9,0,5,5,5,0,5,5,0,0,10,0,0,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,116004,redcated,psc-041-001-wq-2023,144.5,150,Graded,156230637,1/19/2023 13:36,0:00:00,5,1,5,5,5,5,5,10,5,5,5,10,5,5,5,5,10,10,8,6.5,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,690036,redcated,psc-041-001-wq-2023,118,150,Graded,156230638,1/19/2023 13:36,0:00:00,3,1,4,2,4.5,5,5,9.5,5,5,5,9,5,5,5,5,5,7,8,0,3,3,0,3,3,3,3,0,3,3
redcated,redcated,redacted,562399,redcated,psc-041-001-wq-2023,73,150,Graded,156230639,1/19/2023 13:36,0:00:00,1,1,5,5,0,3.5,5,0,5,0,5,3,5,5,5,0,2.5,0,0,0,3,3,3,0,0,3,3,3,3,3
redcated,redcated,redacted,850435,redcated,psc-041-001-wq-2023,137.5,150,Graded,156230640,1/19/2023 13:36,0:00:00,2,1,4,5,5,5,5,8.5,5,5,5,10,5,5,5,5,10,10,8,8,3,3,3,0,0,3,3,3,3,3
redcated,redcated,redacted,113553,redcated,psc-041-001-wq-2023,77.5,150,Graded,156230641,1/19/2023 13:36,0:00:00,1,1,1,2,5,2,2.5,0,5,0,2.5,4,5,5,5,5,5,4.5,3,0,3,0,3,3,3,0,3,0,3,3
redcated,redcated,redacted,274235,redcated,psc-041-002-wq-2023,96,150,Graded,156230642,1/19/2023 13:36,0:00:00,3,1,5,5,4.5,5,5,0,0,5,5,7,5,0,5,5,5,0,7,6.5,0,3,0,0,3,3,3,3,3,3
redcated,redcated,redacted,868195,redcated,psc-041-002-wq-2023,143.5,150,Graded,156230643,1/19/2023 13:36,0:00:00,1,1,4.5,5,4.5,5,5,10,5,5,5,10,5,5,5,5,10,10,8,6.5,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,929062,redcated,psc-041-002-wq-2023,137,150,Graded,156230644,1/19/2023 13:36,0:00:00,2,1,4,5,5,5,2.5,10,5,5,5,9,5,5,5,5,10,10,8,6.5,3,3,3,3,3,3,3,0,3,3
redcated,redcated,redacted,316719,redcated,psc-041-002-wq-2023,143.25,150,Graded,156230645,1/19/2023 13:36,0:00:00,3,1,5,5,5,5,5,10,5,5,5,10,5,5,5,5,10,10,9.75,6.5,3,3,3,0,3,3,3,3,3,3
redcated,redcated,redacted,660431,redcated,psc-041-001-wq-2023,139.5,150,Graded,156230646,1/19/2023 13:36,0:00:00,7,1,5,5,3.5,5,5,9,5,5,5,10,5,5,5,5,10,5,10,7,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,751500,redcated,psc-041-001-wq-2023,133,150,Graded,156230647,1/19/2023 13:36,0:00:00,4,1,4,5,5,5,5,9,5,5,5,8,5,5,5,5,10,10,8,8,3,0,3,3,3,3,3,3,0,0
redcated,redcated,redacted,781433,redcated,psc-041-002-wq-2023,60,150,Graded,156248849,1/19/2023 15:13,0:00:00,1,1,5,5,3.5,2,5,0,5,0,0,0,5,5,5,5,5,0,0,6.5,0,0,0,0,0,3,0,0,0,0
redcated,redcated,redacted,354057,redcated,psc-041-002-wq-2023,130.5,150,Graded,156409977,1/20/2023 12:38,0:00:00,2,1,5,5,5,5,5,8,5,5,0,10,0,0,5,5,10,10,8,9.5,3,3,3,3,3,3,3,3,3,3
redcated,redcated,redacted,776965,redcated,psc-041-002-wq-2023,93.5,150,Graded,156409982,1/20/2023 12:38,0:00:00,3,1,5,5,2,4.5,2.5,7,5,5,0,5,0,0,5,5,10,0,8,6.5,3,0,0,0,3,0,3,3,3,3
redcated,redcated,redacted,936964,redcated,psc-041-002-wq-2023,83,150,Graded,156410077,1/20/2023 12:39,0:00:00,15,1,5,5,4.5,5,5,0,5,0,0,4,5,5,5,5,2.5,0,0,8,3,0,3,3,3,3,3,0,0,1
redcated,redcated,redacted,618706,redcated,psc-041-002-wq-2023,134.5,150,Graded,156412257,1/20/2023 12:48,0:00:00,6,1,5,5,4,5,5,8,5,5,5,10,5,5,5,5,5,6,10,6.5,3,3,3,3,3,3,3,3,3,3
