anon_id,views,pv_op,cv,compare_cv,internal1,internal2,confound,design_ex,interpret
115362,4,5,2.5,10,12,15,15,5,2.5
815620,1,4.75,8,10,12.5,12.5,6,2.5,2.5
450272,1,4.75,8.5,10,15,15,15,5,1.25
267132,0,4.5,7,10,15,15,15,4,2.5
216877,0,4.5,2.5,10,15,15,15,5,3.75
850435,2,4.75,2.5,7.75,15,15,13.5,5,5
562399,2,3.25,0,9.875,0,0,6,5,2.5
556020,3,4.75,4.5,10,13.5,15,11,5,3.25
337398,1,4.5,5.5,9.625,15,15,15,5,5
502302,4,5,9.5,7,15,15,5.5,5,3.25
783735,13,4.25,8.5,9,15,7,15,5,5
331406,1,1.75,9,10,13.5,15,15,5,5
205809,1,5,8.25,9.75,15,15,15,5,1.25
844340,0,4.25,5,1,12,6,11,2.5,0
768234,3,4.75,1.5,10,11,15,15,5,3.25
147145,0,2.75,0,10,15,4,5.5,5,2.5
862239,3,5,2.5,6,15,15,0,5,2.5
116312,2,4.25,0.5,10,12.5,6,5.5,5,2.5
947959,6,2.25,2.5,10,11,4,15,5,3.25
495024,3,3,3,9.75,15,6,6,5,3.25
700670,7,3.25,6.5,10,12.5,6,11,5,2.5
298429,10,5,4.75,7.75,15,15,15,5,5
149203,4,4,4,8,11.5,15,15,4,2.5
362052,0,4.75,6.25,6,10.5,15,5,5,2.5
877146,1,3.75,0,6,0,15,11,5,3.25
324553,5,5,7,10,15,15,15,5,5
348715,2,5,7,10,15,15,15,5,3.25
678041,5,3.75,7.5,10,15,15,15,4,5
520659,6,4.5,5.5,10,15,15,6,5,2.5
805441,5,4.75,3,10,15,15,5,5,2.5
794376,1,4.5,0,9.75,12,12.5,15,5,2.5
756469,1,4.25,6.25,9.75,13.5,15,14.5,5,1.25
458187,1,3.25,3.25,10,11.5,5.5,11,5,2.5
364560,1,3.5,8,10,15,15,6,5,5
607045,6,4.25,7.5,7.75,15,0,15,5,5
566878,0,2.75,3.75,10,11,12.5,0,5,3.25
687940,0,3.5,0,10,10.5,6,15,5,2.5
624947,0,3.5,7,10,13,15,15,5,3.25
780541,7,4.25,1.5,10,15,15,15,5,2.5
919266,9,3.25,2.25,10,13.5,0,5.5,5,3.25
557781,6,4.75,5.5,10,14,15,15,5,3.75
720723,1,5,0,10,15,15,15,5,2.5
965522,1,3.25,0,10,11,2.5,0,5,2.5
574860,4,5,9,10,15,15,15,2.5,3.25
695840,0,2,0,6,15,15,14.5,5,2.5
209254,0,3.5,7.5,10,13.5,6,5,5,2.5
600034,0,4.25,0,10,15,6,10,5,5
787036,1,2.5,0,3,10,4,5.5,5,2.5
582644,1,5,0.25,10,15,15,15,5,3.25
863048,0,3,2.25,10,12.5,13.5,15,5,5
535753,6,2.75,3.5,10,12.5,13.5,5.5,5,3.25
553565,2,2.25,0,10,13.5,15,15,5,2.5
331418,3,3.5,1.75,10,12.5,15,15,5,5
186775,3,2.75,0.75,10,2,2.5,0,5,1.25
107302,0,3.5,0,10,15,13.5,5.5,2.5,1.25
676026,2,2.5,6.5,6,15,15,11,5,2.5
100124,0,2.75,3.25,8,0,13.5,5.5,5,3.25
708858,8,3.25,1.25,10,0,0,5.5,5,3.25
313801,6,2,0,10,12.5,6,11,5,2.5
357577,1,1.75,0,8,8.5,0,5.5,5,3.25
843368,5,4.5,7.5,10,15,4,10,5,2.5
139950,1,3,0,10,15,15,5.5,5,3.75
509369,1,4,0,10,12.5,15,15,5,3.75
289163,6,2.75,9,8.5,13,8,15,5,0
976464,0,3.75,3,10,15,13.5,15,5,2.5
935965,0,4.5,0,8,15,15,11,5,2.5
411906,3,4,10,10,15,15,15,5,5
819135,3,3.75,0,10,15,15,15,5,2.5
766313,3,4.75,0,10,15,15,5,5,3.25
548019,1,3.5,0,10,15,15,15,5,1.25
578485,5,4,6.25,10,15,15,15,5,5
447538,4,4.25,5.75,10,15,15,15,5,3.25
354907,7,4,6,10,15,15,15,5,5
471494,3,4,7.5,10,13.5,6.5,15,5,5
644205,6,4,0,10,15,5.5,2.5,5,3.75
116004,5,4.5,10,10,15,15,15,5,5
687844,4,4,7.5,10,15,15,3,5,5
505593,3,3.75,7,10,9.5,12,6,5,3.75
946353,6,5,4.25,8,8.5,15,8.5,5,3.75
156364,1,3.5,7,10,6,9,7,5,2.5
274235,0,3.5,0,9,13,15,2.5,5,2.5
967176,3,3,10,10,15,7.5,0,5,5
298091,1,4.5,3,8,15,8,2.5,5,2.5
288842,4,4.25,4.25,10,15,15,11,5,5
652942,6,4.5,0,10,15,15,8.5,5,3.75
479550,5,3.5,6.75,5,9.5,15,12,5,0
840463,19,4.5,0,9,13,15,6.5,5,2.5
843535,2,5,0,8,7.5,13,9.5,5,2.5
214276,7,0,0,7.25,13,15,0,2.5,0
423080,1,4,0,7.5,15,15,3,5,2.5
482126,7,0.25,0,8,15,15,15,5,2.5
127794,0,5,5,5.25,15,15,4,0,2.5
643893,5,4,2.25,10,15,11.5,12,5,2.5
257545,3,4.5,8,10,15,15,12,5,3.75
352138,2,0.25,0,10,15,15,12,2.5,2.5
190818,1,5,10,10,15,15,12,5,2.5
177840,1,1.5,4.25,9,15,15,6.5,5,2.5
646241,4,3.75,0,10,15,15,15,5,3.75
453529,3,3.75,3.75,10,15,15,15,5,4.5
268619,0,2.5,0,10,12,13,12,5,2.5
175573,0,5,0,10,15,15,6,5,2.5
590181,2,1.5,0,8,7.5,12.5,2.5,5,2.5
920816,0,3,2,10,15,10.5,5.5,5,2.5
796147,8,3.75,0,10,15,15,3,5,3.75
282874,3,3,8,10,15,15,15,5,2.5
238823,2,0.75,6.25,10,15,15,5.5,5,5
736790,0,4,9.5,10,15,15,4.5,5,3.75
128016,1,0.75,1.5,10,15,15,10.5,2.5,2.5
143458,3,3.75,7.5,10,14,15,10,5,2.5
886232,1,3.75,0,10,15,7.5,5.5,5,2.5
448698,0,1.5,0,10,15,15,10.5,5,2.5
208750,0,4,0,10,15,15,12,5,2.5
970613,0,3.5,6.5,10,15,15,7,5,5
352012,5,3.25,0,10,15,15,7,5,3.75
243610,12,3.75,6,10,15,15,9,5,5
917655,5,5,8.5,10,15,15,10.5,5,2.5
307053,0,4,0,9,15,8,5.5,5,2.5
634523,0,3.5,0.5,10,14,13,6,2.5,3.75
866180,3,3,0,10,8,10,9,5,2.5
550977,2,0,0,10,8.5,9,9,5,2.5
184622,2,5,3.5,10,15,15,10.5,5,4.5
124193,2,4,7.5,10,15,15,9,5,5
478268,2,1.5,8.5,10,15,15,9,5,3.75
294860,5,5,8.5,10,15,15,9,5,3.75
846172,1,4,0,10,14,7.5,8.5,5,0
603399,0,3.75,0,2,5.5,8.5,7.5,2.5,2.5
676277,5,5,8.5,10,15,15,7,5,2.5
392325,1,3.5,9,9,15,15,12,5,2.5
207486,1,4.25,7.5,10,15,15,12,5,4.5
980134,4,4.25,10,10,15,11.5,7.5,5,2.5
193776,1,4.5,10,10,15,15,10.5,5,2.5
530411,2,4.25,9,10,15,15,15,5,5
215621,2,4.75,0,8,14,6.5,12,5,2.5
254596,1,3.75,2.75,4,10.5,11,7,5,2.5
357173,3,1,3.5,10,15,15,15,5,3.75
670267,0,4.5,0,10,15,15,12,5,3.75
335736,9,2.25,0,2,15,15,10.5,5,3.75
664851,3,3.5,4.5,10,14,15,10.5,5,2.5
398075,4,3,0,10,14,7.5,2.5,5,2.5
378876,5,5,3.25,2,14,15,10,5,3.75
806039,7,4.5,2,8,15,15,12,5,5
202048,0,3.75,9,10,11,15,10,5,5
451623,3,4.5,9,10,15,15,11,5,5
488889,2,1.5,4.25,8,9,15,10.5,5,3.75
570810,4,4,0,8,7.5,15,15,5,3.75
849990,2,3.75,8,10,15,15,12,5,2.5
936273,1,4,1,10,11.5,15,15,5,2.5
690059,3,1.75,0,10,15,15,10.5,5,2.5
585527,6,4,8,10,15,15,12,5,3.75
416172,1,2.5,9.5,10,15,15,11,5,2.5
646067,9,2,1,10,15,15,11,5,0
323214,2,4,2.25,10,15,15,15,5,5
880562,5,5,9,10,15,15,12,5,2.5
176796,7,4.5,0,10,11.5,15,12,5,5
877109,2,4.5,2,10,15,15,15,5,3.75
862880,1,0.25,1.5,10,11.5,10.5,12,0,5
311227,0,4,0,10,15,15,2.5,5,5
669717,4,3.75,4.75,10,15,15,10.5,5,5
657848,3,3,5.75,10,15,15,9,5,5
864689,0,4.25,3,10,15,15,15,5,2.5
543411,6,4.5,0,10,15,15,15,5,3.75
907718,7,4,3.25,10,15,15,15,5,5
335731,0,3,0,10,15,7.5,12,5,1
868406,0,3.25,0,10,15,15,7,5,5
914016,0,1.5,0,10,13,14,10.5,5,3.75
348376,0,4.25,6.25,10,10.5,15,7,3.5,2.5
353441,4,3.5,5.5,9,15,15,12,5,3.75
376854,5,4.5,0,10,15,15,15,5,5
429085,2,1,0,8,15,15,12,5,3.75
172263,7,3,9,10,15,15,12,5,3.75
158198,0,4.5,0,10,15,7.5,10,5,3.75
327020,4,4,5,8,15,15,15,5,5
660431,3,0,0,10,15,7.5,9,5,5
993306,2,2,3,9,12,13,7.5,5,4
958843,3,1.25,0.75,10,15,6.5,12,0,4
402997,4,5,9.5,9,15,15,12,5,4.5
684227,4,3,2.75,9,13,15,15,5,4.5
883903,11,3.5,0,10,15,15,15,5,4.5
693045,1,0.75,0,10,15,11,9.5,5,4.5
151246,2,2.5,0.5,8,15,15,12,5,4
761526,0,2.5,0.25,10,15,15,12,5,4
832756,0,3.75,0.75,9,9,13,12,5,4
893307,4,4.5,10,10,15,15,15,5,4.5
109338,2,4.25,1.25,10,15,15,15,5,4.5
187671,2,3.75,5.5,10,15,11,9,5,4.5
316657,8,4,1,9,15,15,15,5,4.5
124704,2,3.5,1.5,9,15,15,15,5,4
282568,1,4.5,10,10,15,15,15,5,4.5
351711,6,3,4.75,10,14,14.5,15,5,4.5
165680,7,4.5,4.25,9,15,11,15,5,4
426634,2,3.25,6.5,10,15,15,15,5,4
517181,2,5,5.25,10,15,15,15,5,4.5
749976,0,5,10,9,15,15,15,5,4.5
840605,2,0,3.75,10,13.5,15,12,0,4
980472,8,5,1.75,10,15,15,12,4,4.5
741913,1,0,3,9,15,9.5,10,0,2
224768,4,0,1.5,7,8.5,6.5,10,5,4
873291,2,5,1.25,10,13.5,15,15,5,4.5
676794,0,3,2,0,13.5,15,12,0,4.5
806967,1,4,6.25,10,15,15,15,5,4.5
882657,2,4.5,0,4,15,15,12,5,4
857405,0,0,0.5,8,13,9,9,5,4
925742,1,5,0,9,15,11,12,5,4
743784,10,3.5,9,10,15,15,15,5,4.5
361425,5,4,6.5,10,12,13,15,5,4.5
946128,1,3.5,1,10,14.5,15,9,5,4
613766,11,1,6.5,10,15,15,15,5,5
504530,0,4.5,10,9,1,11.5,12,5,4
928498,1,0,4.5,10,15,15,15,5,4
690036,3,4.5,9,10,15,15,12.5,5,4
785732,0,2.5,3.5,9,14,15,15,5,4
802566,1,2,2,9,13,1,12,5,4
652357,0,4.5,0,8,11,7.5,15,5,4
912689,0,3,0,9,7.5,0,9,5,4.5
356382,6,5,8,10,14,10.5,15,5,4
999023,2,3,0,9,15,15,12,5,4
929062,2,2,9.5,10,15,15,12,5,4
237582,1,0.5,0,9,9,9,12,5,4
751500,5,2.25,6,10,15,13,9,5,4.5
714184,1,4,0,10,15,15,12,5,4.5
671655,1,2,0,10,15,15,12,5,4.5
721359,2,4,2.5,10,14,13,10,5,4.5
560484,5,4,1.5,10,15,5,15,5,4
627572,7,5,10,9,15,11,8.5,5,4.5
497496,3,2.25,0,8.5,15,12.5,9,5,4
841390,4,3.5,0,10,15,15,12,5,4.5
449769,2,4.5,0,9,15,15,15,5,4
570017,5,1.25,8,10,15,15,15,5,4.5
868090,0,1.25,5.75,10,7.5,0,15,5,4
205295,2,2.5,0,9.5,15,15,15,5,4.5
218653,1,3.75,10,10,13,13,15,5,4.5
889441,0,0,0,9.5,11,13,15,0,4
758184,4,3.75,8,10,15,15,12,5,4.5
802878,4,4,0,10,15,1.5,15,5,4.5
980127,4,3.5,10,8,15,15,13.5,5,5
469937,1,4.25,8,10,15,15,12,5,4.5
920586,1,2.25,0,10,3,9,12,5,4
575085,4,3.25,1.75,5,6,15,12,0,4
882737,4,1.75,0,8,0,0,2.5,5,4
518197,4,4.5,10,10,15,15,15,5,4
808560,3,4.5,2.25,10,11,15,10,5,4.5
191876,7,5,2.25,8,15,15,15,5,4.5
907662,0,1.25,6,4,11,11,3,0,4.5
891202,4,4.5,3.75,10,15,14.5,15,5,4
972609,5,1.5,0,4,11,15,3,5,4
635780,4,0.5,1,10,5,12.5,12,0,4
587423,2,4,10,10,9,13.5,15,5,4
909875,2,0.5,0,10,15,11,10.5,5,4
867083,0,0.5,0,6,1,0,9,5,4
776985,3,1.25,0.25,10,15,15,9,5,4
126548,0,3.5,8,10,15,11,5.5,5,4
507880,7,0.75,0,6,15,15,12,5,4.5
167773,1,4.25,5.25,10,15,15,12,5,4.5
514088,1,2.5,6.75,7.5,10,11,9,5,4.5
739544,2,4.25,9,10,15,15,13.5,5,5
431825,10,4,0,10,15,15,3,5,4.5
370378,12,3.25,7,10,15,13.5,6,5,4
704993,0,2.75,0,10,15,15,9,5,4
467652,1,2.25,2.75,10,13,15,15,5,4.5
623912,2,3.75,7.5,10,6.5,15,12,5,0
562658,4,4.5,1,10,11,15,12,5,4
781433,5,0,0,10,11,10.5,12,5,4
298840,1,0,0,0,10,11,3,5,4
760890,1,0,0,8,0,10.5,9,2.5,4
323859,8,2.5,10,10,15,15,15,5,4.5
187418,0,2.75,0,10,15,15,9,0,4.5
987447,2,5,5.25,10,15,15,15,5,4
863598,12,3.25,7.75,10,15,15,15,5,3.75
341372,5,3,0,10,7.5,10.5,15,5,3.25
840840,2,2,7.25,10,15,11,12,5,4
939066,5,0.5,0,10,13,10.5,15,5,4.5
487505,0,3.25,1,8,11,9,6,5,4
955242,4,3.25,6.25,10,15,15,15,5,4.5
282845,5,4.5,1,10,15,14,12,5,4.5
601701,2,4.25,4,10,15,15,12,5,5
710489,0,1.5,0,10,15,11,12,5,4.5
422809,4,5,5,10,11,11,9,5,4.5
354057,0,4,10,10,15,15,12,5,4
776965,2,5,1.25,10,15,15,15,5,4
919451,11,3.5,0,10,13,3,12,5,4
978499,6,1.5,0,10,11,10.5,12,5,4
132340,2,3.25,0,10,7.5,7,15,5,4
533181,3,3.5,0,10,5.5,0,12,2.5,4.5
951938,0,3,2.25,10,15,15,12,5,4
465537,0,4.5,10,10,15,15,12,5,4
789124,3,5,9.5,10,13,15,15,5,4
221844,1,4.5,0,10,14,15,9,5,4
700506,2,0,8,10,15,15,12,5,4
852104,10,4,8.5,10,15,15,12,5,4
936964,4,0.25,4.75,10,15,15,15,5,4
370790,6,2,7.75,10,12.5,15,15,5,5
122746,3,2.5,0,10,12.5,15,6,5,5
618706,6,3.25,0,10,15,15,15,5,4.5
117848,2,4.5,0,9,15,15,15,5,4.5
#N/A,0,3.25,1,0,0,0,0,0,0
