"","student_id","exam","question_id","numMistakes"
"157","917452110","1","OPDEF",1
"158","917452110","2","CV",1
"159","917452110","2","H0",3
"160","917452110","2","Interpret",1
"161","917452110","2","OPDEF",1
"162","917452110","3","CV",1
"163","917452110","3","Interpret",1
"164","917452110","3","OPDEF",3
"165","917452110","4","CV",2
"166","917452110","4","IVTHREAT",2
"167","917474059","1","H0",1
"168","917474059","1","OPDEF",2
"169","917474059","2","H0",3
"170","917474059","2","OPDEF",2
"171","917474059","3","CV",2
"172","917474059","3","OPDEF",2
"173","917474059","4","OPDEF",2
"174","917474059","4","REP",3
"175","917527498","1","OPDEF",4
"176","917527498","2","H0",3
"177","917527498","2","H1",1
"178","917527498","2","OPDEF",1
"179","917527498","3","Interpret",2
"180","917527498","3","OPDEF",1
"181","917527498","4","CV",1
"182","917527498","4","REP",1
"183","917985726","1","OPDEF",1
"184","917985726","2","CV",2
"185","917985726","2","H0",3
"186","917985726","2","Interpret",1
"187","917985726","2","OPDEF",1
"188","917985726","3","CV",4
"189","917985726","3","OPDEF",2
"190","917985726","4","REP",1
"191","917986822","1","OPDEF",4
"192","917986822","2","CV",1
"193","917986822","2","H0",3
"194","917986822","2","OPDEF",4
"195","917986822","3","Interpret",1
"196","917986822","3","OPDEF",6
"197","917986822","4","CV",3
"198","917986822","4","IVTHREAT",2
"199","917986822","4","OPDEF",2
"200","917986822","4","REP",2
"201","917987070","2","CV",2
"202","917987070","2","H0",3
"203","917987070","2","Interpret",1
"204","917987070","2","OPDEF",1
"205","917987070","3","COMPCV",1
"206","917987070","3","Interpret",1
"207","917987070","4","CV",1
"208","917987070","5","CONFOUND",3
"209","918014638","1","H0",1
"210","918014638","1","H1",1
"211","918014638","1","OPDEF",4
"212","918014638","2","H0",3
"213","918014638","2","OPDEF",1
"214","918014638","3","COMPCV",2
"215","918014638","3","CV",3
"216","918014638","3","Interpret",2
"217","918014638","3","OPDEF",1
"218","918054805","1","OPDEF",3
"219","918054805","2","CV",1
"220","918054805","2","H0",3
"221","918054805","2","H1",1
"222","918054805","2","Interpret",1
"223","918054805","2","OPDEF",4
"224","918054805","3","CV",3
"225","918054805","3","Interpret",2
"226","918054805","3","OPDEF",3
"227","918061937","1","OPDEF",3
"228","918061937","2","CV",2
"229","918061937","2","H0",3
"230","918061937","2","OPDEF",5
"231","918061937","3","CV",2
"232","918061937","3","OPDEF",5
"233","918061937","4","OPDEF",3
"234","918061937","5","COMPCV",1
"235","918061937","5","CONFOUND",2
"236","918061937","5","CV",1
"237","918061937","5","OPDEF",1
"238","918106892","1","H0",1
"239","918106892","1","H1",2
"240","918106892","1","OPDEF",4
"241","918106892","2","CV",2
"242","918106892","2","H0",3
"243","918106892","2","Interpret",2
"244","918106892","2","OPDEF",2
"245","918106892","3","CV",5
"246","918106892","3","Interpret",2
"247","918106892","3","OPDEF",5
"248","918106892","4","IVTHREAT",1
"249","918106892","4","REP",1
"250","918129510","1","H0",1
"251","918129510","1","OPDEF",4
"252","918129510","2","H0",3
"253","918129510","2","Interpret",2
"254","918129510","2","OPDEF",3
"255","918129510","3","COMPCV",1
"256","918129510","3","Interpret",1
"257","918129510","3","OPDEF",4
"258","918129510","4","CONFOUND",1
"259","918129510","4","CV",1
"260","918129510","4","IVTHREAT",1
"261","918129510","4","REP",1
"262","918131003","1","OPDEF",1
"263","918131003","2","CV",1
"264","918131003","2","H0",3
"265","918131003","2","Interpret",1
"266","918131003","2","OPDEF",1
"267","918131003","3","Interpret",1
"268","918131003","3","OPDEF",1
"269","918144472","1","OPDEF",1
"270","918144472","2","H0",3
"271","918144472","2","Interpret",1
"272","918144472","2","OPDEF",3
"273","918144472","3","CV",2
"274","918144472","3","OPDEF",4
"275","918144472","4","CONFOUND",2
"276","918144472","4","IVTHREAT",3
"277","918144472","4","REP",1
"278","918147097","2","H0",3
"279","918147097","2","H1",1
"280","918147097","2","Interpret",1
"281","918147097","2","OPDEF",1
"282","918147097","3","CV",7
"283","918147097","3","Interpret",2
"284","918147097","3","OPDEF",2
"285","918166353","1","H0",1
"286","918166353","2","CV",1
"287","918166353","2","H0",3
"288","918166353","2","Interpret",1
"289","918166353","2","OPDEF",1
"290","918166353","3","CV",1
"291","918166353","3","Interpret",1
"292","918166353","3","OPDEF",3
"293","918166667","1","H0",1
"294","918166667","1","OPDEF",2
"295","918166667","2","H0",3
"296","918166667","2","Interpret",1
"297","918166667","3","Interpret",2
"298","918166667","3","OPDEF",2
"299","918166667","4","CV",2
"300","918166667","4","OPDEF",2
"301","918166667","4","REP",2
"302","918166667","5","Interpret",1
"303","918166793","1","H0",2
"304","918166793","1","OPDEF",5
"305","918166793","3","COMPCV",3
"306","918166793","3","CV",3
"307","918166793","3","Interpret",2
"308","918166793","3","OPDEF",2
"309","918166793","4","IVTHREAT",2
"310","918176974","2","H0",3
"311","918176974","3","CV",2
"312","918176974","3","OPDEF",6
"313","918176974","5","COMPCV",2
"314","918176974","5","CV",3
"315","918176974","5","REP",1
"316","918187756","1","H1",1
"317","918187756","2","H0",3
"318","918187756","2","OPDEF",1
"319","918187756","3","COMPCV",1
"320","918187756","3","Interpret",2
"321","918187756","3","OPDEF",1
"322","918187756","5","CV",3
"323","918187756","5","Interpret",2
"324","918187756","5","IVTHREAT",1
"325","918187756","5","OPDEF",1
"326","918193355","1","OPDEF",5
"327","918193355","2","CV",3
"328","918193355","2","H0",3
"329","918193355","2","H1",1
"330","918193355","2","OPDEF",5
"331","918193355","3","COMPCV",1
"332","918193355","3","Interpret",2
"333","918193355","3","OPDEF",7
"334","918203290","1","OPDEF",2
"335","918203290","2","CV",4
"336","918203290","2","H0",3
"337","918203290","2","Interpret",1
"338","918203290","2","OPDEF",2
"339","918203290","3","CV",5
"340","918203290","3","Interpret",2
"341","918203290","3","OPDEF",1
"342","918203290","4","CV",1
"343","918203290","5","COMPCV",1
"344","918203290","5","Interpret",1
"345","918203290","5","IVTHREAT",1
"346","918210092","1","OPDEF",7
"347","918210092","2","CV",1
"348","918210092","2","H0",3
"349","918210092","2","Interpret",1
"350","918210092","2","OPDEF",5
"351","918210092","4","OPDEF",3
"352","918210092","4","REP",1
"353","918218890","1","OPDEF",2
"354","918218890","2","CV",1
"355","918218890","2","H0",3
"356","918218890","2","Interpret",1
"357","918218890","2","OPDEF",3
"358","918218890","3","Interpret",2
"359","918218890","3","OPDEF",5
"360","918218890","4","CONFOUND",1
"361","918275626","1","H0",2
"362","918275626","1","OPDEF",2
"363","918275626","2","H0",3
"364","918275626","2","H1",1
"365","918275626","2","OPDEF",2
"366","918275626","3","CV",2
"367","918275626","3","Interpret",2
"368","918275626","3","OPDEF",6
"369","918281005","1","H0",1
"370","918281005","1","OPDEF",1
"371","918281005","2","H0",3
"372","918281005","2","H1",1
"373","918281005","2","Interpret",1
"374","918281005","2","OPDEF",3
"375","918281005","3","COMPCV",1
"376","918281005","3","CV",2
"377","918281005","3","OPDEF",3
"378","918281005","5","COMPCV",2
"379","918281005","5","Interpret",1
"380","918306281","1","H1",1
"381","918306281","1","OPDEF",3
"382","918306281","2","CV",2
"383","918306281","2","H0",3
"384","918306281","2","Interpret",2
"385","918306281","2","OPDEF",1
"386","918306281","3","CV",5
"387","918306281","3","Interpret",1
"388","918306281","3","OPDEF",2
"389","918306281","5","COMPCV",1
"390","918306281","5","CV",1
"391","918306281","5","Interpret",2
"392","918306715","2","CV",1
"393","918306715","2","H0",3
"394","918306715","2","OPDEF",2
"395","918306715","3","CV",1
"396","918306715","3","Interpret",1
"397","918306715","5","COMPCV",2
"398","918306715","5","CV",1
"399","918318790","1","H0",1
"400","918318790","1","OPDEF",4
"401","918318790","2","CV",2
"402","918318790","2","H0",3
"403","918318790","2","Interpret",1
"404","918318790","2","OPDEF",6
"405","918318790","3","CV",5
"406","918318790","3","Interpret",2
"407","918318790","3","OPDEF",6
"408","918318790","5","COMPCV",3
"409","918318790","5","CV",1
"410","918318790","5","Interpret",1
"411","918318790","5","REP",3
"412","918319773","1","OPDEF",4
"413","918319773","2","CV",1
"414","918319773","2","H0",3
"415","918319773","2","Interpret",1
"416","918319773","2","OPDEF",1
"417","918319773","3","CV",3
"418","918319773","3","Interpret",2
"419","918319773","3","OPDEF",2
"420","918326724","1","OPDEF",4
"421","918326724","3","COMPCV",3
"422","918326724","3","Interpret",2
"423","918326724","3","OPDEF",6
"424","918328780","1","OPDEF",3
"425","918328780","2","H0",3
"426","918328780","2","OPDEF",4
"427","918328780","3","CV",1
"428","918328780","3","OPDEF",2
"429","918328780","4","CV",1
"430","918333241","1","OPDEF",4
"431","918333241","2","CV",1
"432","918333241","2","H0",3
"433","918333241","2","Interpret",1
"434","918333241","2","OPDEF",3
"435","918333241","3","CV",3
"436","918333241","3","Interpret",1
"437","918333241","3","OPDEF",6
"438","918333241","4","CV",6
"439","918333429","1","H1",1
"440","918333429","1","OPDEF",2
"441","918333429","2","CV",3
"442","918333429","2","H0",3
"443","918333429","2","H1",1
"444","918333429","2","Interpret",1
"445","918333429","2","OPDEF",4
"446","918333429","3","CV",2
"447","918333429","3","Interpret",2
"448","918333429","3","OPDEF",5
"449","918333429","4","IVTHREAT",1
"450","918333429","4","REP",1
"451","918333429","5","COMPCV",1
"452","918333429","5","CONFOUND",3
"453","918333429","5","CV",1
"454","918333429","5","Interpret",1
"455","918333429","5","OPDEF",2
"456","918333429","5","REP",3
"457","918402266","1","OPDEF",1
"458","918402266","2","CV",1
"459","918402266","2","H0",3
"460","918402266","2","OPDEF",1
"461","918453477","1","H0",2
"462","918453477","2","CV",2
"463","918453477","2","H0",3
"464","918453477","2","OPDEF",4
"465","918453477","3","COMPCV",1
"466","918453477","3","CV",4
"467","918453477","3","Interpret",2
"468","918453477","3","OPDEF",3
"469","918453477","4","CV",2
"470","918453477","4","OPDEF",2
"471","918453477","4","REP",1
"472","918453477","5","COMPCV",1
"473","918453477","5","CV",1
"474","918453477","5","Interpret",1
"475","918453477","5","OPDEF",1
"476","918456694","2","CV",2
"477","918456694","2","H0",3
"478","918456694","2","H1",1
"479","918456694","2","Interpret",1
"480","918456694","2","OPDEF",4
"481","918456694","3","COMPCV",1
"482","918456694","3","Interpret",2
"483","918456694","3","OPDEF",2
"484","918460949","1","OPDEF",6
"485","918460949","2","CV",1
"486","918460949","2","H0",3
"487","918460949","2","Interpret",1
"488","918460949","2","OPDEF",2
"489","918460949","3","OPDEF",2
"490","918471718","1","H0",1
"491","918471718","1","OPDEF",4
"492","918471718","2","CV",1
"493","918471718","2","H0",3
"494","918471718","2","Interpret",1
"495","918471718","2","OPDEF",3
"496","918471718","3","COMPCV",1
"497","918471718","3","CV",1
"498","918471718","3","Interpret",2
"499","918471718","3","OPDEF",5
"500","918471718","4","CV",4
"501","918479587","1","H0",1
"502","918479587","1","OPDEF",3
"503","918479587","2","CV",2
"504","918479587","2","H0",3
"505","918479587","2","Interpret",2
"506","918479587","2","OPDEF",2
"507","918479587","3","CV",2
"508","918479587","3","Interpret",1
"509","918479587","3","OPDEF",1
"510","918479587","4","IVTHREAT",2
"511","918479587","4","REP",1
"512","918509156","1","OPDEF",3
"513","918509156","2","H0",3
"514","918509156","2","OPDEF",6
"515","918509156","3","CV",6
"516","918509156","3","Interpret",2
"517","918509156","3","OPDEF",2
"518","918509156","4","REP",2
"519","918523200","1","OPDEF",3
"520","918523200","2","H0",3
"521","918523200","2","Interpret",1
"522","918523200","2","OPDEF",4
"523","918523200","3","Interpret",1
"524","918523200","3","OPDEF",4
"525","918523200","5","COMPCV",2
"526","918523200","5","IVTHREAT",3
"527","918523200","5","OPDEF",2
"528","918525347","1","OPDEF",1
"529","918525347","2","CV",2
"530","918525347","2","H0",3
"531","918525347","2","Interpret",1
"532","918525347","2","OPDEF",2
"533","918525347","3","CV",3
"534","918525347","3","Interpret",1
"535","918525347","3","OPDEF",2
"536","918525347","4","REP",2
"537","918525347","5","COMPCV",2
"538","918525347","5","CV",1
"539","918525347","5","Interpret",2
"540","918525347","5","REP",4
"541","918525525","1","OPDEF",1
"542","918525525","2","H0",3
"543","918525525","2","Interpret",1
"544","918525525","2","OPDEF",4
"545","918525525","3","COMPCV",1
"546","918525525","3","CV",3
"547","918525525","3","Interpret",2
"548","918525525","3","OPDEF",6
"549","918525525","4","CV",1
"550","918530662","2","CV",1
"551","918530662","2","H0",3
"552","918530662","2","Interpret",1
"553","918530662","2","OPDEF",3
"554","918530662","3","Interpret",2
"555","918530662","5","COMPCV",4
"556","918530662","5","Interpret",1
"557","918530662","5","IVTHREAT",1
"558","918533669","1","OPDEF",2
"559","918533669","2","CV",2
"560","918533669","2","H0",3
"561","918533669","2","Interpret",2
"562","918533669","3","CV",4
"563","918533669","3","Interpret",1
"564","918533669","3","OPDEF",1
"565","918533669","5","Interpret",2
"566","918546601","1","OPDEF",2
"567","918546601","2","CV",2
"568","918546601","2","H0",3
"569","918546601","2","Interpret",2
"570","918546601","2","OPDEF",1
"571","918546601","3","CV",4
"572","918546601","3","Interpret",2
"573","918546601","3","OPDEF",2
"574","918546601","4","CV",3
"575","918546601","5","COMPCV",1
"576","918546601","5","CV",2
"577","918546601","5","Interpret",1
"578","918546601","5","REP",3
"579","918550338","1","OPDEF",2
"580","918550338","2","CV",1
"581","918550338","2","H0",3
"582","918550338","2","Interpret",1
"583","918550338","2","OPDEF",3
"584","918550338","3","Interpret",2
"585","918550338","3","OPDEF",3
"586","918550338","5","CONFOUND",3
"587","918550338","5","CV",1
"588","918550338","5","Interpret",1
"589","918550338","5","OPDEF",2
"590","918550338","5","REP",1
"591","918552103","1","H0",1
"592","918552103","1","OPDEF",5
"593","918552103","2","CV",1
"594","918552103","2","H0",3
"595","918552103","2","Interpret",2
"596","918552103","2","OPDEF",4
"597","918552103","3","Interpret",2
"598","918552103","3","OPDEF",2
"599","918552103","4","CONFOUND",1
"600","918552103","4","REP",1
"601","918552103","5","Interpret",1
"602","918552103","5","REP",1
"603","918552365","1","H0",1
"604","918552365","1","OPDEF",3
"605","918552365","2","H0",3
"606","918552365","2","Interpret",1
"607","918552365","2","OPDEF",1
"608","918552365","3","CV",6
"609","918552365","3","Interpret",1
"610","918552365","3","OPDEF",2
"611","918552365","4","IVTHREAT",2
"612","918552365","4","REP",2
"613","918552365","5","COMPCV",1
"614","918552365","5","CV",4
"615","918552365","5","Interpret",2
"616","918552365","5","IVTHREAT",2
"617","918570583","1","OPDEF",7
"618","918570583","2","H0",3
"619","918570583","2","Interpret",1
"620","918570583","2","OPDEF",3
"621","918570583","3","COMPCV",2
"622","918570583","3","CV",3
"623","918570583","3","Interpret",2
"624","918570583","3","OPDEF",1
"625","918572947","1","H1",1
"626","918572947","1","OPDEF",2
"627","918572947","2","H0",3
"628","918572947","2","OPDEF",2
"629","918572947","3","Interpret",2
"630","918572947","3","OPDEF",3
"631","918572947","4","OPDEF",2
"632","918572947","4","REP",1
"633","918572947","5","CONFOUND",2
"634","918572947","5","CV",1
"635","918572947","5","Interpret",1
"636","918578190","1","H0",2
"637","918578190","1","OPDEF",1
"638","918578190","2","CV",2
"639","918578190","2","H0",3
"640","918578190","2","Interpret",1
"641","918578190","2","OPDEF",1
"642","918578190","3","CV",1
"643","918578190","3","Interpret",1
"644","918578190","3","OPDEF",3
"645","918578190","4","CONFOUND",2
"646","918578190","4","CV",2
"647","918578190","4","IVTHREAT",3
"648","918578190","4","REP",3
"649","918583017","1","OPDEF",5
"650","918583017","2","CV",1
"651","918583017","2","H0",3
"652","918583017","2","Interpret",1
"653","918583017","2","OPDEF",2
"654","918583017","3","CV",2
"655","918583017","3","Interpret",2
"656","918583017","3","OPDEF",2
"657","918583017","5","COMPCV",2
"658","918583017","5","CV",2
"659","918583017","5","OPDEF",1
"660","918588300","1","OPDEF",7
"661","918588300","2","CV",2
"662","918588300","2","H0",3
"663","918588300","2","Interpret",2
"664","918588300","2","OPDEF",3
"665","918588300","3","CV",5
"666","918588300","3","Interpret",2
"667","918588300","3","OPDEF",2
"668","918588300","4","CV",2
"669","918588300","4","REP",1
"670","918609661","1","OPDEF",1
"671","918609661","2","CV",2
"672","918609661","2","H0",3
"673","918609661","2","Interpret",1
"674","918609661","2","OPDEF",3
"675","918609661","3","COMPCV",1
"676","918609661","3","Interpret",1
"677","918609661","3","OPDEF",3
"678","918609661","4","CV",4
"679","918609661","4","REP",3
"680","918612056","1","H0",1
"681","918612056","1","OPDEF",2
"682","918612056","2","H0",3
"683","918612056","2","Interpret",2
"684","918612056","2","OPDEF",2
"685","918612056","3","Interpret",2
"686","918612056","3","OPDEF",4
"687","918612056","4","REP",1
"688","918612056","5","COMPCV",1
"689","918612056","5","CV",1
"690","918614520","1","OPDEF",2
"691","918614520","2","CV",3
"692","918614520","2","H0",3
"693","918614520","2","H1",1
"694","918614520","2","Interpret",1
"695","918614520","2","OPDEF",2
"696","918614520","3","CV",4
"697","918614520","3","Interpret",2
"698","918614520","3","OPDEF",1
"699","918614520","5","COMPCV",1
"700","918614520","5","OPDEF",1
"701","918614520","5","REP",2
"702","918631383","1","H0",1
"703","918631383","1","OPDEF",1
"704","918631383","2","CV",1
"705","918631383","2","H0",3
"706","918631383","2","Interpret",1
"707","918631383","2","OPDEF",3
"708","918631383","3","Interpret",1
"709","918631383","3","OPDEF",2
"710","918631383","4","CV",1
"711","918631383","4","IVTHREAT",1
"712","918631383","4","REP",3
"713","918631383","5","Interpret",1
"714","918631383","5","OPDEF",1
"715","918631383","5","REP",2
"716","918634995","2","CV",1
"717","918634995","2","H0",3
"718","918634995","2","Interpret",1
"719","918634995","3","CV",1
"720","918634995","3","Interpret",1
"721","918634995","3","OPDEF",4
"722","918634995","4","CV",2
"723","918634995","4","IVTHREAT",2
"724","918634995","4","REP",1
"725","918638108","1","H0",1
"726","918638108","1","OPDEF",1
"727","918638108","2","CV",2
"728","918638108","2","H0",3
"729","918638108","2","H1",1
"730","918638108","2","OPDEF",4
"731","918638108","3","CV",7
"732","918638108","3","Interpret",2
"733","918638108","3","OPDEF",4
"734","918638108","4","REP",3
"735","918638108","5","COMPCV",2
"736","918638108","5","CV",2
"737","918638108","5","REP",5
"738","918641454","1","H0",3
"739","918641454","1","OPDEF",2
"740","918641454","2","H0",3
"741","918641454","2","OPDEF",4
"742","918641454","3","COMPCV",3
"743","918641454","3","CONFOUND",3
"744","918641454","3","CV",5
"745","918641454","3","Interpret",2
"746","918641454","3","OPDEF",3
"747","918641454","4","CV",1
"748","918641454","4","IVTHREAT",2
"749","918641454","4","OPDEF",3
"750","918641454","4","REP",2
"751","918678702","2","H0",3
"752","918678702","2","Interpret",2
"753","918678702","2","OPDEF",2
"754","918678702","3","Interpret",2
"755","918678702","3","OPDEF",1
"756","918678702","5","CONFOUND",3
"757","918678702","5","Interpret",1
"758","918678702","5","REP",1
"759","918680305","1","H0",1
"760","918680305","1","OPDEF",7
"761","918680305","2","CV",1
"762","918680305","2","H0",3
"763","918680305","2","Interpret",1
"764","918680305","3","CV",3
"765","918680305","3","OPDEF",3
"766","918680305","4","OPDEF",2
"767","918680305","4","REP",1
"768","918687528","1","H0",1
"769","918687528","1","H1",1
"770","918687528","1","OPDEF",4
"771","918687528","2","CV",1
"772","918687528","2","H0",3
"773","918687528","2","Interpret",1
"774","918687528","2","OPDEF",2
"775","918687528","3","Interpret",2
"776","918687528","3","OPDEF",4
"777","918687528","4","CV",3
"778","918687528","4","OPDEF",2
"779","918687528","4","REP",3
"780","918717799","1","H0",1
"781","918717799","1","OPDEF",9
"782","918717799","2","CV",3
"783","918717799","2","H0",3
"784","918717799","2","Interpret",2
"785","918717799","2","OPDEF",1
"786","918717799","3","COMPCV",1
"787","918717799","3","Interpret",2
"788","918717799","3","OPDEF",1
"789","918717799","4","REP",1
"790","918722483","1","H0",2
"791","918722483","1","OPDEF",1
"792","918722483","2","CV",1
"793","918722483","2","H0",3
"794","918722483","2","Interpret",1
"795","918722483","2","OPDEF",1
"796","918722483","3","COMPCV",1
"797","918722483","3","CV",3
"798","918722483","3","Interpret",2
"799","918722483","3","OPDEF",2
"800","918722483","4","CV",4
"801","918722483","4","IVTHREAT",3
"802","918722483","5","COMPCV",2
"803","918722483","5","Interpret",2
"804","918722483","5","OPDEF",1
"805","918722483","5","REP",4
"806","918726780","1","H0",1
"807","918726780","2","CV",2
"808","918726780","2","H0",3
"809","918726780","2","Interpret",1
"810","918726780","2","OPDEF",3
"811","918726780","3","Interpret",1
"812","918726780","3","OPDEF",1
"813","918726780","4","CV",2
"814","918752835","1","H0",2
"815","918752835","1","H1",1
"816","918752835","1","OPDEF",2
"817","918752835","2","CV",3
"818","918752835","2","H0",3
"819","918752835","2","Interpret",2
"820","918752835","2","OPDEF",4
"821","918752835","3","Interpret",2
"822","918752835","3","OPDEF",4
"823","918752835","4","CV",1
"824","918752835","4","IVTHREAT",1
"825","918752835","4","REP",1
"826","918752987","1","H0",1
"827","918752987","1","H1",1
"828","918752987","1","OPDEF",2
"829","918752987","2","H0",3
"830","918752987","2","Interpret",1
"831","918752987","2","OPDEF",5
"832","918752987","3","CV",7
"833","918752987","3","Interpret",2
"834","918752987","4","OPDEF",2
"835","918752987","4","REP",1
"836","918752987","5","COMPCV",2
"837","918752987","5","CONFOUND",2
"838","918752987","5","Interpret",1
"839","918767037","2","H0",3
"840","918767037","2","OPDEF",4
"841","918767037","3","COMPCV",1
"842","918767037","3","OPDEF",2
"843","918767037","4","CV",1
"844","918767037","4","REP",1
"845","918767037","5","COMPCV",1
"846","918767037","5","CV",1
"847","918767037","5","Interpret",1
"848","918767037","5","REP",1
"849","918769048","1","H0",1
"850","918769048","1","OPDEF",1
"851","918769048","2","CV",1
"852","918769048","2","H0",3
"853","918769048","2","Interpret",1
"854","918769048","2","OPDEF",3
"855","918769048","3","CV",5
"856","918769048","3","Interpret",2
"857","918769048","3","OPDEF",4
"858","918769048","5","Interpret",1
"859","918770231","1","OPDEF",3
"860","918770231","2","CV",1
"861","918770231","2","H0",3
"862","918770231","2","OPDEF",3
"863","918770231","3","COMPCV",1
"864","918770231","3","Interpret",2
"865","918770231","3","OPDEF",2
"866","918770231","4","CV",1
"867","918770231","4","IVTHREAT",2
"868","918770231","4","REP",2
"869","918802303","1","H0",2
"870","918802303","1","H1",1
"871","918802303","1","OPDEF",3
"872","918802303","2","CV",1
"873","918802303","2","H0",3
"874","918802303","2","Interpret",1
"875","918802303","2","OPDEF",5
"876","918802303","3","CV",4
"877","918802303","3","Interpret",2
"878","918802303","3","OPDEF",6
"879","918802303","4","CONFOUND",1
"880","918802303","4","CV",5
"881","918802303","4","REP",2
"882","918802303","5","CONFOUND",2
"883","918802303","5","CV",3
"884","918802303","5","Interpret",2
"885","918802303","5","IVTHREAT",1
"886","918802303","5","OPDEF",2
"887","918802303","5","REP",2
"888","918803315","1","H0",1
"889","918803315","1","H1",1
"890","918803315","2","CV",1
"891","918803315","2","H0",3
"892","918803315","2","OPDEF",6
"893","918803315","3","CV",6
