"","student_id","exam","question_id","numMistakes"
"148",917441354,1,"OPDEF",3
"149",917441354,2,"CV",4
"150",917441354,2,"H0",3
"151",917441354,2,"OPDEF",5
"152",917441354,3,"OPDEF",3
"153",917441354,5,"COMPCV",2
"154",917441354,5,"CV",5
"155",917441354,5,"IVTHREAT",1
"156",917441354,5,"Interpret",1
"157",917441354,5,"OPDEF",1
"158",917452110,1,"OPDEF",1
"159",917452110,2,"CV",1
"160",917452110,2,"H0",3
"161",917452110,2,"Interpret",1
"162",917452110,2,"OPDEF",1
"163",917452110,3,"CV",1
"164",917452110,3,"Interpret",1
"165",917452110,3,"OPDEF",3
"166",917452110,4,"CV",2
"167",917452110,4,"IVTHREAT",2
"168",917474059,1,"H0",1
"169",917474059,1,"OPDEF",2
"170",917474059,2,"H0",3
"171",917474059,2,"OPDEF",2
"172",917474059,3,"CV",2
"173",917474059,3,"OPDEF",2
"174",917474059,4,"OPDEF",2
"175",917474059,4,"REP",3
"176",917527498,1,"OPDEF",4
"177",917527498,2,"H0",3
"178",917527498,2,"H1",1
"179",917527498,2,"OPDEF",1
"180",917527498,3,"Interpret",2
"181",917527498,3,"OPDEF",1
"182",917527498,4,"CV",1
"183",917527498,4,"REP",1
"184",917985726,1,"OPDEF",1
"185",917985726,2,"CV",2
"186",917985726,2,"H0",3
"187",917985726,2,"Interpret",1
"188",917985726,2,"OPDEF",1
"189",917985726,3,"CV",4
"190",917985726,3,"OPDEF",2
"191",917985726,4,"REP",1
"192",917986822,1,"OPDEF",4
"193",917986822,2,"CV",1
"194",917986822,2,"H0",3
"195",917986822,2,"OPDEF",4
"196",917986822,3,"Interpret",1
"197",917986822,3,"OPDEF",6
"198",917986822,4,"CV",3
"199",917986822,4,"IVTHREAT",2
"200",917986822,4,"OPDEF",2
"201",917986822,4,"REP",2
"202",917987070,2,"CV",2
"203",917987070,2,"H0",3
"204",917987070,2,"Interpret",1
"205",917987070,2,"OPDEF",1
"206",917987070,3,"COMPCV",1
"207",917987070,3,"Interpret",1
"208",917987070,4,"CV",1
"209",917987070,5,"CONFOUND",3
"210",918014638,1,"H0",1
"211",918014638,1,"H1",1
"212",918014638,1,"OPDEF",4
"213",918014638,2,"H0",3
"214",918014638,2,"OPDEF",1
"215",918014638,3,"COMPCV",2
"216",918014638,3,"CV",3
"217",918014638,3,"Interpret",2
"218",918014638,3,"OPDEF",1
"219",918054805,1,"OPDEF",3
"220",918054805,2,"CV",1
"221",918054805,2,"H0",3
"222",918054805,2,"H1",1
"223",918054805,2,"Interpret",1
"224",918054805,2,"OPDEF",4
"225",918054805,3,"CV",3
"226",918054805,3,"Interpret",2
"227",918054805,3,"OPDEF",3
"228",918061937,1,"OPDEF",3
"229",918061937,2,"CV",2
"230",918061937,2,"H0",3
"231",918061937,2,"OPDEF",5
"232",918061937,3,"CV",2
"233",918061937,3,"OPDEF",5
"234",918061937,4,"OPDEF",3
"235",918061937,5,"COMPCV",1
"236",918061937,5,"CONFOUND",3
"237",918061937,5,"CV",1
"238",918061937,5,"OPDEF",1
"239",918106892,1,"H0",1
"240",918106892,1,"H1",2
"241",918106892,1,"OPDEF",4
"242",918106892,2,"CV",2
"243",918106892,2,"H0",3
"244",918106892,2,"Interpret",2
"245",918106892,2,"OPDEF",2
"246",918106892,3,"CV",5
"247",918106892,3,"Interpret",2
"248",918106892,3,"OPDEF",5
"249",918106892,4,"IVTHREAT",1
"250",918106892,4,"REP",1
"251",918129510,1,"H0",1
"252",918129510,1,"OPDEF",4
"253",918129510,2,"H0",3
"254",918129510,2,"Interpret",2
"255",918129510,2,"OPDEF",3
"256",918129510,3,"COMPCV",1
"257",918129510,3,"Interpret",1
"258",918129510,3,"OPDEF",4
"259",918129510,4,"CONFOUND",1
"260",918129510,4,"CV",1
"261",918129510,4,"IVTHREAT",1
"262",918129510,4,"REP",1
"263",918131003,1,"OPDEF",1
"264",918131003,2,"CV",1
"265",918131003,2,"H0",3
"266",918131003,2,"Interpret",1
"267",918131003,2,"OPDEF",1
"268",918131003,3,"Interpret",1
"269",918131003,3,"OPDEF",1
"270",918144472,1,"OPDEF",1
"271",918144472,2,"H0",3
"272",918144472,2,"Interpret",1
"273",918144472,2,"OPDEF",3
"274",918144472,3,"CV",2
"275",918144472,3,"OPDEF",4
"276",918144472,4,"CONFOUND",2
"277",918144472,4,"IVTHREAT",3
"278",918144472,4,"REP",1
"279",918147097,2,"H0",3
"280",918147097,2,"H1",1
"281",918147097,2,"Interpret",1
"282",918147097,2,"OPDEF",1
"283",918147097,3,"CV",7
"284",918147097,3,"Interpret",2
"285",918147097,3,"OPDEF",2
"286",918166353,1,"H0",1
"287",918166353,2,"CV",1
"288",918166353,2,"H0",3
"289",918166353,2,"Interpret",1
"290",918166353,2,"OPDEF",1
"291",918166353,3,"CV",1
"292",918166353,3,"Interpret",1
"293",918166353,3,"OPDEF",3
"294",918166667,1,"H0",1
"295",918166667,1,"OPDEF",2
"296",918166667,2,"H0",3
"297",918166667,2,"Interpret",1
"298",918166667,3,"Interpret",2
"299",918166667,3,"OPDEF",2
"300",918166667,4,"CV",2
"301",918166667,4,"OPDEF",2
"302",918166667,4,"REP",2
"303",918166667,5,"Interpret",1
"304",918166793,1,"H0",2
"305",918166793,1,"OPDEF",5
"306",918166793,3,"COMPCV",3
"307",918166793,3,"CV",3
"308",918166793,3,"Interpret",2
"309",918166793,3,"OPDEF",2
"310",918166793,4,"IVTHREAT",2
"311",918176974,2,"H0",3
"312",918176974,3,"CV",2
"313",918176974,3,"OPDEF",6
"314",918176974,5,"COMPCV",2
"315",918176974,5,"CV",3
"316",918176974,5,"REP",1
"317",918187756,1,"H1",1
"318",918187756,2,"H0",3
"319",918187756,2,"OPDEF",1
"320",918187756,3,"COMPCV",1
"321",918187756,3,"Interpret",2
"322",918187756,3,"OPDEF",1
"323",918187756,5,"CV",3
"324",918187756,5,"IVTHREAT",1
"325",918187756,5,"Interpret",2
"326",918187756,5,"OPDEF",1
"327",918193355,1,"OPDEF",5
"328",918193355,2,"CV",3
"329",918193355,2,"H0",3
"330",918193355,2,"H1",1
"331",918193355,2,"OPDEF",5
"332",918193355,3,"COMPCV",1
"333",918193355,3,"Interpret",2
"334",918193355,3,"OPDEF",7
"335",918203290,1,"OPDEF",2
"336",918203290,2,"CV",4
"337",918203290,2,"H0",3
"338",918203290,2,"Interpret",1
"339",918203290,2,"OPDEF",2
"340",918203290,3,"CV",5
"341",918203290,3,"Interpret",2
"342",918203290,3,"OPDEF",1
"343",918203290,4,"CV",1
"344",918203290,5,"COMPCV",1
"345",918203290,5,"IVTHREAT",1
"346",918203290,5,"Interpret",1
"347",918210092,1,"OPDEF",7
"348",918210092,2,"CV",1
"349",918210092,2,"H0",3
"350",918210092,2,"Interpret",1
"351",918210092,2,"OPDEF",5
"352",918210092,4,"OPDEF",3
"353",918210092,4,"REP",1
"354",918218890,1,"OPDEF",2
"355",918218890,2,"CV",1
"356",918218890,2,"H0",3
"357",918218890,2,"Interpret",1
"358",918218890,2,"OPDEF",3
"359",918218890,3,"Interpret",2
"360",918218890,3,"OPDEF",5
"361",918218890,4,"CONFOUND",1
"362",918275626,1,"H0",2
"363",918275626,1,"OPDEF",2
"364",918275626,2,"H0",3
"365",918275626,2,"H1",1
"366",918275626,2,"OPDEF",2
"367",918275626,3,"CV",2
"368",918275626,3,"Interpret",2
"369",918275626,3,"OPDEF",6
"370",918281005,1,"H0",1
"371",918281005,1,"OPDEF",1
"372",918281005,2,"H0",3
"373",918281005,2,"H1",1
"374",918281005,2,"Interpret",1
"375",918281005,2,"OPDEF",3
"376",918281005,3,"COMPCV",1
"377",918281005,3,"CV",2
"378",918281005,3,"OPDEF",3
"379",918281005,5,"COMPCV",2
"380",918281005,5,"Interpret",1
"381",918306281,1,"H1",1
"382",918306281,1,"OPDEF",3
"383",918306281,2,"CV",2
"384",918306281,2,"H0",3
"385",918306281,2,"Interpret",2
"386",918306281,2,"OPDEF",1
"387",918306281,3,"CV",5
"388",918306281,3,"Interpret",1
"389",918306281,3,"OPDEF",2
"390",918306281,5,"COMPCV",1
"391",918306281,5,"CV",1
"392",918306281,5,"Interpret",2
"393",918306715,2,"CV",1
"394",918306715,2,"H0",3
"395",918306715,2,"OPDEF",2
"396",918306715,3,"CV",1
"397",918306715,3,"Interpret",1
"398",918306715,5,"COMPCV",2
"399",918306715,5,"CV",1
"400",918318790,1,"H0",1
"401",918318790,1,"OPDEF",4
"402",918318790,2,"CV",2
"403",918318790,2,"H0",3
"404",918318790,2,"Interpret",1
"405",918318790,2,"OPDEF",6
"406",918318790,3,"CV",5
"407",918318790,3,"Interpret",2
"408",918318790,3,"OPDEF",6
"409",918318790,5,"COMPCV",3
"410",918318790,5,"CV",1
"411",918318790,5,"Interpret",1
"412",918318790,5,"REP",3
"413",918319773,1,"OPDEF",4
"414",918319773,2,"CV",1
"415",918319773,2,"H0",3
"416",918319773,2,"Interpret",1
"417",918319773,2,"OPDEF",1
"418",918319773,3,"CV",3
"419",918319773,3,"Interpret",2
"420",918319773,3,"OPDEF",2
"421",918326724,1,"OPDEF",4
"422",918326724,3,"COMPCV",3
"423",918326724,3,"Interpret",2
"424",918326724,3,"OPDEF",6
"425",918328780,1,"OPDEF",3
"426",918328780,2,"H0",3
"427",918328780,2,"OPDEF",4
"428",918328780,3,"CV",1
"429",918328780,3,"OPDEF",2
"430",918328780,4,"CV",1
"431",918333241,1,"OPDEF",4
"432",918333241,2,"CV",1
"433",918333241,2,"H0",3
"434",918333241,2,"Interpret",1
"435",918333241,2,"OPDEF",3
"436",918333241,3,"CV",3
"437",918333241,3,"Interpret",1
"438",918333241,3,"OPDEF",6
"439",918333241,4,"CV",6
"440",918333429,1,"H1",1
"441",918333429,1,"OPDEF",2
"442",918333429,2,"CV",3
"443",918333429,2,"H0",3
"444",918333429,2,"H1",1
"445",918333429,2,"Interpret",1
"446",918333429,2,"OPDEF",4
"447",918333429,3,"CV",2
"448",918333429,3,"Interpret",2
"449",918333429,3,"OPDEF",5
"450",918333429,4,"IVTHREAT",1
"451",918333429,4,"REP",1
"452",918333429,5,"COMPCV",1
"453",918333429,5,"CONFOUND",3
"454",918333429,5,"CV",1
"455",918333429,5,"Interpret",1
"456",918333429,5,"OPDEF",2
"457",918333429,5,"REP",3
"458",918402266,1,"OPDEF",1
"459",918402266,2,"CV",1
"460",918402266,2,"H0",3
"461",918402266,2,"OPDEF",1
"462",918453477,1,"H0",2
"463",918453477,2,"CV",2
"464",918453477,2,"H0",3
"465",918453477,2,"OPDEF",4
"466",918453477,3,"COMPCV",1
"467",918453477,3,"CV",4
"468",918453477,3,"Interpret",2
"469",918453477,3,"OPDEF",3
"470",918453477,4,"CV",2
"471",918453477,4,"OPDEF",2
"472",918453477,4,"REP",1
"473",918453477,5,"COMPCV",1
"474",918453477,5,"CV",1
"475",918453477,5,"Interpret",1
"476",918453477,5,"OPDEF",1
"477",918456694,2,"CV",2
"478",918456694,2,"H0",3
"479",918456694,2,"H1",1
"480",918456694,2,"Interpret",1
"481",918456694,2,"OPDEF",4
"482",918456694,3,"COMPCV",1
"483",918456694,3,"Interpret",2
"484",918456694,3,"OPDEF",2
"485",918460949,1,"OPDEF",6
"486",918460949,2,"CV",1
"487",918460949,2,"H0",3
"488",918460949,2,"Interpret",1
"489",918460949,2,"OPDEF",2
"490",918460949,3,"OPDEF",2
"491",918471718,1,"H0",1
"492",918471718,1,"OPDEF",4
"493",918471718,2,"CV",1
"494",918471718,2,"H0",3
"495",918471718,2,"Interpret",1
"496",918471718,2,"OPDEF",3
"497",918471718,3,"COMPCV",1
"498",918471718,3,"CV",1
"499",918471718,3,"Interpret",2
"500",918471718,3,"OPDEF",5
"501",918471718,4,"CV",4
"502",918479587,1,"H0",1
"503",918479587,1,"OPDEF",3
"504",918479587,2,"CV",2
"505",918479587,2,"H0",3
"506",918479587,2,"Interpret",2
"507",918479587,2,"OPDEF",2
"508",918479587,3,"CV",2
"509",918479587,3,"Interpret",1
"510",918479587,3,"OPDEF",1
"511",918479587,4,"IVTHREAT",2
"512",918479587,4,"REP",1
"513",918509156,1,"OPDEF",3
"514",918509156,2,"H0",3
"515",918509156,2,"OPDEF",6
"516",918509156,3,"CV",6
"517",918509156,3,"Interpret",2
"518",918509156,3,"OPDEF",2
"519",918509156,4,"REP",2
"520",918523200,1,"OPDEF",3
"521",918523200,2,"H0",3
"522",918523200,2,"Interpret",1
"523",918523200,2,"OPDEF",4
"524",918523200,3,"Interpret",1
"525",918523200,3,"OPDEF",4
"526",918523200,5,"COMPCV",2
"527",918523200,5,"IVTHREAT",3
"528",918523200,5,"OPDEF",2
"529",918525347,1,"OPDEF",1
"530",918525347,2,"CV",2
"531",918525347,2,"H0",3
"532",918525347,2,"Interpret",1
"533",918525347,2,"OPDEF",2
"534",918525347,3,"CV",3
"535",918525347,3,"Interpret",1
"536",918525347,3,"OPDEF",2
"537",918525347,4,"REP",2
"538",918525347,5,"COMPCV",2
"539",918525347,5,"CV",1
"540",918525347,5,"Interpret",2
"541",918525347,5,"REP",4
"542",918525525,1,"OPDEF",1
"543",918525525,2,"H0",3
"544",918525525,2,"Interpret",1
"545",918525525,2,"OPDEF",4
"546",918525525,3,"COMPCV",1
"547",918525525,3,"CV",3
"548",918525525,3,"Interpret",2
"549",918525525,3,"OPDEF",6
"550",918525525,4,"CV",1
"551",918530662,2,"CV",1
"552",918530662,2,"H0",3
"553",918530662,2,"Interpret",1
"554",918530662,2,"OPDEF",3
"555",918530662,3,"Interpret",2
"556",918530662,5,"COMPCV",4
"557",918530662,5,"IVTHREAT",1
"558",918530662,5,"Interpret",1
"559",918533669,1,"OPDEF",2
"560",918533669,2,"CV",2
"561",918533669,2,"H0",3
"562",918533669,2,"Interpret",2
"563",918533669,2,"OPDEF",1
"564",918533669,3,"CV",4
"565",918533669,3,"Interpret",1
"566",918533669,3,"OPDEF",1
"567",918533669,5,"Interpret",2
"568",918546601,1,"OPDEF",2
"569",918546601,2,"CV",2
"570",918546601,2,"H0",3
"571",918546601,2,"Interpret",2
"572",918546601,2,"OPDEF",1
"573",918546601,3,"CV",4
"574",918546601,3,"Interpret",2
"575",918546601,3,"OPDEF",2
"576",918546601,4,"CV",3
"577",918546601,5,"COMPCV",1
"578",918546601,5,"CV",2
"579",918546601,5,"Interpret",1
"580",918546601,5,"REP",3
"581",918550338,1,"OPDEF",2
"582",918550338,2,"CV",1
"583",918550338,2,"H0",3
"584",918550338,2,"Interpret",1
"585",918550338,2,"OPDEF",3
"586",918550338,3,"Interpret",2
"587",918550338,3,"OPDEF",3
"588",918550338,5,"CONFOUND",3
"589",918550338,5,"CV",1
"590",918550338,5,"Interpret",1
"591",918550338,5,"OPDEF",2
"592",918550338,5,"REP",1
"593",918552103,1,"H0",1
"594",918552103,1,"OPDEF",5
"595",918552103,2,"CV",1
"596",918552103,2,"H0",3
"597",918552103,2,"Interpret",2
"598",918552103,2,"OPDEF",4
"599",918552103,3,"Interpret",2
"600",918552103,3,"OPDEF",2
"601",918552103,4,"CONFOUND",1
"602",918552103,4,"REP",1
"603",918552103,5,"Interpret",1
"604",918552103,5,"REP",1
"605",918552365,1,"H0",1
"606",918552365,1,"OPDEF",3
"607",918552365,2,"H0",3
"608",918552365,2,"Interpret",1
"609",918552365,2,"OPDEF",1
"610",918552365,3,"CV",6
"611",918552365,3,"Interpret",1
"612",918552365,3,"OPDEF",2
"613",918552365,4,"IVTHREAT",2
"614",918552365,4,"REP",2
"615",918552365,5,"COMPCV",1
"616",918552365,5,"CV",4
"617",918552365,5,"IVTHREAT",2
"618",918552365,5,"Interpret",2
"619",918570583,1,"OPDEF",7
"620",918570583,2,"H0",3
"621",918570583,2,"Interpret",1
"622",918570583,2,"OPDEF",3
"623",918570583,3,"COMPCV",2
"624",918570583,3,"CV",3
"625",918570583,3,"Interpret",2
"626",918570583,3,"OPDEF",1
"627",918572947,1,"H1",1
"628",918572947,1,"OPDEF",2
"629",918572947,2,"H0",3
"630",918572947,2,"OPDEF",2
"631",918572947,3,"Interpret",2
"632",918572947,3,"OPDEF",3
"633",918572947,4,"OPDEF",2
"634",918572947,4,"REP",1
"635",918572947,5,"CONFOUND",3
"636",918572947,5,"CV",1
"637",918572947,5,"Interpret",1
"638",918578190,1,"H0",2
"639",918578190,1,"OPDEF",1
"640",918578190,2,"CV",2
"641",918578190,2,"H0",3
"642",918578190,2,"Interpret",1
"643",918578190,2,"OPDEF",1
"644",918578190,3,"CV",1
"645",918578190,3,"Interpret",1
"646",918578190,3,"OPDEF",3
"647",918578190,4,"CONFOUND",2
"648",918578190,4,"CV",2
"649",918578190,4,"IVTHREAT",3
"650",918578190,4,"REP",3
"651",918583017,1,"OPDEF",5
"652",918583017,2,"CV",1
"653",918583017,2,"H0",3
"654",918583017,2,"Interpret",1
"655",918583017,2,"OPDEF",2
"656",918583017,3,"CV",2
"657",918583017,3,"Interpret",2
"658",918583017,3,"OPDEF",2
"659",918583017,5,"COMPCV",2
"660",918583017,5,"CV",2
"661",918583017,5,"OPDEF",1
"662",918588300,1,"OPDEF",7
"663",918588300,2,"CV",2
"664",918588300,2,"H0",3
"665",918588300,2,"Interpret",2
"666",918588300,2,"OPDEF",3
"667",918588300,3,"CV",5
"668",918588300,3,"Interpret",2
"669",918588300,3,"OPDEF",2
"670",918588300,4,"CV",2
"671",918588300,4,"REP",1
"672",918609661,1,"OPDEF",1
"673",918609661,2,"CV",2
"674",918609661,2,"H0",3
"675",918609661,2,"Interpret",1
"676",918609661,2,"OPDEF",3
"677",918609661,3,"COMPCV",1
"678",918609661,3,"Interpret",1
"679",918609661,3,"OPDEF",3
"680",918609661,4,"CV",4
"681",918609661,4,"REP",3
"682",918612056,1,"H0",1
"683",918612056,1,"OPDEF",2
"684",918612056,2,"H0",3
"685",918612056,2,"Interpret",2
"686",918612056,2,"OPDEF",2
"687",918612056,3,"Interpret",2
"688",918612056,3,"OPDEF",4
"689",918612056,4,"REP",1
"690",918612056,5,"COMPCV",1
"691",918612056,5,"CV",1
"692",918614520,1,"OPDEF",2
"693",918614520,2,"CV",3
"694",918614520,2,"H0",3
"695",918614520,2,"H1",1
"696",918614520,2,"Interpret",1
"697",918614520,2,"OPDEF",2
"698",918614520,3,"CV",4
"699",918614520,3,"Interpret",2
"700",918614520,3,"OPDEF",1
"701",918614520,5,"COMPCV",1
"702",918614520,5,"OPDEF",1
"703",918614520,5,"REP",2
"704",918631383,1,"H0",1
"705",918631383,1,"OPDEF",1
"706",918631383,2,"CV",1
"707",918631383,2,"H0",3
"708",918631383,2,"Interpret",1
"709",918631383,2,"OPDEF",3
"710",918631383,3,"Interpret",1
"711",918631383,3,"OPDEF",2
"712",918631383,4,"CV",1
"713",918631383,4,"IVTHREAT",1
"714",918631383,4,"REP",3
"715",918631383,5,"Interpret",1
"716",918631383,5,"OPDEF",1
"717",918631383,5,"REP",2
"718",918634995,2,"CV",1
"719",918634995,2,"H0",3
"720",918634995,2,"Interpret",1
"721",918634995,3,"CV",1
"722",918634995,3,"Interpret",1
"723",918634995,3,"OPDEF",4
"724",918634995,4,"CV",2
"725",918634995,4,"IVTHREAT",2
"726",918634995,4,"REP",1
"727",918638108,1,"H0",1
"728",918638108,1,"OPDEF",1
"729",918638108,2,"CV",2
"730",918638108,2,"H0",3
"731",918638108,2,"H1",1
"732",918638108,2,"OPDEF",4
"733",918638108,3,"CV",7
"734",918638108,3,"Interpret",2
"735",918638108,3,"OPDEF",4
"736",918638108,4,"REP",3
"737",918638108,5,"COMPCV",2
"738",918638108,5,"CV",2
"739",918638108,5,"REP",5
"740",918641454,1,"H0",3
"741",918641454,1,"OPDEF",2
"742",918641454,2,"H0",3
"743",918641454,2,"OPDEF",4
"744",918641454,3,"COMPCV",3
"745",918641454,3,"CONFOUND",4
"746",918641454,3,"CV",5
"747",918641454,3,"Interpret",2
"748",918641454,3,"OPDEF",3
"749",918641454,4,"CV",1
"750",918641454,4,"IVTHREAT",2
"751",918641454,4,"OPDEF",3
"752",918641454,4,"REP",2
"753",918678702,2,"H0",3
"754",918678702,2,"Interpret",2
"755",918678702,2,"OPDEF",2
"756",918678702,3,"Interpret",2
"757",918678702,3,"OPDEF",1
"758",918678702,5,"CONFOUND",3
"759",918678702,5,"Interpret",1
"760",918678702,5,"REP",1
"761",918680305,1,"H0",1
"762",918680305,1,"OPDEF",7
"763",918680305,2,"CV",1
"764",918680305,2,"H0",3
"765",918680305,2,"Interpret",1
"766",918680305,3,"CV",3
"767",918680305,3,"OPDEF",3
"768",918680305,4,"OPDEF",2
"769",918680305,4,"REP",1
"770",918687528,1,"H0",1
"771",918687528,1,"H1",1
"772",918687528,1,"OPDEF",4
"773",918687528,2,"CV",1
"774",918687528,2,"H0",3
"775",918687528,2,"Interpret",1
"776",918687528,2,"OPDEF",2
"777",918687528,3,"Interpret",2
"778",918687528,3,"OPDEF",4
"779",918687528,4,"CV",3
"780",918687528,4,"OPDEF",2
"781",918687528,4,"REP",3
"782",918717799,1,"H0",1
"783",918717799,1,"OPDEF",9
"784",918717799,2,"CV",3
"785",918717799,2,"H0",3
"786",918717799,2,"Interpret",2
"787",918717799,2,"OPDEF",1
"788",918717799,3,"COMPCV",1
"789",918717799,3,"Interpret",2
"790",918717799,3,"OPDEF",1
"791",918717799,4,"REP",1
"792",918722483,1,"H0",2
"793",918722483,1,"OPDEF",1
"794",918722483,2,"CV",1
"795",918722483,2,"H0",3
"796",918722483,2,"Interpret",1
"797",918722483,2,"OPDEF",1
"798",918722483,3,"COMPCV",1
"799",918722483,3,"CV",3
"800",918722483,3,"Interpret",2
"801",918722483,3,"OPDEF",2
"802",918722483,4,"CV",4
"803",918722483,4,"IVTHREAT",3
"804",918722483,5,"COMPCV",2
"805",918722483,5,"Interpret",2
"806",918722483,5,"OPDEF",1
"807",918722483,5,"REP",4
"808",918726780,1,"H0",1
"809",918726780,2,"CV",2
"810",918726780,2,"H0",3
"811",918726780,2,"Interpret",1
"812",918726780,2,"OPDEF",3
"813",918726780,3,"Interpret",1
"814",918726780,3,"OPDEF",1
"815",918726780,4,"CV",2
"816",918752835,1,"H0",2
"817",918752835,1,"H1",1
"818",918752835,1,"OPDEF",2
"819",918752835,2,"CV",3
"820",918752835,2,"H0",3
"821",918752835,2,"Interpret",2
"822",918752835,2,"OPDEF",4
"823",918752835,3,"Interpret",2
"824",918752835,3,"OPDEF",4
"825",918752835,4,"CV",1
"826",918752835,4,"IVTHREAT",1
"827",918752835,4,"REP",1
"828",918752987,1,"H0",1
"829",918752987,1,"H1",1
"830",918752987,1,"OPDEF",2
"831",918752987,2,"H0",3
"832",918752987,2,"Interpret",1
"833",918752987,2,"OPDEF",5
"834",918752987,3,"CV",7
"835",918752987,3,"Interpret",2
"836",918752987,4,"OPDEF",2
"837",918752987,4,"REP",1
"838",918752987,5,"COMPCV",2
"839",918752987,5,"CONFOUND",3
