"student_id","time","attempt","question_id","numRep","currentMistakes","newMistakes","pastMistakes","pRep"
916473734,4,1,"COMPCV",NA,0,0,0,NA
916473734,4,2,"Interpret",0,0,0,2,0
916473734,4,2,"Interpret",NA,0,0,0,NA
916473734,4,2,"CONFOUND",NA,0,0,0,NA
916473734,4,1,"IVTHREAT",0,0,0,3,0
916473734,4,1,"REP",NA,0,0,0,NA
916556606,1,1,"H0",0,3,3,1,0
916556606,1,1,"H1",NA,0,0,0,NA
916556606,1,1,"OPDEF",1,6,5,3,0.333333333333333
916556606,2,2,"OPDEF",0,0,0,8,0
916556606,2,1,"CV",0,2,2,3,0
916556606,2,1,"Interpret",1,2,1,1,1
916556606,2,1,"Interpret",1,2,1,2,0.5
916556606,3,3,"OPDEF",0,0,0,8,0
916556606,3,2,"CV",0,0,0,5,0
916556606,3,1,"CONFOUND",NA,0,0,0,NA
916556606,4,4,"OPDEF",0,0,0,8,0
916556606,4,3,"CV",0,0,0,5,0
916556606,4,1,"COMPCV",0,0,0,2,0
916556606,4,2,"Interpret",0,0,0,2,0
916556606,4,2,"Interpret",0,0,0,3,0
916556606,4,2,"CONFOUND",NA,0,0,0,NA
916556606,4,1,"IVTHREAT",NA,0,0,0,NA
916556606,4,1,"REP",NA,0,0,0,NA
916561057,1,1,"H0",0,3,3,1,0
916561057,1,1,"H1",0,0,0,1,0
916561057,1,1,"OPDEF",NA,3,3,0,NA
916561057,2,2,"OPDEF",0,3,3,3,0
916561057,2,1,"CV",0,0,0,1,0
916561057,2,1,"Interpret",0,2,2,1,0
916561057,2,1,"Interpret",0,2,2,2,0
916561057,3,3,"OPDEF",0,0,0,6,0
916561057,3,2,"CV",1,3,2,1,1
916561057,3,1,"CONFOUND",NA,0,0,0,NA
916561057,4,4,"OPDEF",0,0,0,6,0
916561057,4,3,"CV",0,0,0,3,0
916561057,4,1,"COMPCV",NA,0,0,0,NA
916561057,4,2,"Interpret",0,0,0,3,0
916561057,4,2,"Interpret",0,0,0,4,0
916561057,4,2,"CONFOUND",NA,0,0,0,NA
916561057,4,1,"IVTHREAT",0,0,0,2,0
916561057,4,1,"REP",NA,0,0,0,NA
916748430,1,1,"H0",NA,3,3,0,NA
916748430,1,1,"H1",NA,1,1,0,NA
916748430,1,1,"OPDEF",1,3,2,1,1
916748430,2,2,"OPDEF",1,4,3,3,0.333333333333333
916748430,2,1,"CV",4,5,1,5,0.8
916748430,2,1,"Interpret",NA,2,2,0,NA
916748430,2,1,"Interpret",0,2,2,2,0
916748430,3,3,"OPDEF",0,0,0,6,0
916748430,3,2,"CV",0,0,0,6,0
916748430,3,1,"CONFOUND",NA,0,0,0,NA
916748430,4,4,"OPDEF",0,0,0,6,0
916748430,4,3,"CV",1,1,0,6,0.166666666666667
916748430,4,1,"COMPCV",NA,3,3,0,NA
916748430,4,2,"Interpret",0,1,1,2,0
916748430,4,2,"Interpret",0,1,1,4,0
916748430,4,2,"CONFOUND",NA,0,0,0,NA
916748430,4,1,"IVTHREAT",NA,0,0,0,NA
916748430,4,1,"REP",NA,0,0,0,NA
916855734,1,1,"H0",NA,3,3,0,NA
916855734,1,1,"H1",NA,0,0,0,NA
916855734,1,1,"OPDEF",0,1,1,2,0
916855734,2,2,"OPDEF",0,0,0,3,0
916855734,2,1,"CV",0,5,5,1,0
916855734,2,1,"Interpret",0,1,1,1,0
916855734,2,1,"Interpret",0,1,1,1,0
916855734,3,3,"OPDEF",0,0,0,3,0
916855734,3,2,"CV",0,0,0,6,0
916855734,3,1,"CONFOUND",NA,0,0,0,NA
916855734,4,4,"OPDEF",0,0,0,3,0
916855734,4,3,"CV",0,0,0,6,0
916855734,4,1,"COMPCV",0,0,0,1,0
916855734,4,2,"Interpret",0,0,0,2,0
916855734,4,2,"Interpret",0,0,0,2,0
916855734,4,2,"CONFOUND",NA,0,0,0,NA
916855734,4,1,"IVTHREAT",NA,0,0,0,NA
916855734,4,1,"REP",NA,0,0,0,NA
916873842,1,1,"H0",NA,3,3,0,NA
916873842,1,1,"H1",NA,0,0,0,NA
916873842,1,1,"OPDEF",0,2,2,5,0
916873842,2,2,"OPDEF",0,0,0,7,0
916873842,2,1,"CV",0,4,4,1,0
916873842,2,1,"Interpret",0,2,2,1,0
916873842,2,1,"Interpret",0,2,2,2,0
916873842,3,3,"OPDEF",0,0,0,7,0
916873842,3,2,"CV",0,2,2,5,0
916873842,3,1,"CONFOUND",NA,0,0,0,NA
916873842,4,4,"OPDEF",0,1,1,7,0
916873842,4,3,"CV",1,1,0,7,0.142857142857143
916873842,4,1,"COMPCV",1,2,1,2,0.5
916873842,4,2,"Interpret",0,1,1,3,0
916873842,4,2,"Interpret",0,1,1,4,0
916873842,4,2,"CONFOUND",NA,3,3,0,NA
916873842,4,1,"IVTHREAT",0,0,0,1,0
916873842,4,1,"REP",0,3,3,1,0
917029022,1,1,"H0",NA,3,3,0,NA
917029022,1,1,"H1",0,0,0,1,0
917029022,1,1,"OPDEF",0,2,2,1,0
917029022,2,2,"OPDEF",0,0,0,3,0
917029022,2,1,"CV",0,2,2,1,0
917029022,2,1,"Interpret",NA,1,1,0,NA
917029022,2,1,"Interpret",0,1,1,1,0
917029022,3,3,"OPDEF",0,0,0,3,0
917029022,3,2,"CV",0,0,0,3,0
917029022,3,1,"CONFOUND",NA,0,0,0,NA
917029022,4,4,"OPDEF",0,0,0,3,0
917029022,4,3,"CV",0,0,0,3,0
917029022,4,1,"COMPCV",NA,0,0,0,NA
917029022,4,2,"Interpret",0,0,0,1,0
917029022,4,2,"Interpret",0,0,0,2,0
917029022,4,2,"CONFOUND",NA,0,0,0,NA
917029022,4,1,"IVTHREAT",NA,0,0,0,NA
917029022,4,1,"REP",0,0,0,1,0
917065921,1,1,"H0",0,3,3,2,0
917065921,1,1,"H1",0,0,0,2,0
917065921,1,1,"OPDEF",0,6,6,1,0
917065921,2,2,"OPDEF",1,4,3,7,0.142857142857143
917065921,2,1,"CV",1,6,5,2,0.5
917065921,2,1,"Interpret",0,2,2,2,0
917065921,2,1,"Interpret",0,2,2,2,0
917065921,3,3,"OPDEF",0,0,0,10,0
917065921,3,2,"CV",3,5,2,7,0.428571428571429
917065921,3,1,"CONFOUND",NA,0,0,0,NA
917065921,4,4,"OPDEF",0,0,0,10,0
917065921,4,3,"CV",0,0,0,9,0
917065921,4,1,"COMPCV",0,0,0,1,0
917065921,4,2,"Interpret",0,0,0,4,0
917065921,4,2,"Interpret",0,0,0,4,0
917065921,4,2,"CONFOUND",NA,0,0,0,NA
917065921,4,1,"IVTHREAT",0,0,0,2,0
917065921,4,1,"REP",0,0,0,2,0
917069862,1,1,"H0",0,3,3,1,0
917069862,1,1,"H1",NA,0,0,0,NA
917069862,1,1,"OPDEF",3,6,3,4,0.75
917069862,2,2,"OPDEF",1,3,2,7,0.142857142857143
917069862,2,1,"CV",1,2,1,8,0.125
917069862,2,1,"Interpret",0,2,2,1,0
917069862,2,1,"Interpret",0,2,2,2,0
917069862,3,3,"OPDEF",0,0,0,9,0
917069862,3,2,"CV",0,0,0,9,0
917069862,3,1,"CONFOUND",NA,0,0,0,NA
917069862,4,4,"OPDEF",0,0,0,9,0
917069862,4,3,"CV",0,0,0,9,0
917069862,4,1,"COMPCV",NA,0,0,0,NA
917069862,4,2,"Interpret",0,0,0,3,0
917069862,4,2,"Interpret",0,0,0,4,0
917069862,4,2,"CONFOUND",NA,0,0,0,NA
917069862,4,1,"IVTHREAT",NA,0,0,0,NA
917069862,4,1,"REP",NA,0,0,0,NA
917337099,1,1,"H0",NA,3,3,0,NA
917337099,1,1,"H1",NA,0,0,0,NA
917337099,1,1,"OPDEF",2,5,3,6,0.333333333333333
917337099,2,2,"OPDEF",3,6,3,9,0.333333333333333
917337099,2,1,"CV",0,4,4,1,0
917337099,2,1,"Interpret",0,2,2,1,0
917337099,2,1,"Interpret",0,2,2,2,0
917337099,3,3,"OPDEF",0,0,0,12,0
917337099,3,2,"CV",1,1,0,5,0.2
917337099,3,1,"CONFOUND",NA,1,1,0,NA
917337099,4,4,"OPDEF",0,0,0,12,0
917337099,4,3,"CV",0,1,1,5,0
917337099,4,1,"COMPCV",1,0,-1,1,1
917337099,4,2,"Interpret",2,2,0,3,0.666666666666667
917337099,4,2,"Interpret",2,2,0,4,0.5
917337099,4,2,"CONFOUND",0,3,3,1,0
917337099,4,1,"IVTHREAT",NA,0,0,0,NA
917337099,4,1,"REP",0,1,1,1,0
917362242,1,1,"H0",NA,3,3,0,NA
917362242,1,1,"H1",2,2,0,3,0.666666666666667
917362242,1,1,"OPDEF",1,3,2,2,0.5
917362242,2,2,"OPDEF",0,2,2,4,0
917362242,2,1,"CV",0,0,0,1,0
917362242,2,1,"Interpret",0,2,2,1,0
917362242,2,1,"Interpret",0,2,2,2,0
917362242,3,3,"OPDEF",0,0,0,6,0
917362242,3,2,"CV",0,0,0,1,0
917362242,3,1,"CONFOUND",NA,0,0,0,NA
917362242,4,4,"OPDEF",1,1,0,6,0.166666666666667
917362242,4,3,"CV",0,0,0,1,0
917362242,4,1,"COMPCV",NA,1,1,0,NA
917362242,4,2,"Interpret",0,0,0,3,0
917362242,4,2,"Interpret",0,0,0,4,0
917362242,4,2,"CONFOUND",NA,0,0,0,NA
917362242,4,1,"IVTHREAT",NA,0,0,0,NA
917362242,4,1,"REP",NA,0,0,0,NA
917420294,1,1,"H0",NA,3,3,0,NA
917420294,1,1,"H1",NA,0,0,0,NA
917420294,1,1,"OPDEF",1,3,2,5,0.2
917420294,2,2,"OPDEF",2,3,1,7,0.285714285714286
917420294,2,1,"CV",0,4,4,1,0
917420294,2,1,"Interpret",NA,0,0,0,NA
917420294,2,1,"Interpret",NA,0,0,0,NA
917420294,3,3,"OPDEF",0,0,0,8,0
917420294,3,2,"CV",0,0,0,5,0
917420294,3,1,"CONFOUND",NA,0,0,0,NA
917420294,4,4,"OPDEF",0,0,0,8,0
917420294,4,3,"CV",0,0,0,5,0
917420294,4,1,"COMPCV",NA,0,0,0,NA
917420294,4,2,"Interpret",NA,0,0,0,NA
917420294,4,2,"Interpret",NA,0,0,0,NA
917420294,4,2,"CONFOUND",NA,0,0,0,NA
917420294,4,1,"IVTHREAT",NA,0,0,0,NA
917420294,4,1,"REP",NA,0,0,0,NA
917441354,1,1,"H0",0,3,3,2,0
917441354,1,1,"H1",NA,0,0,0,NA
917441354,1,1,"OPDEF",1,5,4,3,0.333333333333333
917441354,2,2,"OPDEF",1,3,2,7,0.142857142857143
917441354,2,1,"CV",0,0,0,4,0
917441354,2,1,"Interpret",NA,0,0,0,NA
917441354,2,1,"Interpret",NA,0,0,0,NA
917441354,3,3,"OPDEF",0,0,0,9,0
917441354,3,2,"CV",0,0,0,4,0
917441354,3,1,"CONFOUND",NA,0,0,0,NA
917441354,4,4,"OPDEF",1,1,0,9,0.111111111111111
917441354,4,3,"CV",2,5,3,4,0.5
917441354,4,1,"COMPCV",NA,2,2,0,NA
917441354,4,2,"Interpret",NA,1,1,0,NA
917441354,4,2,"Interpret",NA,1,1,0,NA
917441354,4,2,"CONFOUND",NA,0,0,0,NA
917441354,4,1,"IVTHREAT",NA,1,1,0,NA
917441354,4,1,"REP",NA,0,0,0,NA
917452110,1,1,"H0",NA,3,3,0,NA
917452110,1,1,"H1",NA,0,0,0,NA
917452110,1,1,"OPDEF",0,1,1,1,0
917452110,2,2,"OPDEF",0,3,3,2,0
917452110,2,1,"CV",0,1,1,1,0
917452110,2,1,"Interpret",0,1,1,1,0
917452110,2,1,"Interpret",0,1,1,1,0
917452110,3,3,"OPDEF",0,0,0,5,0
917452110,3,2,"CV",0,2,2,2,0
917452110,3,1,"CONFOUND",NA,0,0,0,NA
917452110,4,4,"OPDEF",0,0,0,5,0
917452110,4,3,"CV",0,0,0,4,0
917452110,4,1,"COMPCV",NA,0,0,0,NA
917452110,4,2,"Interpret",0,0,0,2,0
917452110,4,2,"Interpret",0,0,0,2,0
917452110,4,2,"CONFOUND",NA,0,0,0,NA
917452110,4,1,"IVTHREAT",0,0,0,2,0
917452110,4,1,"REP",NA,0,0,0,NA
917474059,1,1,"H0",0,3,3,1,0
917474059,1,1,"H1",NA,0,0,0,NA
917474059,1,1,"OPDEF",0,2,2,2,0
917474059,2,2,"OPDEF",0,2,2,4,0
917474059,2,1,"CV",NA,2,2,0,NA
917474059,2,1,"Interpret",NA,0,0,0,NA
917474059,2,1,"Interpret",NA,0,0,0,NA
917474059,3,3,"OPDEF",1,2,1,6,0.166666666666667
917474059,3,2,"CV",0,0,0,2,0
917474059,3,1,"CONFOUND",NA,0,0,0,NA
917474059,4,4,"OPDEF",0,0,0,7,0
917474059,4,3,"CV",0,0,0,2,0
917474059,4,1,"COMPCV",NA,0,0,0,NA
917474059,4,2,"Interpret",NA,0,0,0,NA
917474059,4,2,"Interpret",NA,0,0,0,NA
917474059,4,2,"CONFOUND",NA,0,0,0,NA
917474059,4,1,"IVTHREAT",NA,0,0,0,NA
917474059,4,1,"REP",0,0,0,3,0
917527498,1,1,"H0",NA,3,3,0,NA
917527498,1,1,"H1",NA,1,1,0,NA
917527498,1,1,"OPDEF",0,1,1,4,0
917527498,2,2,"OPDEF",0,1,1,5,0
917527498,2,1,"CV",NA,0,0,0,NA
917527498,2,1,"Interpret",NA,2,2,0,NA
917527498,2,1,"Interpret",0,2,2,2,0
917527498,3,3,"OPDEF",0,0,0,6,0
917527498,3,2,"CV",NA,1,1,0,NA
917527498,3,1,"CONFOUND",NA,0,0,0,NA
917527498,4,4,"OPDEF",0,0,0,6,0
917527498,4,3,"CV",0,0,0,1,0
917527498,4,1,"COMPCV",NA,0,0,0,NA
917527498,4,2,"Interpret",0,0,0,2,0
917527498,4,2,"Interpret",0,0,0,4,0
917527498,4,2,"CONFOUND",NA,0,0,0,NA
917527498,4,1,"IVTHREAT",NA,0,0,0,NA
917527498,4,1,"REP",0,0,0,1,0
917985726,1,1,"H0",NA,3,3,0,NA
917985726,1,1,"H1",NA,0,0,0,NA
917985726,1,1,"OPDEF",0,1,1,1,0
917985726,2,2,"OPDEF",0,2,2,2,0
917985726,2,1,"CV",1,4,3,2,0.5
917985726,2,1,"Interpret",0,0,0,1,0
917985726,2,1,"Interpret",NA,0,0,0,NA
917985726,3,3,"OPDEF",0,0,0,4,0
917985726,3,2,"CV",0,0,0,5,0
917985726,3,1,"CONFOUND",NA,0,0,0,NA
917985726,4,4,"OPDEF",0,0,0,4,0
917985726,4,3,"CV",0,0,0,5,0
917985726,4,1,"COMPCV",NA,0,0,0,NA
917985726,4,2,"Interpret",0,0,0,1,0
917985726,4,2,"Interpret",NA,0,0,0,NA
917985726,4,2,"CONFOUND",NA,0,0,0,NA
917985726,4,1,"IVTHREAT",NA,0,0,0,NA
917985726,4,1,"REP",0,0,0,1,0
917986822,1,1,"H0",NA,3,3,0,NA
917986822,1,1,"H1",NA,0,0,0,NA
917986822,1,1,"OPDEF",1,4,3,4,0.25
917986822,2,2,"OPDEF",2,6,4,7,0.285714285714286
917986822,2,1,"CV",0,0,0,1,0
917986822,2,1,"Interpret",NA,1,1,0,NA
917986822,2,1,"Interpret",0,1,1,1,0
917986822,3,3,"OPDEF",2,2,0,11,0.181818181818182
917986822,3,2,"CV",0,3,3,1,0
917986822,3,1,"CONFOUND",NA,0,0,0,NA
917986822,4,4,"OPDEF",0,0,0,11,0
917986822,4,3,"CV",0,0,0,4,0
917986822,4,1,"COMPCV",NA,0,0,0,NA
917986822,4,2,"Interpret",0,0,0,1,0
917986822,4,2,"Interpret",0,0,0,2,0
917986822,4,2,"CONFOUND",NA,0,0,0,NA
917986822,4,1,"IVTHREAT",0,0,0,2,0
917986822,4,1,"REP",0,0,0,2,0
917987070,1,1,"H0",NA,3,3,0,NA
917987070,1,1,"H1",NA,0,0,0,NA
917987070,1,1,"OPDEF",NA,1,1,0,NA
917987070,2,2,"OPDEF",0,0,0,1,0
917987070,2,1,"CV",0,0,0,2,0
917987070,2,1,"Interpret",1,1,0,1,1
917987070,2,1,"Interpret",1,1,0,1,1
917987070,3,3,"OPDEF",0,0,0,1,0
917987070,3,2,"CV",0,1,1,2,0
917987070,3,1,"CONFOUND",NA,0,0,0,NA
917987070,4,4,"OPDEF",0,0,0,1,0
917987070,4,3,"CV",0,0,0,3,0
917987070,4,1,"COMPCV",0,0,0,1,0
917987070,4,2,"Interpret",0,0,0,1,0
917987070,4,2,"Interpret",0,0,0,1,0
917987070,4,2,"CONFOUND",NA,3,3,0,NA
917987070,4,1,"IVTHREAT",NA,0,0,0,NA
917987070,4,1,"REP",NA,0,0,0,NA
918014638,1,1,"H0",0,3,3,1,0
918014638,1,1,"H1",0,0,0,1,0
918014638,1,1,"OPDEF",1,1,0,4,0.25
918014638,2,2,"OPDEF",0,1,1,4,0
918014638,2,1,"CV",NA,3,3,0,NA
918014638,2,1,"Interpret",NA,2,2,0,NA
918014638,2,1,"Interpret",0,2,2,2,0
918014638,3,3,"OPDEF",0,0,0,5,0
918014638,3,2,"CV",0,0,0,3,0
918014638,3,1,"CONFOUND",NA,0,0,0,NA
918014638,4,4,"OPDEF",0,0,0,5,0
918014638,4,3,"CV",0,0,0,3,0
918014638,4,1,"COMPCV",0,0,0,2,0
918014638,4,2,"Interpret",0,0,0,2,0
918014638,4,2,"Interpret",0,0,0,4,0
918014638,4,2,"CONFOUND",NA,0,0,0,NA
918014638,4,1,"IVTHREAT",NA,0,0,0,NA
918014638,4,1,"REP",NA,0,0,0,NA
918054805,1,1,"H0",NA,3,3,0,NA
918054805,1,1,"H1",NA,1,1,0,NA
918054805,1,1,"OPDEF",0,4,4,3,0
918054805,2,2,"OPDEF",1,3,2,7,0.142857142857143
918054805,2,1,"CV",0,3,3,1,0
918054805,2,1,"Interpret",0,2,2,1,0
918054805,2,1,"Interpret",0,2,2,2,0
918054805,3,3,"OPDEF",0,0,0,9,0
918054805,3,2,"CV",0,0,0,4,0
918054805,3,1,"CONFOUND",NA,0,0,0,NA
918054805,4,4,"OPDEF",0,0,0,9,0
918054805,4,3,"CV",0,0,0,4,0
918054805,4,1,"COMPCV",NA,0,0,0,NA
918054805,4,2,"Interpret",0,0,0,3,0
918054805,4,2,"Interpret",0,0,0,4,0
918054805,4,2,"CONFOUND",NA,0,0,0,NA
918054805,4,1,"IVTHREAT",NA,0,0,0,NA
918054805,4,1,"REP",NA,0,0,0,NA
918061937,1,1,"H0",NA,3,3,0,NA
918061937,1,1,"H1",NA,0,0,0,NA
918061937,1,1,"OPDEF",1,5,4,3,0.333333333333333
918061937,2,2,"OPDEF",2,5,3,7,0.285714285714286
918061937,2,1,"CV",0,2,2,2,0
918061937,2,1,"Interpret",NA,0,0,0,NA
918061937,2,1,"Interpret",NA,0,0,0,NA
918061937,3,3,"OPDEF",1,3,2,10,0.1
918061937,3,2,"CV",0,0,0,4,0
918061937,3,1,"CONFOUND",NA,0,0,0,NA
918061937,4,4,"OPDEF",1,1,0,12,0.0833333333333333
918061937,4,3,"CV",0,1,1,4,0
918061937,4,1,"COMPCV",NA,1,1,0,NA
918061937,4,2,"Interpret",NA,0,0,0,NA
918061937,4,2,"Interpret",NA,0,0,0,NA
918061937,4,2,"CONFOUND",NA,3,3,0,NA
918061937,4,1,"IVTHREAT",NA,0,0,0,NA
918061937,4,1,"REP",NA,0,0,0,NA
918106892,1,1,"H0",0,3,3,1,0
918106892,1,1,"H1",0,0,0,2,0
918106892,1,1,"OPDEF",1,2,1,4,0.25
918106892,2,2,"OPDEF",1,5,4,5,0.2
918106892,2,1,"CV",1,5,4,2,0.5
918106892,2,1,"Interpret",0,2,2,2,0
918106892,2,1,"Interpret",0,2,2,2,0
918106892,3,3,"OPDEF",0,0,0,9,0
918106892,3,2,"CV",0,0,0,6,0
918106892,3,1,"CONFOUND",NA,0,0,0,NA
918106892,4,4,"OPDEF",0,0,0,9,0
918106892,4,3,"CV",0,0,0,6,0
918106892,4,1,"COMPCV",NA,0,0,0,NA
918106892,4,2,"Interpret",0,0,0,4,0
918106892,4,2,"Interpret",0,0,0,4,0
918106892,4,2,"CONFOUND",NA,0,0,0,NA
918106892,4,1,"IVTHREAT",0,0,0,1,0
918106892,4,1,"REP",0,0,0,1,0
918129510,1,1,"H0",0,3,3,1,0
918129510,1,1,"H1",NA,0,0,0,NA
918129510,1,1,"OPDEF",1,3,2,4,0.25
918129510,2,2,"OPDEF",1,4,3,6,0.166666666666667
918129510,2,1,"CV",NA,0,0,0,NA
918129510,2,1,"Interpret",1,1,0,2,0.5
918129510,2,1,"Interpret",1,1,0,1,1
918129510,3,3,"OPDEF",0,0,0,9,0
918129510,3,2,"CV",NA,1,1,0,NA
918129510,3,1,"CONFOUND",NA,1,1,0,NA
918129510,4,4,"OPDEF",0,0,0,9,0
918129510,4,3,"CV",0,0,0,1,0
918129510,4,1,"COMPCV",0,0,0,1,0
918129510,4,2,"Interpret",0,0,0,2,0
918129510,4,2,"Interpret",0,0,0,1,0
918129510,4,2,"CONFOUND",0,0,0,1,0
918129510,4,1,"IVTHREAT",0,0,0,1,0
918129510,4,1,"REP",0,0,0,1,0
918131003,1,1,"H0",NA,3,3,0,NA
918131003,1,1,"H1",NA,0,0,0,NA
918131003,1,1,"OPDEF",0,1,1,1,0
918131003,2,2,"OPDEF",0,1,1,2,0
918131003,2,1,"CV",0,0,0,1,0
918131003,2,1,"Interpret",0,1,1,1,0
918131003,2,1,"Interpret",0,1,1,1,0
918131003,3,3,"OPDEF",0,0,0,3,0
918131003,3,2,"CV",0,0,0,1,0
918131003,3,1,"CONFOUND",NA,0,0,0,NA
918131003,4,4,"OPDEF",0,0,0,3,0
918131003,4,3,"CV",0,0,0,1,0
918131003,4,1,"COMPCV",NA,0,0,0,NA
918131003,4,2,"Interpret",0,0,0,2,0
918131003,4,2,"Interpret",0,0,0,2,0
918131003,4,2,"CONFOUND",NA,0,0,0,NA
918131003,4,1,"IVTHREAT",NA,0,0,0,NA
918131003,4,1,"REP",NA,0,0,0,NA
918144472,1,1,"H0",NA,3,3,0,NA
918144472,1,1,"H1",NA,0,0,0,NA
918144472,1,1,"OPDEF",1,3,2,1,1
918144472,2,2,"OPDEF",1,4,3,3,0.333333333333333
918144472,2,1,"CV",NA,2,2,0,NA
918144472,2,1,"Interpret",0,0,0,1,0
918144472,2,1,"Interpret",NA,0,0,0,NA
918144472,3,3,"OPDEF",0,0,0,6,0
918144472,3,2,"CV",0,0,0,2,0
918144472,3,1,"CONFOUND",NA,2,2,0,NA
918144472,4,4,"OPDEF",0,0,0,6,0
918144472,4,3,"CV",0,0,0,2,0
918144472,4,1,"COMPCV",NA,0,0,0,NA
918144472,4,2,"Interpret",0,0,0,1,0
918144472,4,2,"Interpret",NA,0,0,0,NA
918144472,4,2,"CONFOUND",0,0,0,2,0
918144472,4,1,"IVTHREAT",0,0,0,3,0
918144472,4,1,"REP",0,0,0,1,0
918147097,1,1,"H0",NA,3,3,0,NA
918147097,1,1,"H1",NA,1,1,0,NA
918147097,1,1,"OPDEF",NA,1,1,0,NA
918147097,2,2,"OPDEF",0,2,2,1,0
918147097,2,1,"CV",NA,7,7,0,NA
918147097,2,1,"Interpret",0,2,2,1,0
918147097,2,1,"Interpret",0,2,2,2,0
918147097,3,3,"OPDEF",0,0,0,3,0
918147097,3,2,"CV",0,0,0,7,0
918147097,3,1,"CONFOUND",NA,0,0,0,NA
918147097,4,4,"OPDEF",0,0,0,3,0
918147097,4,3,"CV",0,0,0,7,0
918147097,4,1,"COMPCV",NA,0,0,0,NA
918147097,4,2,"Interpret",0,0,0,3,0
918147097,4,2,"Interpret",0,0,0,4,0
918147097,4,2,"CONFOUND",NA,0,0,0,NA
918147097,4,1,"IVTHREAT",NA,0,0,0,NA
918147097,4,1,"REP",NA,0,0,0,NA
918166353,1,1,"H0",0,3,3,1,0
918166353,1,1,"H1",NA,0,0,0,NA
918166353,1,1,"OPDEF",NA,1,1,0,NA
918166353,2,2,"OPDEF",0,3,3,1,0
918166353,2,1,"CV",0,1,1,1,0
918166353,2,1,"Interpret",0,1,1,1,0
918166353,2,1,"Interpret",0,1,1,1,0
918166353,3,3,"OPDEF",0,0,0,4,0
918166353,3,2,"CV",0,0,0,2,0
918166353,3,1,"CONFOUND",NA,0,0,0,NA
918166353,4,4,"OPDEF",0,0,0,4,0
918166353,4,3,"CV",0,0,0,2,0
918166353,4,1,"COMPCV",NA,0,0,0,NA
918166353,4,2,"Interpret",0,0,0,2,0
918166353,4,2,"Interpret",0,0,0,2,0
918166353,4,2,"CONFOUND",NA,0,0,0,NA
918166353,4,1,"IVTHREAT",NA,0,0,0,NA
918166353,4,1,"REP",NA,0,0,0,NA
918166667,1,1,"H0",0,3,3,1,0
918166667,1,1,"H1",NA,0,0,0,NA
918166667,1,1,"OPDEF",0,0,0,2,0
918166667,2,2,"OPDEF",0,2,2,2,0
918166667,2,1,"CV",NA,0,0,0,NA
918166667,2,1,"Interpret",0,2,2,1,0
918166667,2,1,"Interpret",0,2,2,2,0
918166667,3,3,"OPDEF",0,2,2,4,0
918166667,3,2,"CV",NA,2,2,0,NA
918166667,3,1,"CONFOUND",NA,0,0,0,NA
918166667,4,4,"OPDEF",0,0,0,6,0
918166667,4,3,"CV",0,0,0,2,0
918166667,4,1,"COMPCV",NA,0,0,0,NA
918166667,4,2,"Interpret",0,1,1,3,0
