"student_id","time","attempt","question_id"
917065921,4,4,"OPDEF"
917065921,4,3,"CV"
917065921,4,1,"COMPCV"
917065921,4,2,"Interpret"
917065921,4,2,"CONFOUND"
917065921,4,1,"IVTHREAT"
917065921,4,1,"REP"
917069862,1,1,"H0"
917069862,1,1,"H1"
917069862,1,1,"OPDEF"
917069862,2,2,"OPDEF"
917069862,2,1,"CV"
917069862,2,1,"Interpret"
917069862,3,3,"OPDEF"
917069862,3,2,"CV"
917069862,3,1,"CONFOUND"
917069862,4,4,"OPDEF"
917069862,4,3,"CV"
917069862,4,1,"COMPCV"
917069862,4,2,"Interpret"
917069862,4,2,"CONFOUND"
917069862,4,1,"IVTHREAT"
917069862,4,1,"REP"
917337099,1,1,"H0"
917337099,1,1,"H1"
917337099,1,1,"OPDEF"
917337099,2,2,"OPDEF"
917337099,2,1,"CV"
917337099,2,1,"Interpret"
917337099,3,3,"OPDEF"
917337099,3,2,"CV"
917337099,3,1,"CONFOUND"
917337099,4,4,"OPDEF"
917337099,4,3,"CV"
917337099,4,1,"COMPCV"
917337099,4,2,"Interpret"
917337099,4,2,"CONFOUND"
917337099,4,1,"IVTHREAT"
917337099,4,1,"REP"
917362242,1,1,"H0"
917362242,1,1,"H1"
917362242,1,1,"OPDEF"
917362242,2,2,"OPDEF"
917362242,2,1,"CV"
917362242,2,1,"Interpret"
917362242,3,3,"OPDEF"
917362242,3,2,"CV"
917362242,3,1,"CONFOUND"
917362242,4,4,"OPDEF"
917362242,4,3,"CV"
917362242,4,1,"COMPCV"
917362242,4,2,"Interpret"
917362242,4,2,"CONFOUND"
917362242,4,1,"IVTHREAT"
917362242,4,1,"REP"
917420294,1,1,"H0"
917420294,1,1,"H1"
917420294,1,1,"OPDEF"
917420294,2,2,"OPDEF"
917420294,2,1,"CV"
917420294,2,1,"Interpret"
917420294,3,3,"OPDEF"
917420294,3,2,"CV"
917420294,3,1,"CONFOUND"
917420294,4,4,"OPDEF"
917420294,4,3,"CV"
917420294,4,1,"COMPCV"
917420294,4,2,"Interpret"
917420294,4,2,"CONFOUND"
917420294,4,1,"IVTHREAT"
917420294,4,1,"REP"
917441354,1,1,"H0"
917441354,1,1,"H1"
917441354,1,1,"OPDEF"
917441354,2,2,"OPDEF"
917441354,2,1,"CV"
917441354,2,1,"Interpret"
917441354,3,3,"OPDEF"
917441354,3,2,"CV"
917441354,3,1,"CONFOUND"
917441354,4,4,"OPDEF"
917441354,4,3,"CV"
917441354,4,1,"COMPCV"
917441354,4,2,"Interpret"
917441354,4,2,"CONFOUND"
917441354,4,1,"IVTHREAT"
917441354,4,1,"REP"
917452110,1,1,"H0"
917452110,1,1,"H1"
917452110,1,1,"OPDEF"
917452110,2,2,"OPDEF"
917452110,2,1,"CV"
917452110,2,1,"Interpret"
917452110,3,3,"OPDEF"
917452110,3,2,"CV"
917452110,3,1,"CONFOUND"
917452110,4,4,"OPDEF"
917452110,4,3,"CV"
917452110,4,1,"COMPCV"
917452110,4,2,"Interpret"
917452110,4,2,"CONFOUND"
917452110,4,1,"IVTHREAT"
917452110,4,1,"REP"
917474059,1,1,"H0"
917474059,1,1,"H1"
917474059,1,1,"OPDEF"
917474059,2,2,"OPDEF"
917474059,2,1,"CV"
917474059,2,1,"Interpret"
917474059,3,3,"OPDEF"
917474059,3,2,"CV"
917474059,3,1,"CONFOUND"
917474059,4,4,"OPDEF"
917474059,4,3,"CV"
917474059,4,1,"COMPCV"
917474059,4,2,"Interpret"
917474059,4,2,"CONFOUND"
917474059,4,1,"IVTHREAT"
917474059,4,1,"REP"
917527498,1,1,"H0"
917527498,1,1,"H1"
917527498,1,1,"OPDEF"
917527498,2,2,"OPDEF"
917527498,2,1,"CV"
917527498,2,1,"Interpret"
917527498,3,3,"OPDEF"
917527498,3,2,"CV"
917527498,3,1,"CONFOUND"
917527498,4,4,"OPDEF"
917527498,4,3,"CV"
917527498,4,1,"COMPCV"
917527498,4,2,"Interpret"
917527498,4,2,"CONFOUND"
917527498,4,1,"IVTHREAT"
917527498,4,1,"REP"
917985726,1,1,"H0"
917985726,1,1,"H1"
917985726,1,1,"OPDEF"
917985726,2,2,"OPDEF"
917985726,2,1,"CV"
917985726,2,1,"Interpret"
917985726,3,3,"OPDEF"
917985726,3,2,"CV"
917985726,3,1,"CONFOUND"
917985726,4,4,"OPDEF"
917985726,4,3,"CV"
917985726,4,1,"COMPCV"
917985726,4,2,"Interpret"
917985726,4,2,"CONFOUND"
917985726,4,1,"IVTHREAT"
917985726,4,1,"REP"
917986822,1,1,"H0"
917986822,1,1,"H1"
917986822,1,1,"OPDEF"
917986822,2,2,"OPDEF"
917986822,2,1,"CV"
917986822,2,1,"Interpret"
917986822,3,3,"OPDEF"
917986822,3,2,"CV"
917986822,3,1,"CONFOUND"
917986822,4,4,"OPDEF"
917986822,4,3,"CV"
917986822,4,1,"COMPCV"
917986822,4,2,"Interpret"
917986822,4,2,"CONFOUND"
917986822,4,1,"IVTHREAT"
917986822,4,1,"REP"
917987070,1,1,"H0"
917987070,1,1,"H1"
917987070,1,1,"OPDEF"
917987070,2,2,"OPDEF"
917987070,2,1,"CV"
917987070,2,1,"Interpret"
917987070,3,3,"OPDEF"
917987070,3,2,"CV"
917987070,3,1,"CONFOUND"
917987070,4,4,"OPDEF"
917987070,4,3,"CV"
917987070,4,1,"COMPCV"
917987070,4,2,"Interpret"
917987070,4,2,"CONFOUND"
917987070,4,1,"IVTHREAT"
917987070,4,1,"REP"
918014638,1,1,"H0"
918014638,1,1,"H1"
918014638,1,1,"OPDEF"
918014638,2,2,"OPDEF"
918014638,2,1,"CV"
918014638,2,1,"Interpret"
918014638,3,3,"OPDEF"
918014638,3,2,"CV"
918014638,3,1,"CONFOUND"
918014638,4,4,"OPDEF"
918014638,4,3,"CV"
918014638,4,1,"COMPCV"
918014638,4,2,"Interpret"
918014638,4,2,"CONFOUND"
918014638,4,1,"IVTHREAT"
918014638,4,1,"REP"
918054805,1,1,"H0"
918054805,1,1,"H1"
918054805,1,1,"OPDEF"
918054805,2,2,"OPDEF"
918054805,2,1,"CV"
918054805,2,1,"Interpret"
918054805,3,3,"OPDEF"
918054805,3,2,"CV"
918054805,3,1,"CONFOUND"
918054805,4,4,"OPDEF"
918054805,4,3,"CV"
918054805,4,1,"COMPCV"
918054805,4,2,"Interpret"
918054805,4,2,"CONFOUND"
918054805,4,1,"IVTHREAT"
918054805,4,1,"REP"
918061937,1,1,"H0"
918061937,1,1,"H1"
918061937,1,1,"OPDEF"
918061937,2,2,"OPDEF"
918061937,2,1,"CV"
918061937,2,1,"Interpret"
918061937,3,3,"OPDEF"
918061937,3,2,"CV"
918061937,3,1,"CONFOUND"
918061937,4,4,"OPDEF"
918061937,4,3,"CV"
918061937,4,1,"COMPCV"
918061937,4,2,"Interpret"
918061937,4,2,"CONFOUND"
918061937,4,1,"IVTHREAT"
918061937,4,1,"REP"
918106892,1,1,"H0"
918106892,1,1,"H1"
918106892,1,1,"OPDEF"
918106892,2,2,"OPDEF"
918106892,2,1,"CV"
918106892,2,1,"Interpret"
918106892,3,3,"OPDEF"
918106892,3,2,"CV"
918106892,3,1,"CONFOUND"
918106892,4,4,"OPDEF"
918106892,4,3,"CV"
918106892,4,1,"COMPCV"
918106892,4,2,"Interpret"
918106892,4,2,"CONFOUND"
918106892,4,1,"IVTHREAT"
918106892,4,1,"REP"
918129510,1,1,"H0"
918129510,1,1,"H1"
918129510,1,1,"OPDEF"
918129510,2,2,"OPDEF"
918129510,2,1,"CV"
918129510,2,1,"Interpret"
918129510,3,3,"OPDEF"
918129510,3,2,"CV"
918129510,3,1,"CONFOUND"
918129510,4,4,"OPDEF"
918129510,4,3,"CV"
918129510,4,1,"COMPCV"
918129510,4,2,"Interpret"
918129510,4,2,"CONFOUND"
918129510,4,1,"IVTHREAT"
918129510,4,1,"REP"
918131003,1,1,"H0"
918131003,1,1,"H1"
918131003,1,1,"OPDEF"
918131003,2,2,"OPDEF"
918131003,2,1,"CV"
918131003,2,1,"Interpret"
918131003,3,3,"OPDEF"
918131003,3,2,"CV"
918131003,3,1,"CONFOUND"
918131003,4,4,"OPDEF"
918131003,4,3,"CV"
918131003,4,1,"COMPCV"
918131003,4,2,"Interpret"
918131003,4,2,"CONFOUND"
918131003,4,1,"IVTHREAT"
918131003,4,1,"REP"
918144472,1,1,"H0"
918144472,1,1,"H1"
918144472,1,1,"OPDEF"
918144472,2,2,"OPDEF"
918144472,2,1,"CV"
918144472,2,1,"Interpret"
918144472,3,3,"OPDEF"
918144472,3,2,"CV"
918144472,3,1,"CONFOUND"
918144472,4,4,"OPDEF"
918144472,4,3,"CV"
918144472,4,1,"COMPCV"
918144472,4,2,"Interpret"
918144472,4,2,"CONFOUND"
918144472,4,1,"IVTHREAT"
918144472,4,1,"REP"
918147097,1,1,"H0"
918147097,1,1,"H1"
918147097,1,1,"OPDEF"
918147097,2,2,"OPDEF"
918147097,2,1,"CV"
918147097,2,1,"Interpret"
918147097,3,3,"OPDEF"
918147097,3,2,"CV"
918147097,3,1,"CONFOUND"
918147097,4,4,"OPDEF"
918147097,4,3,"CV"
918147097,4,1,"COMPCV"
918147097,4,2,"Interpret"
918147097,4,2,"CONFOUND"
918147097,4,1,"IVTHREAT"
918147097,4,1,"REP"
918166353,1,1,"H0"
918166353,1,1,"H1"
918166353,1,1,"OPDEF"
918166353,2,2,"OPDEF"
918166353,2,1,"CV"
918166353,2,1,"Interpret"
918166353,3,3,"OPDEF"
918166353,3,2,"CV"
918166353,3,1,"CONFOUND"
918166353,4,4,"OPDEF"
918166353,4,3,"CV"
918166353,4,1,"COMPCV"
918166353,4,2,"Interpret"
918166353,4,2,"CONFOUND"
918166353,4,1,"IVTHREAT"
918166353,4,1,"REP"
918166667,1,1,"H0"
918166667,1,1,"H1"
918166667,1,1,"OPDEF"
918166667,2,2,"OPDEF"
918166667,2,1,"CV"
918166667,2,1,"Interpret"
918166667,3,3,"OPDEF"
918166667,3,2,"CV"
918166667,3,1,"CONFOUND"
918166667,4,4,"OPDEF"
918166667,4,3,"CV"
918166667,4,1,"COMPCV"
918166667,4,2,"Interpret"
918166667,4,2,"CONFOUND"
918166667,4,1,"IVTHREAT"
918166667,4,1,"REP"
918166793,1,1,"H0"
918166793,1,1,"H1"
918166793,1,1,"OPDEF"
918166793,2,2,"OPDEF"
918166793,2,1,"CV"
918166793,2,1,"Interpret"
918166793,3,3,"OPDEF"
918166793,3,2,"CV"
918166793,3,1,"CONFOUND"
918166793,4,4,"OPDEF"
918166793,4,3,"CV"
918166793,4,1,"COMPCV"
918166793,4,2,"Interpret"
918166793,4,2,"CONFOUND"
918166793,4,1,"IVTHREAT"
918166793,4,1,"REP"
918176974,1,1,"H0"
918176974,1,1,"H1"
918176974,1,1,"OPDEF"
918176974,2,2,"OPDEF"
918176974,2,1,"CV"
918176974,2,1,"Interpret"
918176974,3,3,"OPDEF"
918176974,3,2,"CV"
918176974,3,1,"CONFOUND"
918176974,4,4,"OPDEF"
918176974,4,3,"CV"
918176974,4,1,"COMPCV"
918176974,4,2,"Interpret"
918176974,4,2,"CONFOUND"
918176974,4,1,"IVTHREAT"
918176974,4,1,"REP"
918187756,1,1,"H0"
918187756,1,1,"H1"
918187756,1,1,"OPDEF"
918187756,2,2,"OPDEF"
918187756,2,1,"CV"
918187756,2,1,"Interpret"
918187756,3,3,"OPDEF"
918187756,3,2,"CV"
918187756,3,1,"CONFOUND"
918187756,4,4,"OPDEF"
918187756,4,3,"CV"
918187756,4,1,"COMPCV"
918187756,4,2,"Interpret"
918187756,4,2,"CONFOUND"
918187756,4,1,"IVTHREAT"
918187756,4,1,"REP"
918193355,1,1,"H0"
918193355,1,1,"H1"
918193355,1,1,"OPDEF"
918193355,2,2,"OPDEF"
918193355,2,1,"CV"
918193355,2,1,"Interpret"
918193355,3,3,"OPDEF"
918193355,3,2,"CV"
918193355,3,1,"CONFOUND"
918193355,4,4,"OPDEF"
918193355,4,3,"CV"
918193355,4,1,"COMPCV"
918193355,4,2,"Interpret"
918193355,4,2,"CONFOUND"
918193355,4,1,"IVTHREAT"
918193355,4,1,"REP"
918203290,1,1,"H0"
918203290,1,1,"H1"
918203290,1,1,"OPDEF"
918203290,2,2,"OPDEF"
918203290,2,1,"CV"
918203290,2,1,"Interpret"
918203290,3,3,"OPDEF"
918203290,3,2,"CV"
918203290,3,1,"CONFOUND"
918203290,4,4,"OPDEF"
918203290,4,3,"CV"
918203290,4,1,"COMPCV"
918203290,4,2,"Interpret"
918203290,4,2,"CONFOUND"
918203290,4,1,"IVTHREAT"
918203290,4,1,"REP"
918210092,1,1,"H0"
918210092,1,1,"H1"
918210092,1,1,"OPDEF"
918210092,2,2,"OPDEF"
918210092,2,1,"CV"
918210092,2,1,"Interpret"
918210092,3,3,"OPDEF"
918210092,3,2,"CV"
918210092,3,1,"CONFOUND"
918210092,4,4,"OPDEF"
918210092,4,3,"CV"
918210092,4,1,"COMPCV"
918210092,4,2,"Interpret"
918210092,4,2,"CONFOUND"
918210092,4,1,"IVTHREAT"
918210092,4,1,"REP"
918218890,1,1,"H0"
918218890,1,1,"H1"
918218890,1,1,"OPDEF"
918218890,2,2,"OPDEF"
918218890,2,1,"CV"
918218890,2,1,"Interpret"
918218890,3,3,"OPDEF"
918218890,3,2,"CV"
918218890,3,1,"CONFOUND"
918218890,4,4,"OPDEF"
918218890,4,3,"CV"
918218890,4,1,"COMPCV"
918218890,4,2,"Interpret"
918218890,4,2,"CONFOUND"
918218890,4,1,"IVTHREAT"
918218890,4,1,"REP"
918275626,1,1,"H0"
918275626,1,1,"H1"
918275626,1,1,"OPDEF"
918275626,2,2,"OPDEF"
918275626,2,1,"CV"
918275626,2,1,"Interpret"
918275626,3,3,"OPDEF"
918275626,3,2,"CV"
918275626,3,1,"CONFOUND"
918275626,4,4,"OPDEF"
918275626,4,3,"CV"
918275626,4,1,"COMPCV"
918275626,4,2,"Interpret"
918275626,4,2,"CONFOUND"
918275626,4,1,"IVTHREAT"
918275626,4,1,"REP"
918281005,1,1,"H0"
918281005,1,1,"H1"
918281005,1,1,"OPDEF"
918281005,2,2,"OPDEF"
918281005,2,1,"CV"
918281005,2,1,"Interpret"
918281005,3,3,"OPDEF"
918281005,3,2,"CV"
918281005,3,1,"CONFOUND"
918281005,4,4,"OPDEF"
918281005,4,3,"CV"
918281005,4,1,"COMPCV"
918281005,4,2,"Interpret"
918281005,4,2,"CONFOUND"
918281005,4,1,"IVTHREAT"
918281005,4,1,"REP"
918306281,1,1,"H0"
918306281,1,1,"H1"
918306281,1,1,"OPDEF"
918306281,2,2,"OPDEF"
918306281,2,1,"CV"
918306281,2,1,"Interpret"
918306281,3,3,"OPDEF"
918306281,3,2,"CV"
918306281,3,1,"CONFOUND"
918306281,4,4,"OPDEF"
918306281,4,3,"CV"
918306281,4,1,"COMPCV"
918306281,4,2,"Interpret"
918306281,4,2,"CONFOUND"
918306281,4,1,"IVTHREAT"
918306281,4,1,"REP"
918306715,1,1,"H0"
918306715,1,1,"H1"
918306715,1,1,"OPDEF"
918306715,2,2,"OPDEF"
918306715,2,1,"CV"
918306715,2,1,"Interpret"
918306715,3,3,"OPDEF"
918306715,3,2,"CV"
918306715,3,1,"CONFOUND"
918306715,4,4,"OPDEF"
918306715,4,3,"CV"
918306715,4,1,"COMPCV"
918306715,4,2,"Interpret"
918306715,4,2,"CONFOUND"
918306715,4,1,"IVTHREAT"
918306715,4,1,"REP"
918318790,1,1,"H0"
918318790,1,1,"H1"
918318790,1,1,"OPDEF"
918318790,2,2,"OPDEF"
918318790,2,1,"CV"
918318790,2,1,"Interpret"
918318790,3,3,"OPDEF"
918318790,3,2,"CV"
918318790,3,1,"CONFOUND"
918318790,4,4,"OPDEF"
918318790,4,3,"CV"
918318790,4,1,"COMPCV"
918318790,4,2,"Interpret"
918318790,4,2,"CONFOUND"
918318790,4,1,"IVTHREAT"
918318790,4,1,"REP"
918319773,1,1,"H0"
918319773,1,1,"H1"
918319773,1,1,"OPDEF"
918319773,2,2,"OPDEF"
918319773,2,1,"CV"
918319773,2,1,"Interpret"
918319773,3,3,"OPDEF"
918319773,3,2,"CV"
918319773,3,1,"CONFOUND"
918319773,4,4,"OPDEF"
918319773,4,3,"CV"
918319773,4,1,"COMPCV"
918319773,4,2,"Interpret"
918319773,4,2,"CONFOUND"
918319773,4,1,"IVTHREAT"
918319773,4,1,"REP"
918326724,1,1,"H0"
918326724,1,1,"H1"
918326724,1,1,"OPDEF"
918326724,2,2,"OPDEF"
918326724,2,1,"CV"
918326724,2,1,"Interpret"
918326724,3,3,"OPDEF"
918326724,3,2,"CV"
918326724,3,1,"CONFOUND"
918326724,4,4,"OPDEF"
918326724,4,3,"CV"
918326724,4,1,"COMPCV"
918326724,4,2,"Interpret"
918326724,4,2,"CONFOUND"
918326724,4,1,"IVTHREAT"
918326724,4,1,"REP"
918328780,1,1,"H0"
918328780,1,1,"H1"
918328780,1,1,"OPDEF"
918328780,2,2,"OPDEF"
918328780,2,1,"CV"
918328780,2,1,"Interpret"
918328780,3,3,"OPDEF"
918328780,3,2,"CV"
918328780,3,1,"CONFOUND"
918328780,4,4,"OPDEF"
918328780,4,3,"CV"
918328780,4,1,"COMPCV"
918328780,4,2,"Interpret"
918328780,4,2,"CONFOUND"
918328780,4,1,"IVTHREAT"
918328780,4,1,"REP"
918333241,1,1,"H0"
918333241,1,1,"H1"
918333241,1,1,"OPDEF"
918333241,2,2,"OPDEF"
918333241,2,1,"CV"
918333241,2,1,"Interpret"
918333241,3,3,"OPDEF"
918333241,3,2,"CV"
918333241,3,1,"CONFOUND"
918333241,4,4,"OPDEF"
918333241,4,3,"CV"
918333241,4,1,"COMPCV"
918333241,4,2,"Interpret"
918333241,4,2,"CONFOUND"
918333241,4,1,"IVTHREAT"
918333241,4,1,"REP"
918333429,1,1,"H0"
918333429,1,1,"H1"
918333429,1,1,"OPDEF"
918333429,2,2,"OPDEF"
918333429,2,1,"CV"
918333429,2,1,"Interpret"
918333429,3,3,"OPDEF"
918333429,3,2,"CV"
918333429,3,1,"CONFOUND"
918333429,4,4,"OPDEF"
918333429,4,3,"CV"
918333429,4,1,"COMPCV"
918333429,4,2,"Interpret"
918333429,4,2,"CONFOUND"
918333429,4,1,"IVTHREAT"
918333429,4,1,"REP"
918402266,1,1,"H0"
918402266,1,1,"H1"
918402266,1,1,"OPDEF"
918402266,2,2,"OPDEF"
918402266,2,1,"CV"
918402266,2,1,"Interpret"
918402266,3,3,"OPDEF"
918402266,3,2,"CV"
918402266,3,1,"CONFOUND"
918402266,4,4,"OPDEF"
918402266,4,3,"CV"
918402266,4,1,"COMPCV"
918402266,4,2,"Interpret"
918402266,4,2,"CONFOUND"
918402266,4,1,"IVTHREAT"
918402266,4,1,"REP"
918453477,1,1,"H0"
918453477,1,1,"H1"
918453477,1,1,"OPDEF"
918453477,2,2,"OPDEF"
918453477,2,1,"CV"
918453477,2,1,"Interpret"
918453477,3,3,"OPDEF"
918453477,3,2,"CV"
918453477,3,1,"CONFOUND"
918453477,4,4,"OPDEF"
918453477,4,3,"CV"
918453477,4,1,"COMPCV"
918453477,4,2,"Interpret"
918453477,4,2,"CONFOUND"
918453477,4,1,"IVTHREAT"
918453477,4,1,"REP"
918456694,1,1,"H0"
918456694,1,1,"H1"
918456694,1,1,"OPDEF"
918456694,2,2,"OPDEF"
918456694,2,1,"CV"
918456694,2,1,"Interpret"
918456694,3,3,"OPDEF"
918456694,3,2,"CV"
918456694,3,1,"CONFOUND"
918456694,4,4,"OPDEF"
918456694,4,3,"CV"
918456694,4,1,"COMPCV"
918456694,4,2,"Interpret"
918456694,4,2,"CONFOUND"
918456694,4,1,"IVTHREAT"
918456694,4,1,"REP"
918460949,1,1,"H0"
918460949,1,1,"H1"
918460949,1,1,"OPDEF"
918460949,2,2,"OPDEF"
918460949,2,1,"CV"
918460949,2,1,"Interpret"
918460949,3,3,"OPDEF"
918460949,3,2,"CV"
918460949,3,1,"CONFOUND"
918460949,4,4,"OPDEF"
918460949,4,3,"CV"
918460949,4,1,"COMPCV"
918460949,4,2,"Interpret"
918460949,4,2,"CONFOUND"
918460949,4,1,"IVTHREAT"
918460949,4,1,"REP"
918471718,1,1,"H0"
918471718,1,1,"H1"
918471718,1,1,"OPDEF"
918471718,2,2,"OPDEF"
918471718,2,1,"CV"
918471718,2,1,"Interpret"
918471718,3,3,"OPDEF"
918471718,3,2,"CV"
918471718,3,1,"CONFOUND"
918471718,4,4,"OPDEF"
918471718,4,3,"CV"
918471718,4,1,"COMPCV"
918471718,4,2,"Interpret"
918471718,4,2,"CONFOUND"
918471718,4,1,"IVTHREAT"
918471718,4,1,"REP"
918479587,1,1,"H0"
918479587,1,1,"H1"
918479587,1,1,"OPDEF"
918479587,2,2,"OPDEF"
918479587,2,1,"CV"
918479587,2,1,"Interpret"
918479587,3,3,"OPDEF"
918479587,3,2,"CV"
918479587,3,1,"CONFOUND"
918479587,4,4,"OPDEF"
918479587,4,3,"CV"
918479587,4,1,"COMPCV"
918479587,4,2,"Interpret"
918479587,4,2,"CONFOUND"
918479587,4,1,"IVTHREAT"
918479587,4,1,"REP"
918509156,1,1,"H0"
918509156,1,1,"H1"
918509156,1,1,"OPDEF"
918509156,2,2,"OPDEF"
918509156,2,1,"CV"
918509156,2,1,"Interpret"
918509156,3,3,"OPDEF"
918509156,3,2,"CV"
918509156,3,1,"CONFOUND"
918509156,4,4,"OPDEF"
918509156,4,3,"CV"
918509156,4,1,"COMPCV"
918509156,4,2,"Interpret"
918509156,4,2,"CONFOUND"
918509156,4,1,"IVTHREAT"
918509156,4,1,"REP"
918523200,1,1,"H0"
918523200,1,1,"H1"
918523200,1,1,"OPDEF"
918523200,2,2,"OPDEF"
918523200,2,1,"CV"
918523200,2,1,"Interpret"
918523200,3,3,"OPDEF"
918523200,3,2,"CV"
918523200,3,1,"CONFOUND"
918523200,4,4,"OPDEF"
918523200,4,3,"CV"
918523200,4,1,"COMPCV"
918523200,4,2,"Interpret"
918523200,4,2,"CONFOUND"
918523200,4,1,"IVTHREAT"
918523200,4,1,"REP"
918525347,1,1,"H0"
918525347,1,1,"H1"
918525347,1,1,"OPDEF"
918525347,2,2,"OPDEF"
918525347,2,1,"CV"
918525347,2,1,"Interpret"
918525347,3,3,"OPDEF"
918525347,3,2,"CV"
918525347,3,1,"CONFOUND"
918525347,4,4,"OPDEF"
918525347,4,3,"CV"
918525347,4,1,"COMPCV"
918525347,4,2,"Interpret"
918525347,4,2,"CONFOUND"
918525347,4,1,"IVTHREAT"
918525347,4,1,"REP"
918525525,1,1,"H0"
918525525,1,1,"H1"
918525525,1,1,"OPDEF"
918525525,2,2,"OPDEF"
918525525,2,1,"CV"
918525525,2,1,"Interpret"
918525525,3,3,"OPDEF"
918525525,3,2,"CV"
918525525,3,1,"CONFOUND"
918525525,4,4,"OPDEF"
918525525,4,3,"CV"
918525525,4,1,"COMPCV"
918525525,4,2,"Interpret"
918525525,4,2,"CONFOUND"
918525525,4,1,"IVTHREAT"
918525525,4,1,"REP"
918530662,1,1,"H0"
918530662,1,1,"H1"
918530662,1,1,"OPDEF"
