First Name,Last Name,SID,anon_id,Email,Sections,Total Score,Max Points,Status,Submission ID,Submission Time,Lateness (H:M:S),View Count,Submission Count,1: PV OP Def  (10.0 pts),2: PV Type (1.5 pts),3: PV Measure (2.0 pts),4: Claim Type (5.0 pts),5: Research Design (5.0 pts),6: PV CV (10.0 pts),7: OV Type (1.5 pts),8: OV Measure (2.0 pts),9: New OV Measure (2.0 pts),10: OV Compare CV (10.0 pts),11: Confound (10.0 pts),12: Internal Threat (10.0 pts),13: Sample Comparisons (5.0 pts),14: Error Bars/Relationship  (5.0 pts),15: P-values (5.0 pts),16: Interpretation (10.0 pts),17: External Threat (10.0 pts),18: Replication (10.0 pts),19: MC1 (3.0 pts),20: MC2 (3.0 pts),21: MC3 (3.0 pts),22: MC4 (3.0 pts),23: MC5 (3.0 pts),24: MC6 (3.0 pts),25: MC7 (3.0 pts),26: MC8 (3.0 pts),27: MC9 (3.0 pts),28: MC10 (3.0 pts),29: MC11 (3.0 pts),30: MC12 (3.0 pts)
redacted,redacted,redacted,583798,redacted,psc-041-001-wq-2023,117.25,150,Graded,168933763,3/16/2023 13:51,0:00:00,0,1,8.5,1.5,2,5,5,10,1.5,2,2,10,4.25,10,5,5,5,2.5,10,7,0,3,3,0,3,0,0,3,3,3,3,0
redacted,redacted,redacted,600034,redacted,psc-041-002-wq-2023,126.75,150,Graded,168933764,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,9,1.5,2,2,9.5,4.25,10,5,5,5,4,6,7,3,3,3,0,3,3,3,3,3,3,3,3
redacted,redacted,redacted,411472,redacted,psc-041-002-wq-2023,130.25,150,Graded,168933765,3/16/2023 13:51,0:00:00,1,1,9.75,1.5,2,5,5,9,1.5,2,2,10,10,10,5,5,5,2.5,6,6,3,3,3,3,3,3,3,3,3,3,3,0
redacted,redacted,redacted,352012,redacted,psc-041-001-wq-2023,148.5,150,Graded,168933766,3/16/2023 13:51,0:00:00,1,1,10,1.5,2,5,5,10,0,2,2,10,10,10,5,5,5,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,787036,redacted,psc-041-002-wq-2023,112.5,150,Graded,168933767,3/16/2023 13:51,0:00:00,0,1,8.5,1.5,2,5,5,10,1.5,2,2,6,6.5,10,5,5,5,2.5,10,7,3,3,0,3,0,0,0,3,3,3,0,0
redacted,redacted,redacted,143458,redacted,psc-041-002-wq-2023,117.5,150,Graded,168933768,3/16/2023 13:51,0:00:00,0,1,8.5,1.5,2,5,5,7,1.5,2,2,5,6.5,10,5,5,5,2.5,10,10,3,3,3,3,3,0,3,3,3,0,0,0
redacted,redacted,redacted,893307,redacted,psc-041-002-wq-2023,150,150,Graded,168933769,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,244223,redacted,psc-041-001-wq-2023,142,150,Graded,168933770,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,5,10,10,3,3,3,3,3,3,3,0,3,3,3,3
redacted,redacted,redacted,316657,redacted,psc-041-001-wq-2023,142.5,150,Graded,168933771,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,9,1.5,2,2,10,6.5,10,5,5,5,10,10,10,3,3,3,3,0,3,3,3,3,3,3,3
redacted,redacted,redacted,535753,redacted,psc-041-001-wq-2023,125.25,150,Graded,168933772,3/16/2023 13:51,0:00:00,1,1,10,1.5,2,5,5,6.5,1.5,2,2,9.5,4.25,10,5,5,5,2.5,10,8.5,0,3,3,3,3,3,3,3,3,3,3,0
redacted,redacted,redacted,124704,redacted,psc-041-002-wq-2023,121.75,150,Graded,168933773,3/16/2023 13:51,0:00:00,0,1,7.5,1.5,2,5,0,9,1.5,2,2,10,4.25,10,5,5,5,5,10,7,3,3,3,3,3,0,0,3,3,3,3,3
redacted,redacted,redacted,351711,redacted,psc-041-002-wq-2023,142.75,150,Graded,168933774,3/16/2023 13:51,0:00:00,1,1,10,1.5,2,5,5,8.5,1.5,2,2,10,4.25,10,5,5,5,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,820879,redacted,psc-041-001-wq-2023,136,150,Graded,168933775,3/16/2023 13:51,0:00:00,1,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,5,10,10,3,3,3,3,3,3,0,0,3,3,0,3
redacted,redacted,redacted,517181,redacted,psc-041-001-wq-2023,144,150,Graded,168933776,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,4,10,10,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,107302,redacted,psc-041-001-wq-2023,96.25,150,Graded,168933777,3/16/2023 13:51,0:00:00,0,1,9.25,1.5,2,5,5,9,1.5,2,2,7.5,6.5,0,5,5,0,5,10,8,3,0,3,0,3,0,0,0,3,0,0,0
redacted,redacted,redacted,100124,redacted,psc-041-002-wq-2023,104.25,150,Graded,168933778,3/16/2023 13:51,0:00:00,0,1,9.75,1.5,2,5,0,1,1.5,2,2,4.5,6.5,10,5,5,0,2.5,10,6,3,3,3,3,3,0,3,0,3,3,3,3
redacted,redacted,redacted,789281,redacted,psc-041-001-wq-2023,144,150,Graded,168933779,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,0,10,10,9,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,693286,redacted,psc-041-001-wq-2023,135.5,150,Graded,168933780,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,6.5,1.5,2,2,10,10,10,5,5,5,5,10,7,3,3,3,0,3,3,3,3,3,3,3,3
redacted,redacted,redacted,294860,redacted,psc-041-002-wq-2023,144.5,150,Graded,168933781,3/16/2023 13:51,0:00:00,2,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,7.5,10,10,3,3,3,3,3,3,0,3,3,3,3,3
redacted,redacted,redacted,139950,redacted,psc-041-002-wq-2023,128.5,150,Graded,168933782,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,10,6.5,10,5,5,5,2.5,10,5.5,3,3,3,3,3,0,3,0,3,3,3,3
redacted,redacted,redacted,857405,redacted,psc-041-002-wq-2023,114,150,Graded,168933783,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,7,1.5,2,2,8.5,6.5,0,5,5,5,4,10,7,3,3,3,0,0,3,0,3,3,3,3,3
redacted,redacted,redacted,447538,redacted,psc-041-002-wq-2023,143.5,150,Graded,168933784,3/16/2023 13:51,0:00:00,1,1,10,1.5,2,5,5,6.5,1.5,2,2,10,10,10,5,5,5,10,10,10,3,3,3,3,3,3,3,0,3,3,3,3
redacted,redacted,redacted,289163,redacted,psc-041-002-wq-2023,127,150,Graded,168933785,3/16/2023 13:51,0:00:00,2,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,5,10,7,3,3,3,3,3,0,3,0,0,0,3,0
redacted,redacted,redacted,603399,redacted,psc-041-001-wq-2023,84,150,Graded,168933786,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,6.5,1.5,2,2,9.5,1,10,0,0,0,0,10,3,0,3,3,3,0,0,3,0,3,0,0,0
redacted,redacted,redacted,191876,redacted,psc-041-002-wq-2023,133.5,150,Graded,168933787,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,10,6.5,10,0,5,5,5,10,10,3,3,3,0,3,3,3,3,3,3,3,3
redacted,redacted,redacted,925742,redacted,psc-041-002-wq-2023,123.5,150,Graded,168933788,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,5.5,1.5,2,2,7.5,10,10,5,5,5,2.5,10,10,3,3,0,0,3,3,0,3,3,3,0,3
redacted,redacted,redacted,193857,redacted,psc-041-001-wq-2023,137.5,150,Graded,168933789,3/16/2023 13:51,0:00:00,2,1,10,1.5,2,5,5,10,1.5,2,2,8.5,10,10,5,5,5,10,10,8,3,3,3,0,3,3,3,0,0,3,3,3
redacted,redacted,redacted,891202,redacted,psc-041-001-wq-2023,140.5,150,Graded,168933790,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,3.5,10,10,5,5,5,10,10,10,3,3,3,3,3,3,3,0,3,3,3,3
redacted,redacted,redacted,293634,redacted,psc-041-001-wq-2023,121.75,150,Graded,168933791,3/16/2023 13:51,0:00:00,0,1,9.75,1.5,2,5,5,10,1.5,2,2,10,10,6.5,5,5,5,2.5,10,5,3,0,0,3,3,3,3,3,0,0,3,3
redacted,redacted,redacted,548019,redacted,psc-041-001-wq-2023,124.75,150,Graded,168933792,3/16/2023 13:51,0:00:00,0,1,9.75,1.5,2,5,5,8.5,1.5,2,2,9,10,10,5,5,5,2.5,10,10,3,3,3,3,3,0,0,3,3,0,0,0
redacted,redacted,redacted,972609,redacted,psc-041-001-wq-2023,118.5,150,Graded,168933793,3/16/2023 13:51,0:00:00,0,1,10,1.5,2,5,0,10,1.5,2,2,10,6.5,10,5,5,5,5,10,10,0,3,3,3,0,0,3,0,3,0,0,3
redacted,redacted,redacted,664851,redacted,psc-041-002-wq-2023,142.5,150,Graded,168935083,3/16/2023 13:56,0:00:00,1,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,2.5,10,10,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,927645,redacted,psc-041-001-wq-2023,119.5,150,Graded,168935084,3/16/2023 13:56,0:00:00,1,1,10,1.5,2,5,5,7,1.5,2,2,10,10,10,5,0,5,2.5,10,10,0,3,3,3,0,3,3,0,3,0,3,0
redacted,redacted,redacted,909875,redacted,psc-041-001-wq-2023,128.5,150,Graded,168935085,3/16/2023 13:56,0:00:00,2,1,10,1.5,2,5,5,5.5,1.5,2,2,8,10,10,5,5,5,4,10,10,0,3,3,3,3,3,3,3,3,0,3,0
redacted,redacted,redacted,135727,redacted,psc-041-001-wq-2023,103,150,Graded,168935086,3/16/2023 13:56,0:00:00,2,1,10,1.5,2,5,5,1,1.5,2,2,9,10,6.5,5,5,5,2.5,3,0,3,3,3,3,0,3,3,0,3,0,3,3
redacted,redacted,redacted,398075,redacted,psc-041-002-wq-2023,83.5,150,Graded,168935087,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,0,0,1.5,2,2,10,6.5,0,5,5,5,2.5,4,6.5,3,3,3,3,0,0,0,0,0,3,0,0
redacted,redacted,redacted,776985,redacted,psc-041-002-wq-2023,122.5,150,Graded,168935088,3/16/2023 13:56,0:00:00,3,1,10,1.5,0,0,5,10,1.5,2,2,10,9,10,5,5,5,0,10,6.5,3,3,3,0,3,0,3,3,3,3,3,3
redacted,redacted,redacted,480961,redacted,psc-041-002-wq-2023,104,150,Graded,168935089,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,0,10,6.5,0,5,5,0,2.5,10,7,3,3,0,3,3,3,3,0,3,0,0,0
redacted,redacted,redacted,167773,redacted,psc-041-001-wq-2023,140.5,150,Graded,168935090,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,5,5.5,1.5,2,2,10,10,10,5,5,5,5,10,10,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,223333,redacted,psc-041-002-wq-2023,111.5,150,Graded,168935091,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,5,9,1.5,2,2,10,6.5,10,0,5,5,5,10,7,3,3,3,0,3,0,3,0,0,0,0,0
redacted,redacted,redacted,849990,redacted,psc-041-001-wq-2023,106,150,Graded,168935092,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,9,6.5,10,5,5,0,2.5,10,7,3,0,3,0,3,0,3,0,0,0,0,0
redacted,redacted,redacted,431825,redacted,psc-041-002-wq-2023,126,150,Graded,168935093,3/16/2023 13:56,0:00:00,4,1,10,1.5,2,5,5,8.5,1.5,2,2,9,6.5,10,5,5,5,10,10,10,3,3,3,0,3,3,0,0,3,0,0,0
redacted,redacted,redacted,887391,redacted,psc-041-001-wq-2023,126.75,150,Graded,168935094,3/16/2023 13:56,0:00:00,1,1,8.5,1.5,2,5,5,5.5,1.5,2,2,10,2.25,10,5,5,5,5,10,5.5,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,488889,redacted,psc-041-001-wq-2023,76.75,150,Graded,168935095,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,0,1,1.5,2,2,5,4.25,10,0,5,0,0,4,2.5,3,3,3,3,3,0,3,0,3,0,0,0
redacted,redacted,redacted,970240,redacted,psc-041-002-wq-2023,129,150,Graded,168935096,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,5,5.5,1.5,2,2,8,6.5,10,5,5,5,5,10,10,0,0,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,467652,redacted,psc-041-002-wq-2023,139,150,Graded,168935097,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,5,10,10,3,3,3,3,3,3,3,0,0,3,3,3
redacted,redacted,redacted,992343,redacted,psc-041-002-wq-2023,79,150,Graded,168935098,3/16/2023 13:56,0:00:00,0,1,0,1.5,0,0,0,7,1.5,2,2,6.5,3,10,0,5,5,5,10,5.5,3,0,0,3,3,3,0,0,3,0,0,0
redacted,redacted,redacted,585527,redacted,psc-041-002-wq-2023,146.5,150,Graded,168935099,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,7.5,10,10,5,5,5,10,10,9,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,781433,redacted,psc-041-002-wq-2023,101.5,150,Graded,168935100,3/16/2023 13:56,0:00:00,0,1,8.5,1.5,2,5,5,7,1.5,2,2,9,6.5,10,5,5,5,2.5,6,0,3,0,3,0,0,3,3,0,3,0,3,0
redacted,redacted,redacted,745036,redacted,psc-041-001-wq-2023,85.5,150,Graded,168935101,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,0,8.5,1.5,2,0,10,6.5,10,5,0,0,2.5,0,0,0,0,3,3,3,0,0,3,3,0,3,3
redacted,redacted,redacted,646067,redacted,psc-041-001-wq-2023,128.5,150,Graded,168935102,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,5,10,5.5,3,3,0,0,0,3,3,3,3,3,0,3
redacted,redacted,redacted,861674,redacted,psc-041-001-wq-2023,137,150,Graded,168935103,3/16/2023 13:56,0:00:00,2,1,10,1.5,2,5,5,7,1.5,2,2,8,10,10,5,5,5,5,10,10,3,3,3,3,3,3,3,0,3,3,3,3
redacted,redacted,redacted,176796,redacted,psc-041-001-wq-2023,116,150,Graded,168935104,3/16/2023 13:56,0:00:00,3,1,10,1.5,2,5,5,5.5,1.5,2,0,6.5,10,0,5,5,5,5,10,10,3,3,3,0,3,3,3,0,3,3,3,0
redacted,redacted,redacted,611968,redacted,psc-041-001-wq-2023,118.5,150,Graded,168935105,3/16/2023 13:56,0:00:00,1,1,10,1.5,2,5,5,9,1.5,2,2,10,10,10,0,5,5,2.5,10,7,3,3,3,0,3,3,0,0,3,3,0,0
redacted,redacted,redacted,323214,redacted,psc-041-001-wq-2023,133.25,150,Graded,168935106,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,5,7,1.5,2,0,7,4.25,10,5,5,5,10,10,10,3,3,3,3,3,3,3,0,3,3,3,3
redacted,redacted,redacted,863598,redacted,psc-041-002-wq-2023,129.25,150,Graded,168935107,3/16/2023 13:56,0:00:00,1,1,9.75,1.5,2,5,5,5.5,1.5,2,2,10,6.5,10,5,5,5,7.5,10,9,3,3,3,3,0,3,3,3,3,0,3,0
redacted,redacted,redacted,862880,redacted,psc-041-002-wq-2023,113.25,150,Graded,168935108,3/16/2023 13:56,0:00:00,0,1,9.75,1.5,2,5,5,7,1.5,2,2,8.5,6.5,0,5,0,5,10,10,8.5,3,3,3,0,0,3,3,3,3,3,0,0
redacted,redacted,redacted,783300,redacted,psc-041-002-wq-2023,139,150,Graded,168935109,3/16/2023 13:56,0:00:00,1,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,5,10,10,3,3,3,3,3,0,3,3,3,0,3,3
redacted,redacted,redacted,282568,redacted,psc-041-002-wq-2023,142,150,Graded,168935110,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,5,10,10,3,3,3,3,3,3,0,3,3,3,3,3
redacted,redacted,redacted,864689,redacted,psc-041-002-wq-2023,133,150,Graded,168935111,3/16/2023 13:56,0:00:00,0,1,10,1.5,2,5,5,9,1.5,2,2,7,10,10,5,5,5,2.5,10,7.5,3,3,3,3,3,0,3,3,3,3,3,3
redacted,redacted,redacted,907718,redacted,psc-041-002-wq-2023,149.75,150,Graded,168936808,3/16/2023 14:04,0:00:00,1,1,9.75,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,277425,redacted,psc-041-001-wq-2023,125,150,Graded,168936809,3/16/2023 14:04,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,9.5,10,10,5,0,5,2.5,10,7,3,3,3,3,3,0,3,0,0,3,3,3
redacted,redacted,redacted,601701,redacted,psc-041-001-wq-2023,145.5,150,Graded,168936810,3/16/2023 14:04,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,9,10,10,5,5,5,10,10,6.5,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,115362,redacted,psc-041-002-wq-2023,129.5,150,Graded,168936811,3/16/2023 14:04,0:00:00,0,1,10,1.5,2,5,5,9,1.5,2,2,10,6.5,10,5,5,5,2.5,10,7.5,3,3,3,3,3,3,3,0,3,0,3,3
redacted,redacted,redacted,429085,redacted,psc-041-002-wq-2023,104,150,Graded,168936812,3/16/2023 14:04,0:00:00,0,1,10,1.5,2,5,5,5.5,1.5,2,2,8,10,0,0,5,5,5,10,8.5,3,3,3,3,3,0,0,0,3,0,0,0
redacted,redacted,redacted,422809,redacted,psc-041-002-wq-2023,116.5,150,Graded,168936813,3/16/2023 14:04,0:00:00,3,1,10,1.5,2,5,5,10,1.5,2,0,10,6.5,10,0,5,5,5,10,7,3,3,3,3,0,0,3,0,3,3,0,0
redacted,redacted,redacted,216877,redacted,psc-041-001-wq-2023,113.5,150,Graded,168936814,3/16/2023 14:04,0:00:00,0,1,10,1.5,2,5,5,1,0,2,2,9.5,10,0,5,5,5,6.5,10,10,3,3,3,3,3,0,3,3,3,0,0,0
redacted,redacted,redacted,613766,redacted,psc-041-002-wq-2023,143.5,150,Graded,168936815,3/16/2023 14:04,0:00:00,1,1,10,1.5,2,5,5,10,1.5,2,2,10,6.5,10,5,5,5,10,10,10,3,3,3,3,3,3,3,3,3,3,3,0
redacted,redacted,redacted,844340,redacted,psc-041-002-wq-2023,77.25,150,Graded,168936816,3/16/2023 14:04,0:00:00,0,1,9.75,1.5,0,0,0,1,1.5,2,2,0,10,10,5,5,5,2.5,10,0,3,0,0,3,0,3,0,0,3,0,0,0
redacted,redacted,redacted,556020,redacted,psc-041-002-wq-2023,111.25,150,Graded,168936817,3/16/2023 14:04,0:00:00,1,1,10,1.5,2,5,5,7,1.5,2,2,6,4.25,6.5,5,5,5,5,10,4.5,3,3,3,0,0,3,3,0,0,3,3,3
redacted,redacted,redacted,116312,redacted,psc-041-002-wq-2023,113,150,Graded,168936818,3/16/2023 14:04,0:00:00,0,1,10,0,2,5,5,9,1.5,2,0,5,10,0,5,5,5,2.5,10,9,3,3,3,3,3,3,3,0,3,0,3,0
redacted,redacted,redacted,700670,redacted,psc-041-001-wq-2023,119.5,150,Graded,168936819,3/16/2023 14:04,0:00:00,0,1,8.5,1.5,2,5,5,5.5,1.5,2,2,5,10,6.5,5,5,5,4,10,6,3,3,3,0,3,3,0,3,3,3,3,3
redacted,redacted,redacted,682407,redacted,psc-041-001-wq-2023,136.5,150,Graded,168936820,3/16/2023 14:04,0:00:00,0,1,10,1.5,2,5,5,8.5,1.5,2,0,10,10,10,5,5,5,7.5,10,5.5,3,3,3,3,3,3,3,0,3,3,3,3
redacted,redacted,redacted,156364,redacted,psc-041-002-wq-2023,118.75,150,Graded,168936821,3/16/2023 14:04,0:00:00,0,1,7,1.5,2,5,5,10,1.5,2,0,10,4.25,10,5,5,5,2.5,10,0,3,0,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,288842,redacted,psc-041-001-wq-2023,150,150,Graded,168936822,3/16/2023 14:04,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,10,10,10,5,5,5,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,840463,redacted,psc-041-001-wq-2023,139,150,Graded,168936823,3/16/2023 14:04,0:00:00,2,1,10,1.5,2,5,5,8.5,1.5,2,2,10,10,10,5,5,5,4,10,6.5,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,721359,redacted,psc-041-001-wq-2023,134.5,150,Graded,168936824,3/16/2023 14:04,0:00:00,1,1,10,1.5,2,5,5,10,1.5,2,2,10,6.5,6.5,5,5,5,6.5,10,5,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,497496,redacted,psc-041-001-wq-2023,120.5,150,Graded,168936825,3/16/2023 14:04,0:00:00,3,1,10,1.5,2,5,5,10,1.5,2,2,9.5,6.5,6.5,5,5,5,5,10,5,3,3,3,3,3,3,3,0,3,0,0,0
redacted,redacted,redacted,843535,redacted,psc-041-002-wq-2023,116.5,150,Graded,168936826,3/16/2023 14:04,0:00:00,0,1,10,1.5,2,5,5,1,1.5,2,2,7.5,6.5,6.5,5,5,5,2.5,10,5.5,3,3,3,3,3,3,3,0,3,3,3,3
redacted,redacted,redacted,560484,redacted,psc-041-001-wq-2023,135,150,Graded,168936827,3/16/2023 14:04,0:00:00,0,1,10,1.5,2,5,5,10,1.5,2,2,10,6.5,10,5,5,5,7.5,10,7,3,3,3,3,3,3,3,3,3,0,3,0
redacted,redacted,redacted,214276,redacted,psc-041-002-wq-2023,108.75,150,Graded,168936828,3/16/2023 14:04,0:00:00,2,1,9.75,1.5,2,5,5,1,1.5,2,2,8.5,6.5,10,5,5,5,5,0,10,3,0,0,0,3,3,3,3,3,0,3,3
redacted,redacted,redacted,449769,redacted,psc-041-002-wq-2023,134,150,Graded,168936829,3/16/2023 14:04,0:00:00,2,1,8.5,1.5,2,5,5,10,1.5,2,2,9,10,10,5,5,5,5,10,7.5,3,3,3,3,3,0,3,0,3,3,3,3
redacted,redacted,redacted,643893,redacted,psc-041-001-wq-2023,103,150,Graded,168936830,3/16/2023 14:04,0:00:00,1,1,0,1.5,2,5,5,7,1.5,2,2,10,6.5,10,5,5,0,2.5,10,4,0,3,3,3,3,3,3,3,3,0,0,0
redacted,redacted,redacted,324553,redacted,psc-041-001-wq-2023,135,150,Graded,168936831,3/16/2023 14:04,0:00:00,1,1,10,1.5,2,5,5,5.5,0,2,2,10,10,10,5,5,5,2.5,10,8.5,3,3,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,825875,redacted,psc-041-001-wq-2023,129,150,Graded,168936832,3/16/2023 14:04,0:00:00,0,1,10,1.5,2,5,5,7,1.5,2,2,10,10,10,5,5,5,10,10,10,3,3,3,0,3,0,3,0,0,0,3,0
redacted,redacted,redacted,362052,redacted,psc-041-001-wq-2023,120,150,Graded,168936833,3/16/2023 14:04,0:00:00,0,1,10,1.5,2,5,5,7,1.5,2,2,9,3.5,10,5,5,5,2.5,10,7,3,3,3,3,3,3,3,3,0,3,0,0
