name,id,sis_id,anon_id,section,section_id,section_sis_id,submitted,attempt,consent,0,2091825: What is your age in years?(enter number only,0,2091826: What is your year in university?,0,2091827: My gender identity is:,0,2176799: Are you an International student?,1,2091828: Is English your first language?,0,"2091829: Which of the following best describes your academic experience when it comes to learning in English? (Fill in the blank with a number 0-100%)

_______% of my academic experience has been in English (the rest was in a language other than English)",0,2091830: How well do you read English? Select the highest level of reading that you are confident with.,0,2091831: My ethnicity is (select all that apply):,0,2091832: Which of following best describes your father's education?,0,2091833: Which of following best describes your mother's education?,0,2177181: Which of the following best describes your parents' relationship to each other? ,1,2177184: How much financial support do you receive from your parents currently?,1,"2091834: When you were in high school, did you qualify for a 'free or reduced cost lunch' program? 'Free or reduced cost lunch' programs are designed to improve nutrition among low-income students. If your family made very little money, you likely qualified for 'free lunch'.",0,"2091835: Do you currently qualify for a Pell Grant? A Pell Grant is money from the federal government that is given to students with high financial need. If your family income is below about $50,000 then you qualify for a Pell Grant.",0,"2177185: On average, how many minutes a day do you spend on social media? (Enter number in minutes)",1,"2177186: In the last 7 days, how many hours did you spend on course work? (Enter number in hours: e.g., 1 hour and 20 minutes = 1.33)",1,2091836: Did you transfer to UC Davis from a community college?,0,n correct,n incorrect,score
redacted,redacted,redacted,208750,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-10 21:31:24 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Sophomore - 2nd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Hispanic or Latino,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Together,0,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,Decline to answer,0,100,1,12,1,No,0,5,13,5
redacted,redacted,redacted,889441,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-10 19:06:04 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,"He attended some college, but left before he earned a 4-year degree",0,She earned a graduate degree (Masters or Ph.D),0,Separated,0,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,240,1,3,1,No,0,7,11,5
redacted,redacted,redacted,216877,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-10 16:13:50 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Freshman - 1st year,0,Non-binary or Genderqueer,0,"No, I am not an international student",0,English is not my first language,0,99,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,"Middle Eastern or West Asian,Caucasian",0,He earned a 4-year degree,0,She earned a graduate degree (Masters or Ph.D),0,Divorced,0,1- No support,1,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,180,1,50,1,No,0,8,10,5
redacted,redacted,redacted,815620,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-10 05:20:38 UTC,1,,0,19,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,80,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Hispanic or Latino,0,He left school before he graduated from high school,0,She never attended school,0,Together,0,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,60,1,4.5,1,No,0,7,11,5
redacted,redacted,redacted,587423,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-09 23:46:58 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Man,0,"No, I am not an international student",0,English is my first language,0,90,0,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",0,"East or South East Asian,Caucasian",0,He earned a 4-year degree,0,She earned a 4-year degree,0,Divorced,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,100,1,20,1,No,0,6,12,5
redacted,redacted,redacted,493377,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-08 21:51:30 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Man,0,"No, I am not an international student",0,English is not my first language,0,90,0,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",0,South Asian,0,He left when he graduated from high school (or GED),0,"She attended some college, but left before she earned a 4-year degree",0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do not qualify for a Pell Grant,0,45,1,4,1,No,0,6,12,5
redacted,redacted,redacted,113553,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-08 17:45:33 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Sophomore - 2nd year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,85,0,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",0,East or South East Asian,0,He left when he graduated from high school (or GED),0,She earned a 4-year degree,0,Together,0,2- Very little support (e.g. gifts at holidays and birthdays),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,600,1,8,1,No,0,6,12,5
redacted,redacted,redacted,331406,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-08 05:34:23 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Non-binary or Genderqueer,0,"No, I am not an international student",0,English is not my first language,0,100,0,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",0,Hispanic or Latino,0,He left school before he graduated from high school,0,She left school before she graduated from high school,0,Together,0,1- No support,1,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,60,1,300,0,No,0,6,12,5
redacted,redacted,redacted,444720,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-08 01:46:30 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Black or African American,0,He earned a graduate degree (Masters or Ph.D),0,She earned a graduate degree (Masters or Ph.D),0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,120,1,30,1,No,0,5,13,5
redacted,redacted,redacted,471494,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-07 18:35:12 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Sophomore - 2nd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,90%,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I don't know if I qualify for a Pell Grant,0,3,1,1.5,1,No,0,5,13,5
redacted,redacted,redacted,976464,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-07 16:47:50 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,21,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,"Hispanic or Latino,Caucasian",0,He earned a 4-year degree,0,She left school before she graduated from high school,0,Separated,0,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,10,1,40,1,No,0,7,11,5
redacted,redacted,redacted,760890,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-07 00:03:22 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,95%,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Hispanic or Latino,0,He left school before he graduated from high school,0,She left school when she graduated from high school (or GED),0,Together,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I don't know if I qualify for a Pell Grant,0,60,1,6,1,No,0,5,13,5
redacted,redacted,redacted,354907,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-06 21:22:39 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,90,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Caucasian,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,60,1,1.5,1,No,0,6,12,5
redacted,redacted,redacted,167773,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-06 10:54:59 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Freshman - 1st year,0,Woman,0,"Yes, I am an international student",1,English is not my first language,0,90,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,240,1,10,1,No,0,6,12,5
redacted,redacted,redacted,687838,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-06 01:51:18 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,90,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,He earned a 4-year degree,0,"She attended some college, but left before she earned a 4-year degree",0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I don't know if I qualified for a 'free or reduced cost lunch' program,0,I do not qualify for a Pell Grant,0,420,1,21,1,No,0,6,12,5
redacted,redacted,redacted,530411,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-05 22:52:27 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,"Black or African American,Caucasian",0,He earned a 4-year degree,0,She earned a graduate degree (Masters or Ph.D),0,Divorced,0,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,90,1,20.35,1,No,0,6,12,5
redacted,redacted,redacted,268619,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-05 19:08:19 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,South Asian,0,He earned a graduate degree (Masters or Ph.D),0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I don't know if I qualify for a Pell Grant,0,120,1,5.3,1,No,0,5,13,5
redacted,redacted,redacted,755204,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-05 02:57:26 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,21,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,95,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Hispanic or Latino,0,He left when he graduated from high school (or GED),0,"She attended some college, but left before she earned a 4-year degree",0,Separated,0,7- Fully supported (e.g All necessities are provided or paid for),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,30,1,55,1,No,0,6,12,5
redacted,redacted,redacted,497496,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-03 20:32:05 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,90,0,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",0,Hispanic or Latino,0,He left school before he graduated from high school,0,She left school before she graduated from high school,0,Divorced,0,2- Very little support (e.g. gifts at holidays and birthdays),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,130,1,30,1,Yes,0,7,11,5
redacted,redacted,redacted,939066,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-03 19:55:09 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Man,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Together,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I don't know if I qualified for a 'free or reduced cost lunch' program,0,I do not qualify for a Pell Grant,0,60,1,7,1,No,0,6,12,5
redacted,redacted,redacted,781433,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-03 19:35:59 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Man,0,"No, I am not an international student",0,English is my first language,0,100,0,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",0,Hispanic or Latino,0,He never attended school,0,She left school before she graduated from high school,0,Together,0,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,90,1,4,1,No,0,10,8,5
redacted,redacted,redacted,825875,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-03 16:57:56 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,90%,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Black or African American,0,I don't know,0,She earned a 4-year degree,0,Divorced,0,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,90,1,20,1,No,0,6,12,5
redacted,redacted,redacted,938861,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-03 16:10:12 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,,0,90,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,South Asian,0,He earned a graduate degree (Masters or Ph.D),0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,250,1,20.6,1,No,0,5,13,5
redacted,redacted,redacted,480961,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-02 22:08:40 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Caucasian,0,He earned a graduate degree (Masters or Ph.D),0,She earned a graduate degree (Masters or Ph.D),0,Divorced,0,7- Fully supported (e.g All necessities are provided or paid for),0,I don't know if I qualified for a 'free or reduced cost lunch' program,0,I don't know if I qualify for a Pell Grant,0,120,1,12,1,No,0,5,13,5
redacted,redacted,redacted,499213,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-02 19:50:29 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Non-binary or Genderqueer,0,"No, I am not an international student",0,English is my first language,0,90,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Hispanic or Latino,0,He left school before he graduated from high school,0,She left school before she graduated from high school,0,Single,1,2- Very little support (e.g. gifts at holidays and birthdays),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,120,1,7,1,No,0,8,10,5
redacted,redacted,redacted,441521,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-02 19:42:47 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Man,0,"No, I am not an international student",0,English is my first language,0,90,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,"Hispanic or Latino,Pacific Islander",0,He earned a 4-year degree,0,She earned a 4-year degree,0,Together,0,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",0,I don't know if I qualified for a 'free or reduced cost lunch' program,0,I do qualify for a Pell Grant,0,120,1,10,1,No,0,7,11,5
