"anon_id","age","year","gender","int_student","esl","e_exp","e_lvl","URM","p_education","m_education","par_rel","fin_support","ses","grant","soc_med","hw_time","transfer","first_gen","exam1","exam2","exam3","exam4","exam5","exam6","prep_p_raw","extra_credit","e_correct","p_p_final","exam_total","final_grade","opt_in"
120124,18,1,"Man",0,1,80,6,9,6,6,"Together",7,0,0,45,9.5,0,0,93,88.7533333333333,93.1666666666667,96,98.3333333333333,NA,297.13,15,5,250,93.8506666666667,96.888,1
846172,21,4,"Woman",0,1,100,6,4,3,NA,"Together",7,2,2,360,10,0,1,54.3333333333333,51.6666666666667,66.6666666666667,62,67,NA,269.33,15,5,250,60.3333333333333,71.75,1
841731,20,2,"Man",0,1,100,6,2,4,4,"Together",6,1,2,180,15,0,1,78.6666666666667,79.5,94.6666666666667,68.3333333333333,83.5,82,257.87,10,0,250,83.6666666666667,88.75,0
700670,18,1,"Man",0,0,100,6,9,5,5,"Together",7,2,0,50,12,0,0,87.6666666666667,83.8333333333333,79.8333333333333,89,79.6666666666667,84,389.15,15,5,250,84.8666666666667,90.15,1
646067,18,1,"Man",0,1,100,6,4,2,3,"Together",3,2,1,300,40,0,1,92.3333333333333,94.3333333333333,81.3333333333333,88.3333333333333,85.6666666666667,NA,302.88,14.5,4.5,250,88.4,92.75,1
666059,19,2,"Woman",0,1,100,6,4,3,4,"Divorced",5,2,1,360,50,0,1,96.3333333333333,91.6666666666667,NA,94,92.5,78,294.28,10,0,250,90.5,93.875,0
706979,19,1,"Woman",0,1,100,6,2,5,4,"Divorced",6,0,0,90,30,0,1,92.1666666666667,88,96.6666666666667,85.6666666666667,92.6666666666667,NA,368.61,10,0,250,91.0333333333333,94.275,0
504530,20,3,"Man",0,0,90,6,9,4,4,"Together",6,2,1,120,30,1,1,86.8333333333333,70,78.6666666666667,87.3333333333333,83.6666666666667,70,326.29,15,5,250,81.3,87.475,1
214276,21,2,"Man",1,0,30,3,3,2,4,"Together",7,0,0,180,7,0,1,70,80.8333333333333,54.5,81.6666666666667,72.5,68,299.39,10,0,250,74.6,81.95,0
805091,19,2,"Woman",0,1,90,6,3,5,5,"Together",6,2,1,180,4,0,0,65.3333333333333,73.5,68,68.5,92.6666666666667,68,253.41,14.9,4.9,250,74.1333333333333,82.09,1
100168,19,2,"Man",1,0,50,6,3,6,6,"Together",7,0,0,300,15,0,0,81.1666666666667,82.6666666666667,80,78.6666666666667,88.6666666666667,82,334.48,15,5,250,82.9,88.675,1
690059,20,3,"Man",0,NA,90,6,3,4,4,"Together",NA,2,NA,40,10,0,1,NA,NA,85.1666666666667,87.3333333333333,96.6666666666667,90,325.99,14.9,4.9,250,71.8333333333333,80.365,1
862880,19,1,"Woman",0,0,100,6,3,3,NA,"Together",7,0,0,1200,0.83,0,1,87,85.3333333333333,69.8333333333333,NA,75.5,82,251.14,10,0,250,79.9333333333333,85.95,0
745036,21,3,"Man",1,0,80,3,3,5,6,"Together",4,0,0,90,8,0,0,71.8333333333333,74.6666666666667,73.5,54,57,66,209.56,10,0,209.56,68.6,73.406,0
370378,20,1,"Woman",1,0,40,NA,NA,NA,NA,"Together",NA,NA,NA,180,1.5,0,NA,68,63.8333333333333,87.8333333333333,89.6666666666667,74.5,NA,291.37,15,5,250,76.7666666666667,84.075,1
297437,18,2,"Other",0,1,100,6,4,2,4,"Single",3,2,1,100,8,0,1,86.6666666666667,55.6666666666667,65.3333333333333,67,66.6666666666667,70,314.93,10,0,250,71.1333333333333,79.35,0
840463,18,1,"Woman",0,1,100,4,3,NA,NA,"Together",7,1,0,120,20,0,NA,73.8333333333333,81.1666666666667,78.3333333333333,87.3333333333333,92.6666666666667,78,340.29,14.9,4.9,250,83.5,89.115,1
267132,20,2,"Man",0,1,99,6,2,NA,4,"Separated",3,1,1,120,4.5,0,1,63.6666666666667,68.3333333333333,89.3333333333333,49.6666666666667,76,NA,299.43,10,0,250,69.4,78.05,0
566878,20,3,"Man",0,1,100,6,4,5,4,"Together",7,1,1,180,35,1,1,79.5,77.3333333333333,74.1666666666667,73.6666666666667,77.6666666666667,NA,265.72,14.9,4.9,250,76.4666666666667,83.84,1
270982,19,1,"Man",0,0,90,6,3,4,4,"Together",7,2,0,20,23,0,1,60.3333333333333,65.5,77.6666666666667,56,76,78,391.42,14.8,4.8,250,71.5,80.105,1
925742,18,1,"Man",0,1,100,6,3,5,6,"Together",7,0,0,120,10,0,0,75.1666666666667,91.3333333333333,84,93.1666666666667,82.3333333333333,80,250.81,5,0,250,86.1666666666667,90.125,0
221958,21,3,"Woman",0,0,90,5,3,3,3,"Together",2,2,1,300,10,0,1,82.1666666666667,77.6666666666667,78.3333333333333,74.3333333333333,NA,72,278.51,10,0,250,76.9,83.675,0
920586,19,2,"Woman",1,0,30,3,3,5,5,"Together",7,1,2,200,4,0,0,NA,44.8333333333333,73.5,59,77.3333333333333,66,317.78,10,0,250,64.1333333333333,74.1,0
840605,20,2,"Woman",0,0,95,6,9,6,6,"Together",7,0,0,95,14,0,0,45.6666666666667,59.3333333333333,64.8333333333333,54.6666666666667,73.6666666666667,72,317.47,14.9,4.9,250,64.9,75.165,1
992343,22,4,"Woman",0,0,100,6,4,3,3,"Together",1,2,1,300,3,0,1,42.6666666666667,45.6666666666667,NA,37.6666666666667,52.6666666666667,54,346.14,10,0,250,46.5333333333333,60.9,0
548019,18,1,"Other",0,1,100,6,2,6,5,"Together",6,0,1,120,4,0,0,73.5,92.3333333333333,87.1666666666667,76.3333333333333,83.1666666666667,70,262.63,10,0,250,82.5,87.875,0
927645,19,2,"Man",0,1,100,6,1,5,5,"Together",6,2,2,120,8,0,0,68.3333333333333,64.3333333333333,87.6666666666667,69,79.6666666666667,54,264.95,10,0,250,73.8,81.35,0
806039,18,1,"Woman",0,0,95,4,4,4,3,"Together",5,2,1,180,25,0,1,77.6666666666667,79.8333333333333,88.3333333333333,84,91.3333333333333,72,361.5,15,5,250,84.2333333333333,89.675,1
980357,20,2,"Woman",1,0,75,6,4,6,5,"Separated",7,1,1,100,9,0,0,75.3333333333333,65.3333333333333,NA,84.6666666666667,77.6666666666667,84,261.86,5,0,250,77.4,83.55,0
316657,19,1,"Woman",0,1,100,6,4,3,3,"Together",6,2,1,180,28,0,1,88.1666666666667,78.1666666666667,91,90.6666666666667,95,NA,365,14.9,4.9,250,88.6,92.94,1
574860,21,4,"Woman",0,1,95,6,2,5,4,"Together",1,0,0,250,20,1,1,77.3333333333333,87.3333333333333,87.1666666666667,84.6666666666667,92.3333333333333,NA,278.05,10,0,250,85.7666666666667,90.325,0
484728,22,5,"Man",0,1,100,6,2,4,4,"Together",3,2,0,90,10,0,1,82.6666666666667,88.5,76.3333333333333,77.5,79.5,82,253.83,14.9,4.9,250,82.0333333333333,88.015,1
238823,20,3,"Man",0,1,100,6,3,5,5,"Together",7,1,2,120,3,0,0,89.6666666666667,89,88.3333333333333,94.6666666666667,95.6666666666667,NA,309.14,15,5,250,91.4666666666667,95.1,1
936273,20,3,"Woman",0,1,100,6,2,6,6,"Together",7,0,0,287,12,0,0,84,65,88,85.1666666666667,87.6666666666667,NA,330.88,10,0,250,81.9666666666667,87.475,0
822014,18,1,"Woman",1,0,50,3,3,6,6,"Together",6,0,0,240,50,0,0,80.6666666666667,85.6666666666667,95.1666666666667,77.3333333333333,84.6666666666667,84,343.49,15,5,250,86.0333333333333,91.025,1
843535,21,3,"Woman",0,1,100,5,4,2,NA,"Together",6,2,1,120,11,0,1,56.6666666666667,80.6666666666667,77.6666666666667,66,77.6666666666667,68,266.08,10,0,250,74,81.5,0
690036,20,2,"Woman",1,0,20,4,3,6,6,"Divorced",7,0,1,120,10,0,0,78.6666666666667,82.8333333333333,95.3333333333333,85.8333333333333,73.8333333333333,66,335.14,15,5,250,83.3,88.975,1
912689,20,3,"Woman",0,1,100,6,2,6,5,"Together",5,0,0,60,25,1,0,74.8333333333333,77,66.6666666666667,73.3333333333333,73,78,297.76,10,0,250,75.2333333333333,82.425,0
756469,20,3,"Man",1,0,30,3,3,6,5,"Together",6,0,0,200,14,0,0,75,75.3333333333333,83.6666666666667,80.5,92,94,392.92,14.7,4.7,250,85.1,90.295,1
186775,19,2,"Man",0,1,95,6,8,4,6,"Together",7,2,1,45,84,0,1,80.3333333333333,74.5,50.8333333333333,97.3333333333333,86,NA,278.4,10,0,250,77.8,84.35,0
342170,18,1,"Woman",0,1,65,4,4,3,4,"Together",7,2,0,240,24,0,1,61.6666666666667,54,70.6666666666667,75.8333333333333,58.6666666666667,72,392.83,14,4,250,67.7666666666667,77.225,1
914016,20,3,"Woman",0,1,50,6,3,2,3,"Together",7,2,1,200,14,0,1,63,72.6666666666667,68.5,72.5,57.3333333333333,64,270.33,10,0,250,68.1333333333333,77.1,0
843368,18,1,"Woman",0,0,95,5,4,3,3,"Together",6,2,2,90,28,0,1,64.3333333333333,79.8333333333333,82.3333333333333,87,87.3333333333333,66,336.05,10,0,250,80.5,86.375,0
172263,19,2,"Woman",0,0,100,6,9,6,5,"Together",7,0,0,180,40,0,0,90.8333333333333,79.6666666666667,92.5,97.3333333333333,88.3333333333333,NA,252.52,14.9,4.9,250,89.7333333333333,93.79,1
710489,18,1,"Man",0,1,100,6,4,2,4,"Single",6,2,1,30,12,1,1,83.5,79.5,83.3333333333333,81.3333333333333,66,NA,250.63,10,0,250,78.7333333333333,85.05,0
277425,18,1,"Woman",0,1,100,6,4,NA,NA,"Single",5,2,1,40,10,0,NA,71.3333333333333,64.5,70.8333333333333,82,83.3333333333333,NA,301.26,15,5,250,74.4,82.3,1
469937,22,4,"Woman",0,0,99,6,3,3,3,"Together",7,3,0,180,7,0,1,87.6666666666667,94.1666666666667,92.5,85.6666666666667,91.1666666666667,NA,265.19,10,0,250,90.2333333333333,93.675,0
681486,20,2,"Woman",1,0,30,4,3,3,4,"Together",7,1,0,75,35,0,1,68.3333333333333,84.5,76.5,74.6666666666667,70.6666666666667,NA,253.17,10,0,250,74.9333333333333,82.2,0
575085,18,1,"Man",1,0,20,2,3,5,5,"Together",7,1,2,300,25,0,0,NA,53,65.3333333333333,57.3333333333333,91,52,299.51,10,0,250,63.7333333333333,73.8,0
340708,20,2,"Woman",1,0,40,3,3,5,5,"Together",7,0,0,300,3,0,0,61.3333333333333,63,56,74.3333333333333,71,68,372.95,10,0,250,67.5333333333333,76.65,0
980587,18,1,"Woman",0,1,100,6,3,4,5,"Together",7,0,0,90,21,0,1,91.8333333333333,95,91.5,92,90.6666666666667,NA,389.29,10,0,250,92.2,95.15,0
335736,21,3,"Woman",0,0,100,4,NA,2,NA,"Together",7,2,1,180,33,1,1,NA,70.6666666666667,81,85.3333333333333,90.3333333333333,74,241.58,10,0,241.58,80.2666666666667,85.358,0
190892,20,3,"Woman",0,1,99,6,2,6,6,"Together",5,0,0,80,25,0,0,60.6666666666667,59.5,76.3333333333333,64,65,56,340.85,15,5,250,65.1,75.325,1
447538,20,3,"Woman",0,1,100,6,2,6,6,"Together",7,0,0,60,15,0,0,88.5,85.8333333333333,95.5,87.8333333333333,95.6666666666667,NA,277.7,10,5,250,90.6666666666667,94,1
859374,20,1,"Man",1,0,50,6,3,2,4,"Together",7,0,0,100,5,0,1,88.6666666666667,81.6666666666667,87.3333333333333,90.6666666666667,98.3333333333333,NA,256.06,15,5,250,89.3333333333333,93.5,1
139950,18,1,"Woman",1,1,90,6,4,6,6,"Together",7,0,0,240,5.5,0,0,48.6666666666667,83.3333333333333,78.8333333333333,82.6666666666667,85.6666666666667,74,321.45,15,5,250,80.9,87.175,1
229553,20,3,"Man",1,0,50,5,3,5,5,"Divorced",7,0,0,180,10,0,0,83.5,89.5,84,71.3333333333333,74.8333333333333,NA,297.21,10,0,250,80.6333333333333,86.475,0
218653,19,2,"Woman",1,0,60,4,3,NA,5,"Divorced",7,0,0,60,8,0,0,89.5,97.3333333333333,96.1666666666667,85.3333333333333,77.6666666666667,NA,319.69,10,0,250,89.2,92.9,0
487505,18,1,"Man",0,1,95,6,4,5,6,"Together",6,2,0,120,13,1,0,51,64.6666666666667,66.1666666666667,65,66.5,NA,361.54,10,0,250,62.6666666666667,73,0
237582,20,2,"Woman",0,0,100,5,3,NA,1,NA,4,2,1,180,20,0,1,70.1666666666667,73,69.6666666666667,68,56.8333333333333,64,371.93,10,0,250,68.9666666666667,77.725,0
805441,20,2,"Woman",0,0,90,6,NA,2,3,"Together",6,0,1,20,7.5,0,1,47.6666666666667,42.6666666666667,78.1666666666667,62.3333333333333,68.8333333333333,40,386.74,14.7,4.7,250,59.9333333333333,71.42,1
570810,20,3,"Woman",0,0,100,5,4,3,3,"Together",6,2,1,120,10,0,1,69,82.5,82.8333333333333,79,70,74,307.31,14.9,4.9,250,77.6666666666667,84.74,1
840840,22,4,"Man",0,0,95,6,4,3,NA,"Together",3,2,0,720,12.33,1,1,73.6666666666667,NA,86.8333333333333,68.1666666666667,84.6666666666667,NA,354.33,10,0,250,62.6666666666667,73,0
147145,18,1,"Woman",1,0,75,4,3,6,6,"Divorced",NA,NA,2,180,18.5,0,0,49,64.1666666666667,70.5,59.8333333333333,57.3333333333333,52,319.11,10,0,250,60.7666666666667,71.575,0
758184,20,3,"Woman",0,1,100,6,3,5,6,"Together",6,0,1,120,3,0,0,86.6666666666667,88.1666666666667,92.8333333333333,89.6666666666667,NA,72,284.46,10,0,250,85.8666666666667,90.4,0
485565,18,1,"Woman",0,1,100,6,9,5,6,"Divorced",7,0,0,240,20,0,0,86.6666666666667,82.1666666666667,85,87.8333333333333,94.6666666666667,78,348.22,15,5,250,87.2666666666667,91.95,1
737475,19,3,"Woman",1,0,40,4,3,5,5,"Together",7,0,0,300,56,0,0,93.6666666666667,91.3333333333333,91,95.6666666666667,95.6666666666667,NA,301.46,10,0,250,93.4666666666667,96.1,0
324135,19,2,"Man",0,0,95,6,5,5,6,"Together",7,0,0,120,21,0,0,78.3333333333333,80.6666666666667,76.3333333333333,69.6666666666667,80.5,NA,313.91,10,0,250,77.1,83.825,0
999023,19,2,"Woman",0,1,100,6,4,4,5,"Together",6,0,0,300,30,0,1,84,77.6666666666667,85.3333333333333,91.5,85,74,270.2,10,0,250,84.7,89.525,0
116312,19,2,"Woman",0,1,100,6,2,2,NA,"Together",6,0,0,360,13,0,1,59,78.8333333333333,73.5,66.3333333333333,75.3333333333333,78,257.75,10,0,250,74.4,81.8,0
273032,18,1,"Man",0,1,80,6,3,6,5,"Together",6,0,0,120,18,0,0,74.6666666666667,71,71.6666666666667,78.6666666666667,58.1666666666667,NA,248.62,10,0,248.62,70.8333333333333,78.987,0
796250,19,2,"Woman",0,0,100,6,3,4,4,"Divorced",7,NA,1,300,30,0,1,87.8333333333333,87.5,89.1666666666667,90.6666666666667,80.6666666666667,NA,375.76,10,0,250,87.1666666666667,91.375,0
861958,20,3,"Man",0,1,95,6,3,5,5,"Together",6,0,0,180,12,0,0,79.3333333333333,72.8333333333333,84.8333333333333,90.6666666666667,79.8333333333333,NA,315.43,14.9,4.9,250,81.5,87.615,1
431825,19,2,"Woman",0,0,95,6,3,3,3,"Together",1,2,1,120,15,0,1,89,79,83,75.6666666666667,84,82,343.68,14.9,4.9,250,83.4,89.04,1
769753,19,2,"Woman",0,1,100,6,9,6,6,"Together",7,0,0,120,180,0,0,88,76.3333333333333,76,88,87.3333333333333,86,258.32,15,5,250,85.1333333333333,90.35,1
819157,19,2,"Woman",0,1,90,6,2,6,6,"Together",6,0,0,180,20,0,0,77.3333333333333,82.8333333333333,71.1666666666667,88,88.6666666666667,82,281.54,15,5,250,83.7666666666667,89.325,1
309943,20,3,"Woman",1,0,50,4,3,NA,NA,"Together",7,0,2,420,30,0,NA,82.1666666666667,90.8333333333333,89.6666666666667,84,74,76,250.75,10,0,250,84.5333333333333,89.4,0
820879,20,3,"Man",0,1,90,6,9,5,4,"Separated",4,3,0,16,25,0,1,84.3333333333333,83,67.8333333333333,91.3333333333333,90.6666666666667,82,273.38,15,5,250,86.2666666666667,91.2,1
975639,18,1,"Woman",0,0,100,6,4,3,3,"Together",3,2,1,350,900,0,1,68.1666666666667,72.3333333333333,76.3333333333333,74.6666666666667,77.6666666666667,72,316.66,10,0,250,74.6,81.95,0
327020,18,1,"Woman",0,1,100,5,9,5,6,"Together",7,0,0,120,30,0,0,97.6666666666667,94.1666666666667,91.3333333333333,94.3333333333333,79.1666666666667,NA,381.35,10,0,250,91.3333333333333,94.5,0
708858,20,3,"Man",0,1,95,6,2,5,5,"Together",6,0,2,180,4,1,0,49.3333333333333,70.3333333333333,47.5,76.3333333333333,67.6666666666667,NA,396.09,15,5,250,62.2333333333333,73.175,1
571323,21,3,"Woman",1,0,80,6,3,5,NA,"Divorced",6,0,0,560,5.33,0,0,81.3333333333333,71.1666666666667,72.8333333333333,66.6666666666667,49.6666666666667,NA,250.04,10,0,250,68.3333333333333,77.25,0
898473,20,3,"Woman",0,0,100,6,3,5,6,"Together",4,2,0,240,27.93,0,0,NA,NA,NA,NA,NA,NA,299.58,10,0,250,0,26,0
116004,18,1,"Other",0,1,95,5,9,6,5,"Together",6,1,0,90,25,0,0,96.3333333333333,93.8333333333333,99.6666666666667,94.3333333333333,100,NA,373.94,10,0,250,96.8333333333333,98.625,0
507880,19,1,"Man",0,0,70,6,3,5,5,"Together",7,1,0,70,5,0,0,88.6666666666667,93.6666666666667,84.1666666666667,85.3333333333333,93,NA,269.71,10,0,250,88.9666666666667,92.725,0
494166,20,3,"Woman",0,0,75,6,5,NA,5,"Divorced",1,2,1,60,2880,1,0,89,77.5,79,91.3333333333333,87.5,NA,277.19,15,5,250,84.8666666666667,90.15,1
