source,anon_id,views3,pv_op,pv_cv,confound,interpret
3_B_Mar23_anon.csv,548019,1,3.5,0,15,1.25
3_B_Mar23_anon.csv,578485,5,4,6.25,15,5
3_B_Mar23_anon.csv,447538,4,4.25,5.75,15,3.25
3_B_Mar23_anon.csv,354907,7,4,6,15,5
3_C_Mar23_anon.csv,471494,3,4,7.5,15,5
3_C_Mar23_anon.csv,644205,6,4,0,2.5,3.75
3_C_Mar23_anon.csv,116004,5,4.5,10,15,5
3_C_Mar23_anon.csv,687844,4,4,7.5,3,5
3_C_Mar23_anon.csv,505593,3,3.75,7,6,3.75
3_C_Mar23_anon.csv,946353,6,5,4.25,8.5,3.75
3_C_Mar23_anon.csv,156364,1,3.5,7,7,2.5
3_C_Mar23_anon.csv,274235,0,3.5,0,2.5,2.5
3_C_Mar23_anon.csv,967176,3,3,10,0,5
3_C_Mar23_anon.csv,298091,1,4.5,3,2.5,2.5
3_C_Mar23_anon.csv,288842,4,4.25,4.25,11,5
3_C_Mar23_anon.csv,652942,6,4.5,0,8.5,3.75
3_C_Mar23_anon.csv,479550,5,3.5,6.75,12,0
3_C_Mar23_anon.csv,840463,19,4.5,0,6.5,2.5
3_C_Mar23_anon.csv,843535,2,5,0,9.5,2.5
3_C_Mar23_anon.csv,214276,7,0,0,0,0
3_C_Mar23_anon.csv,423080,1,4,0,3,2.5
3_C_Mar23_anon.csv,482126,7,0.25,0,15,2.5
3_C_Mar23_anon.csv,127794,0,5,5,4,2.5
3_C_Mar23_anon.csv,643893,5,4,2.25,12,2.5
3_C_Mar23_anon.csv,257545,3,4.5,8,12,3.75
3_C_Mar23_anon.csv,352138,2,0.25,0,12,2.5
3_C_Mar23_anon.csv,190818,1,5,10,12,2.5
3_C_Mar23_anon.csv,177840,1,1.5,4.25,6.5,2.5
3_C_Mar23_anon.csv,646241,4,3.75,0,15,3.75
3_C_Mar23_anon.csv,453529,3,3.75,3.75,15,4.5
3_C_Mar23_anon.csv,268619,0,2.5,0,12,2.5
3_C_Mar23_anon.csv,175573,0,5,0,6,2.5
3_C_Mar23_anon.csv,590181,2,1.5,0,2.5,2.5
3_C_Mar23_anon.csv,920816,0,3,2,5.5,2.5
3_C_Mar23_anon.csv,796147,8,3.75,0,3,3.75
3_C_Mar23_anon.csv,282874,3,3,8,15,2.5
3_C_Mar23_anon.csv,238823,2,0.75,6.25,5.5,5
3_C_Mar23_anon.csv,736790,0,4,9.5,4.5,3.75
3_C_Mar23_anon.csv,128016,1,0.75,1.5,10.5,2.5
3_C_Mar23_anon.csv,143458,3,3.75,7.5,10,2.5
3_C_Mar23_anon.csv,886232,1,3.75,0,5.5,2.5
3_C_Mar23_anon.csv,448698,0,1.5,0,10.5,2.5
3_C_Mar23_anon.csv,208750,0,4,0,12,2.5
3_C_Mar23_anon.csv,970613,0,3.5,6.5,7,5
3_C_Mar23_anon.csv,352012,5,3.25,0,7,3.75
3_C_Mar23_anon.csv,243610,12,3.75,6,9,5
3_C_Mar23_anon.csv,917655,5,5,8.5,10.5,2.5
3_C_Mar23_anon.csv,307053,0,4,0,5.5,2.5
3_C_Mar23_anon.csv,634523,0,3.5,0.5,6,3.75
3_C_Mar23_anon.csv,866180,3,3,0,9,2.5
3_C_Mar23_anon.csv,550977,2,0,0,9,2.5
3_C_Mar23_anon.csv,184622,2,5,3.5,10.5,4.5
3_C_Mar23_anon.csv,124193,2,4,7.5,9,5
3_C_Mar23_anon.csv,478268,2,1.5,8.5,9,3.75
3_C_Mar23_anon.csv,294860,5,5,8.5,9,3.75
3_C_Mar23_anon.csv,846172,1,4,0,8.5,0
3_C_Mar23_anon.csv,603399,0,3.75,0,7.5,2.5
3_C_Mar23_anon.csv,676277,5,5,8.5,7,2.5
3_C_Mar23_anon.csv,392325,1,3.5,9,12,2.5
3_C_Mar23_anon.csv,207486,1,4.25,7.5,12,4.5
3_C_Mar23_anon.csv,980134,4,4.25,10,7.5,2.5
3_C_Mar23_anon.csv,193776,1,4.5,10,10.5,2.5
3_C_Mar23_anon.csv,530411,2,4.25,9,15,5
3_C_Mar23_anon.csv,215621,2,4.75,0,12,2.5
3_C_Mar23_anon.csv,254596,1,3.75,2.75,7,2.5
3_C_Mar23_anon.csv,357173,3,1,3.5,15,3.75
3_C_Mar23_anon.csv,670267,0,4.5,0,12,3.75
3_C_Mar23_anon.csv,335736,9,2.25,0,10.5,3.75
3_C_Mar23_anon.csv,664851,3,3.5,4.5,10.5,2.5
3_C_Mar23_anon.csv,398075,4,3,0,2.5,2.5
3_C_Mar23_anon.csv,378876,5,5,3.25,10,3.75
3_C_Mar23_anon.csv,806039,7,4.5,2,12,5
3_C_Mar23_anon.csv,202048,0,3.75,9,10,5
3_C_Mar23_anon.csv,451623,3,4.5,9,11,5
3_C_Mar23_anon.csv,488889,2,1.5,4.25,10.5,3.75
3_C_Mar23_anon.csv,570810,4,4,0,15,3.75
3_C_Mar23_anon.csv,849990,2,3.75,8,12,2.5
3_C_Mar23_anon.csv,936273,1,4,1,15,2.5
3_C_Mar23_anon.csv,690059,3,1.75,0,10.5,2.5
3_C_Mar23_anon.csv,585527,6,4,8,12,3.75
3_C_Mar23_anon.csv,416172,1,2.5,9.5,11,2.5
3_C_Mar23_anon.csv,646067,9,2,1,11,0
3_C_Mar23_anon.csv,323214,2,4,2.25,15,5
3_C_Mar23_anon.csv,880562,5,5,9,12,2.5
3_C_Mar23_anon.csv,176796,7,4.5,0,12,5
3_C_Mar23_anon.csv,877109,2,4.5,2,15,3.75
3_C_Mar23_anon.csv,862880,1,0.25,1.5,12,5
3_C_Mar23_anon.csv,311227,0,4,0,2.5,5
3_C_Mar23_anon.csv,669717,4,3.75,4.75,10.5,5
3_C_Mar23_anon.csv,657848,3,3,5.75,9,5
3_C_Mar23_anon.csv,864689,0,4.25,3,15,2.5
3_C_Mar23_anon.csv,543411,6,4.5,0,15,3.75
3_C_Mar23_anon.csv,907718,7,4,3.25,15,5
3_C_Mar23_anon.csv,335731,0,3,0,12,1
3_C_Mar23_anon.csv,868406,0,3.25,0,7,5
3_C_Mar23_anon.csv,914016,0,1.5,0,10.5,3.75
3_C_Mar23_anon.csv,348376,0,4.25,6.25,7,2.5
3_C_Mar23_anon.csv,353441,4,3.5,5.5,12,3.75
3_C_Mar23_anon.csv,376854,5,4.5,0,15,5
3_C_Mar23_anon.csv,429085,2,1,0,12,3.75
3_C_Mar23_anon.csv,172263,7,3,9,12,3.75
3_C_Mar23_anon.csv,158198,0,4.5,0,10,3.75
3_C_Mar23_anon.csv,327020,4,4,5,15,5
3_C_Mar23_anon.csv,660431,3,0,0,9,5
3_D_Mar23_anon.csv,993306,2,2,3,7.5,4
3_D_Mar23_anon.csv,958843,3,1.25,0.75,12,4
3_D_Mar23_anon.csv,402997,4,5,9.5,12,4.5
3_D_Mar23_anon.csv,684227,4,3,2.75,15,4.5
3_D_Mar23_anon.csv,883903,11,3.5,0,15,4.5
3_D_Mar23_anon.csv,693045,1,0.75,0,9.5,4.5
3_D_Mar23_anon.csv,151246,2,2.5,0.5,12,4
3_D_Mar23_anon.csv,761526,0,2.5,0.25,12,4
3_D_Mar23_anon.csv,832756,0,3.75,0.75,12,4
3_D_Mar23_anon.csv,893307,4,4.5,10,15,4.5
3_D_Mar23_anon.csv,109338,2,4.25,1.25,15,4.5
3_D_Mar23_anon.csv,187671,2,3.75,5.5,9,4.5
3_D_Mar23_anon.csv,316657,8,4,1,15,4.5
3_D_Mar23_anon.csv,124704,2,3.5,1.5,15,4
3_D_Mar23_anon.csv,282568,1,4.5,10,15,4.5
3_D_Mar23_anon.csv,351711,6,3,4.75,15,4.5
3_D_Mar23_anon.csv,165680,7,4.5,4.25,15,4
3_D_Mar23_anon.csv,426634,2,3.25,6.5,15,4
3_D_Mar23_anon.csv,517181,2,5,5.25,15,4.5
3_D_Mar23_anon.csv,749976,0,5,10,15,4.5
3_D_Mar23_anon.csv,840605,2,0,3.75,12,4
3_D_Mar23_anon.csv,980472,8,5,1.75,12,4.5
3_D_Mar23_anon.csv,741913,1,0,3,10,2
3_D_Mar23_anon.csv,224768,4,0,1.5,10,4
3_D_Mar23_anon.csv,873291,2,5,1.25,15,4.5
3_D_Mar23_anon.csv,676794,0,3,2,12,4.5
3_D_Mar23_anon.csv,806967,1,4,6.25,15,4.5
3_D_Mar23_anon.csv,882657,2,4.5,0,12,4
3_D_Mar23_anon.csv,857405,0,0,0.5,9,4
3_D_Mar23_anon.csv,925742,1,5,0,12,4
3_D_Mar23_anon.csv,743784,10,3.5,9,15,4.5
3_D_Mar23_anon.csv,361425,5,4,6.5,15,4.5
3_D_Mar23_anon.csv,946128,1,3.5,1,9,4
3_D_Mar23_anon.csv,613766,11,1,6.5,15,5
3_D_Mar23_anon.csv,504530,0,4.5,10,12,4
3_D_Mar23_anon.csv,928498,1,0,4.5,15,4
3_D_Mar23_anon.csv,690036,3,4.5,9,12.5,4
3_D_Mar23_anon.csv,785732,0,2.5,3.5,15,4
3_D_Mar23_anon.csv,802566,1,2,2,12,4
3_D_Mar23_anon.csv,652357,0,4.5,0,15,4
3_D_Mar23_anon.csv,912689,0,3,0,9,4.5
3_D_Mar23_anon.csv,356382,6,5,8,15,4
3_D_Mar23_anon.csv,999023,2,3,0,12,4
3_D_Mar23_anon.csv,929062,2,2,9.5,12,4
3_D_Mar23_anon.csv,237582,1,0.5,0,12,4
3_D_Mar23_anon.csv,751500,5,2.25,6,9,4.5
3_D_Mar23_anon.csv,714184,1,4,0,12,4.5
3_D_Mar23_anon.csv,671655,1,2,0,12,4.5
3_D_Mar23_anon.csv,721359,2,4,2.5,10,4.5
3_D_Mar23_anon.csv,560484,5,4,1.5,15,4
3_D_Mar23_anon.csv,627572,7,5,10,8.5,4.5
3_D_Mar23_anon.csv,497496,3,2.25,0,9,4
3_D_Mar23_anon.csv,841390,4,3.5,0,12,4.5
3_D_Mar23_anon.csv,449769,2,4.5,0,15,4
3_D_Mar23_anon.csv,570017,5,1.25,8,15,4.5
3_D_Mar23_anon.csv,868090,0,1.25,5.75,15,4
3_D_Mar23_anon.csv,205295,2,2.5,0,15,4.5
3_D_Mar23_anon.csv,218653,1,3.75,10,15,4.5
3_D_Mar23_anon.csv,889441,0,0,0,15,4
3_D_Mar23_anon.csv,758184,4,3.75,8,12,4.5
3_D_Mar23_anon.csv,802878,4,4,0,15,4.5
3_D_Mar23_anon.csv,980127,4,3.5,10,13.5,5
3_D_Mar23_anon.csv,469937,1,4.25,8,12,4.5
3_D_Mar23_anon.csv,920586,1,2.25,0,12,4
3_D_Mar23_anon.csv,575085,4,3.25,1.75,12,4
3_D_Mar23_anon.csv,882737,4,1.75,0,2.5,4
3_D_Mar23_anon.csv,518197,4,4.5,10,15,4
3_D_Mar23_anon.csv,808560,3,4.5,2.25,10,4.5
3_D_Mar23_anon.csv,191876,7,5,2.25,15,4.5
3_D_Mar23_anon.csv,907662,0,1.25,6,3,4.5
3_D_Mar23_anon.csv,891202,4,4.5,3.75,15,4
3_D_Mar23_anon.csv,972609,5,1.5,0,3,4
3_D_Mar23_anon.csv,635780,4,0.5,1,12,4
3_D_Mar23_anon.csv,587423,2,4,10,15,4
3_D_Mar23_anon.csv,909875,2,0.5,0,10.5,4
3_D_Mar23_anon.csv,867083,0,0.5,0,9,4
3_D_Mar23_anon.csv,776985,3,1.25,0.25,9,4
3_D_Mar23_anon.csv,126548,0,3.5,8,5.5,4
3_D_Mar23_anon.csv,507880,7,0.75,0,12,4.5
3_D_Mar23_anon.csv,167773,1,4.25,5.25,12,4.5
3_D_Mar23_anon.csv,514088,1,2.5,6.75,9,4.5
3_D_Mar23_anon.csv,739544,2,4.25,9,13.5,5
3_D_Mar23_anon.csv,431825,10,4,0,3,4.5
3_D_Mar23_anon.csv,370378,12,3.25,7,6,4
3_D_Mar23_anon.csv,704993,0,2.75,0,9,4
3_D_Mar23_anon.csv,467652,1,2.25,2.75,15,4.5
3_D_Mar23_anon.csv,623912,2,3.75,7.5,12,0
3_D_Mar23_anon.csv,562658,4,4.5,1,12,4
3_D_Mar23_anon.csv,781433,5,0,0,12,4
3_D_Mar23_anon.csv,298840,1,0,0,3,4
3_D_Mar23_anon.csv,760890,1,0,0,9,4
3_D_Mar23_anon.csv,323859,8,2.5,10,15,4.5
3_D_Mar23_anon.csv,187418,0,2.75,0,9,4.5
3_D_Mar23_anon.csv,987447,2,5,5.25,15,4
3_D_Mar23_anon.csv,863598,12,3.25,7.75,15,3.75
3_D_Mar23_anon.csv,341372,5,3,0,15,3.25
3_D_Mar23_anon.csv,840840,2,2,7.25,12,4
3_D_Mar23_anon.csv,939066,5,0.5,0,15,4.5
3_D_Mar23_anon.csv,487505,0,3.25,1,6,4
3_D_Mar23_anon.csv,955242,4,3.25,6.25,15,4.5
3_D_Mar23_anon.csv,282845,5,4.5,1,12,4.5
3_D_Mar23_anon.csv,601701,2,4.25,4,12,5
3_D_Mar23_anon.csv,710489,0,1.5,0,12,4.5
3_D_Mar23_anon.csv,422809,4,5,5,9,4.5
3_D_Mar23_anon.csv,354057,0,4,10,12,4
3_D_Mar23_anon.csv,776965,2,5,1.25,15,4
3_D_Mar23_anon.csv,919451,11,3.5,0,12,4
3_D_Mar23_anon.csv,978499,6,1.5,0,12,4
3_D_Mar23_anon.csv,132340,2,3.25,0,15,4
3_D_Mar23_anon.csv,533181,3,3.5,0,12,4.5
3_D_Mar23_anon.csv,951938,0,3,2.25,12,4
3_D_Mar23_anon.csv,465537,0,4.5,10,12,4
3_D_Mar23_anon.csv,789124,3,5,9.5,15,4
3_D_Mar23_anon.csv,221844,1,4.5,0,9,4
3_D_Mar23_anon.csv,700506,2,0,8,12,4
3_D_Mar23_anon.csv,852104,10,4,8.5,12,4
3_D_Mar23_anon.csv,936964,4,0.25,4.75,15,4
3_D_Mar23_anon.csv,370790,6,2,7.75,15,5
3_D_Mar23_anon.csv,122746,3,2.5,0,6,5
3_D_Mar23_anon.csv,618706,6,3.25,0,15,4.5
3_D_Mar23_anon.csv,117848,2,4.5,0,15,4.5
