First Name,Last Name,SID,anon_id,Email,Sections,Total Score,Max Points,Status,Submission ID,Submission Time,Lateness (H:M:S),View Count,Submission Count,1: PV OP-Def (10.0 pts),2: PV Type (5.0 pts),3: PV Measure (5.0 pts),4: Claim Type (5.0 pts),5: PV Construct Validity (20.0 pts),6: OV OP-Def (10.0 pts),7: OV Type (5.0 pts),8: OV Measure (5.0 pts),9: OV Construct Vulnerability (floater) (20.0 pts),10: Reliability Measure (10.0 pts),11: H0 Sketch (10.0 pts),12: H1 Directional (10.0 pts),13: Relationship Strength (5.0 pts),14: P-Value (5.0 pts),15: Interpretation (5.0 pts),16: MC 1 (2.0 pts),17: MC 2 (2.0 pts),18: MC 3 (2.0 pts),19: MC 4 (2.0 pts),20: MC 5 (2.0 pts),21: MC 6 (2.0 pts),22: MC 7 (2.0 pts),23: MC 8 (2.0 pts),24: MC 9 (2.0 pts),25: MC 10 (2.0 pts)
redacted,redacted,redacted,218653,redacted,psc-041-001-wq-2023,146,150,Graded,158998002,2/2/2023 12:39,0:00:00,2,1,9,5,5,5,20,9.5,5,5,20,10,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,520659,redacted,psc-041-002-wq-2023,137.75,150,Graded,158998003,2/2/2023 12:39,0:00:00,5,1,9,5,5,5,16,10,5,5,20,8,10,10,5,5,3.75,2,2,2,2,2,0,2,0,2,2
redacted,redacted,redacted,458187,redacted,psc-041-002-wq-2023,120.25,150,Graded,158998004,2/2/2023 12:39,0:00:00,4,1,9,0,5,5,20,8,5,5,16,0,10,10,5,5,1.25,2,0,2,2,2,2,2,2,0,2
redacted,redacted,redacted,681486,redacted,psc-041-002-wq-2023,126.75,150,Graded,158998005,2/2/2023 12:39,0:00:00,2,1,9,5,0,5,18,10,5,5,20,0,10,10,5,5,3.75,0,2,0,2,2,2,2,2,2,2
redacted,redacted,redacted,980127,redacted,psc-041-001-wq-2023,117.25,150,Graded,158998006,2/2/2023 12:39,0:00:00,3,1,8.25,5,5,5,6,9.5,5,5,18,0,10,10,5,5,2.5,2,2,2,2,2,2,2,0,2,2
redacted,redacted,redacted,781336,redacted,psc-041-002-wq-2023,142.5,150,Graded,158998040,2/2/2023 12:39,0:00:00,7,1,10,5,5,0,20,10,5,5,20,10,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,338114,redacted,psc-041-002-wq-2023,61.25,150,Graded,158998041,2/2/2023 12:39,0:00:00,0,1,0,5,0,5,1,6,5,5,16,0,8,0,0,5,1.25,0,2,0,0,2,0,0,0,0,0
redacted,redacted,redacted,607045,redacted,psc-041-002-wq-2023,114.5,150,Graded,158998042,2/2/2023 12:39,0:00:00,0,1,2,5,5,5,3,8,5,5,16,10,10,8,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,993306,redacted,psc-041-002-wq-2023,92.75,150,Graded,158998043,2/2/2023 12:39,0:00:00,2,1,1,5,5,5,12.5,3,5,5,20,0,10,10,0,0,1.25,2,0,0,2,0,2,0,0,2,2
redacted,redacted,redacted,566878,redacted,psc-041-002-wq-2023,116,150,Graded,158998044,2/2/2023 12:39,0:00:00,1,1,7,5,5,0,15.5,5,5,5,20,0,8,10,5,5,2.5,0,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,364560,redacted,psc-041-001-wq-2023,126.5,150,Graded,158998045,2/2/2023 12:39,0:00:00,1,1,9,5,5,5,20,9,5,5,9,4,10,10,5,5,2.5,2,2,2,2,2,2,2,0,2,2
redacted,redacted,redacted,268619,redacted,psc-041-001-wq-2023,81,150,Graded,158998046,2/2/2023 12:39,0:00:00,1,1,0.75,0,5,5,1,5,5,5,12,0,10,8,0,5,1.25,0,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,175573,redacted,psc-041-001-wq-2023,107.75,150,Graded,158998047,2/2/2023 12:39,0:00:00,2,1,6.5,5,5,5,6,9,5,5,16,0,10,10,5,5,1.25,0,2,0,2,2,2,2,0,2,2
redacted,redacted,redacted,822752,redacted,psc-041-001-wq-2023,123.25,150,Graded,158998048,2/2/2023 12:39,0:00:00,1,1,8,0,5,5,12,9,5,5,20,5,10,10,5,5,1.25,2,0,2,2,2,2,2,2,2,2
redacted,redacted,redacted,886232,redacted,psc-041-002-wq-2023,101.5,150,Graded,158998049,2/2/2023 12:39,0:00:00,0,1,0,0,5,5,7.5,6,5,5,16,3.5,10,8,5,5,2.5,2,2,2,2,2,2,2,2,2,0
redacted,redacted,redacted,796147,redacted,psc-041-001-wq-2023,141.75,150,Graded,158998050,2/2/2023 12:39,0:00:00,11,1,9,5,5,5,20,10,5,5,20,4,10,10,5,5,3.75,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,574860,redacted,psc-041-001-wq-2023,131,150,Graded,158998051,2/2/2023 12:39,0:00:00,6,1,5.5,0,5,5,14.5,9,5,5,20,9.5,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,965522,redacted,psc-041-001-wq-2023,123.75,150,Graded,158998052,2/2/2023 12:39,0:00:00,1,1,9,5,5,5,13,9,5,5,16,0,10,10,5,5,3.75,2,2,2,2,2,0,2,2,2,2
redacted,redacted,redacted,583798,redacted,psc-041-001-wq-2023,114.25,150,Graded,158998053,2/2/2023 12:39,0:00:00,0,1,9,5,5,5,16,7.5,5,5,13,5.5,10,8,0,5,1.25,0,2,2,2,2,0,0,2,2,2
redacted,redacted,redacted,327020,redacted,psc-041-001-wq-2023,141.25,150,Graded,158998054,2/2/2023 12:39,0:00:00,3,1,8.25,5,5,5,20,9.5,5,5,16,10,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,128016,redacted,psc-041-001-wq-2023,103.25,150,Graded,158998055,2/2/2023 12:39,0:00:00,4,1,8,5,5,5,14,8,5,5,5,0,10,10,5,5,1.25,0,2,0,2,2,0,2,0,2,2
redacted,redacted,redacted,761526,redacted,psc-041-001-wq-2023,122.75,150,Graded,158998056,2/2/2023 12:39,0:00:00,4,1,6.5,5,5,5,13,8,5,5,9,10,10,10,5,5,1.25,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,142556,redacted,psc-041-001-wq-2023,119.75,150,Graded,158998057,2/2/2023 12:39,0:00:00,2,1,9,5,5,5,20,8,5,5,20,0,5,8,5,0,3.75,0,2,2,2,2,2,2,2,2,0
redacted,redacted,redacted,187671,redacted,psc-041-001-wq-2023,111.25,150,Graded,158998114,2/2/2023 12:39,0:00:00,0,1,9,5,5,0,12,10,5,5,20,0,10,10,0,5,1.25,2,2,0,0,2,2,2,2,2,0
redacted,redacted,redacted,863048,redacted,psc-041-002-wq-2023,137.5,150,Graded,158998115,2/2/2023 12:39,0:00:00,1,1,9,5,5,5,17,8,5,5,16,10,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,143458,redacted,psc-041-002-wq-2023,79.75,150,Graded,158998116,2/2/2023 12:39,0:00:00,4,1,0,5,5,5,2.5,7,5,5,8,0,0,10,5,5,1.25,2,2,2,0,2,2,2,0,2,2
redacted,redacted,redacted,427397,redacted,psc-041-001-wq-2023,130.75,150,Graded,158998117,2/2/2023 12:39,0:00:00,2,1,9,5,5,5,17.5,10,0,5,16,8.5,10,10,5,5,3.75,2,0,0,2,2,2,2,2,2,2
redacted,redacted,redacted,917655,redacted,psc-041-001-wq-2023,130.5,150,Graded,158998118,2/2/2023 12:39,0:00:00,5,1,9,5,5,5,14,10,5,5,20,0,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,162187,redacted,psc-041-001-wq-2023,115.75,150,Graded,158998119,2/2/2023 12:39,0:00:00,0,1,4,5,5,5,16,10,5,5,18,0,5,8,5,5,3.75,2,2,2,2,2,2,0,2,2,0
redacted,redacted,redacted,937053,redacted,psc-041-001-wq-2023,138,150,Graded,158998120,2/2/2023 12:39,0:00:00,5,1,9,5,5,5,20,7,5,5,18,4,10,10,5,5,5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,208750,redacted,psc-041-001-wq-2023,101,150,Graded,158998121,2/2/2023 12:39,0:00:00,0,1,9,5,5,5,0,7,5,5,16,0,10,10,0,5,5,2,2,0,0,2,2,2,2,2,0
redacted,redacted,redacted,282568,redacted,psc-041-002-wq-2023,135.75,150,Graded,158998122,2/2/2023 12:39,0:00:00,5,1,9,5,5,5,20,10,5,5,20,0,10,8,5,5,3.75,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,351711,redacted,psc-041-002-wq-2023,135,150,Graded,158998123,2/2/2023 12:39,0:00:00,11,1,7,5,5,5,16,8,5,5,18,8.5,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,460606,redacted,psc-041-002-wq-2023,114.25,150,Graded,158998124,2/2/2023 12:39,0:00:00,7,1,6,5,5,0,19,8,5,5,20,0,10,6,5,5,1.25,2,2,0,2,2,0,0,2,2,2
redacted,redacted,redacted,309943,redacted,psc-041-001-wq-2023,136.25,150,Graded,158998125,2/2/2023 12:39,0:00:00,2,1,9,5,5,5,14,10,5,5,20,7,10,10,5,5,1.25,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,676026,redacted,psc-041-002-wq-2023,122.25,150,Graded,158998126,2/2/2023 12:39,0:00:00,5,1,9,5,5,5,16,10,5,5,20,0,7.5,10,0,5,3.75,2,2,2,2,2,0,2,0,2,2
redacted,redacted,redacted,693286,redacted,psc-041-001-wq-2023,143.25,150,Graded,158998127,2/2/2023 12:39,0:00:00,3,1,7.75,5,5,5,18,10,5,5,20,10,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,297437,redacted,psc-041-001-wq-2023,83.5,150,Graded,158998128,2/2/2023 12:39,0:00:00,4,1,5.75,5,5,0,5,6.5,5,5,11,0,3,10,5,0,1.25,2,2,0,2,2,2,0,2,2,2
redacted,redacted,redacted,478268,redacted,psc-041-002-wq-2023,122,150,Graded,158998129,2/2/2023 12:39,0:00:00,4,1,1,5,5,5,16.5,10,5,5,16,1,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,139950,redacted,psc-041-002-wq-2023,125,150,Graded,158998130,2/2/2023 12:39,0:00:00,1,1,4.5,5,5,5,19,6,5,5,20,9,10,10,0,5,2.5,0,2,2,0,2,0,2,2,2,2
redacted,redacted,redacted,134149,redacted,psc-041-001-wq-2023,118.5,150,Graded,158998131,2/2/2023 12:39,0:00:00,1,1,1,5,5,5,8.5,8,5,5,20,10,7.5,8,5,5,2.5,2,2,2,2,2,2,2,2,2,0
redacted,redacted,redacted,375253,redacted,psc-041-002-wq-2023,108.5,150,Graded,158998132,2/2/2023 12:39,0:00:00,4,1,8.25,5,5,0,10,7.5,5,5,11,0,10,10,5,5,3.75,0,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,907662,redacted,psc-041-001-wq-2023,101,150,Graded,158998133,2/2/2023 12:39,0:00:00,2,1,2,5,5,5,10,6,5,5,12.5,4.5,10,10,5,0,0,0,2,2,2,2,2,2,2,2,0
redacted,redacted,redacted,548019,redacted,psc-041-001-wq-2023,138.5,150,Graded,158998134,2/2/2023 12:39,0:00:00,0,1,7,5,5,5,20,8.5,5,5,20,9.5,8,10,5,5,2.5,2,2,2,2,2,0,2,2,2,2
redacted,redacted,redacted,891202,redacted,psc-041-001-wq-2023,140.25,150,Graded,158998135,2/2/2023 12:39,0:00:00,2,1,7.5,5,5,5,20,8,5,5,20,10,10,8,5,5,3.75,2,2,2,2,2,2,2,2,2,0
redacted,redacted,redacted,808404,redacted,psc-041-001-wq-2023,132.5,150,Graded,158998151,2/2/2023 12:39,0:00:00,3,1,7,5,5,5,19,10,0,5,16,10,10,8,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,863924,redacted,psc-041-001-wq-2023,133.75,150,Graded,158998152,2/2/2023 12:39,0:00:00,5,1,6,0,5,5,18,8,5,5,20,10,10,10,5,5,3.75,2,2,2,2,2,2,2,0,2,2
redacted,redacted,redacted,223333,redacted,psc-041-002-wq-2023,106.5,150,Graded,158998153,2/2/2023 12:39,0:00:00,0,1,8,0,5,5,16,8,5,5,16,0,10,10,0,0,2.5,0,2,0,2,2,2,2,2,2,2
redacted,redacted,redacted,202048,redacted,psc-041-002-wq-2023,134.25,150,Graded,158998154,2/2/2023 12:39,0:00:00,4,1,8,5,5,5,20,6,5,5,20,3.5,10,10,5,5,3.75,2,2,2,2,2,2,2,0,2,2
redacted,redacted,redacted,822014,redacted,psc-041-001-wq-2023,128.5,150,Graded,158998155,2/2/2023 12:39,0:00:00,5,1,9,5,5,5,15,8,5,5,13,10,10,10,5,5,2.5,2,0,2,2,2,2,2,0,2,2
redacted,redacted,redacted,370378,redacted,psc-041-001-wq-2023,95.75,150,Graded,158998156,2/2/2023 12:39,0:00:00,4,1,6.5,5,5,5,7.5,10,5,5,11,0,7,8,0,5,3.75,0,2,2,2,2,0,0,0,2,2
redacted,redacted,redacted,806039,redacted,psc-041-001-wq-2023,119.75,150,Graded,158998157,2/2/2023 12:39,0:00:00,11,1,9,5,5,5,20,10,0,5,11,0,10,10,5,5,3.75,2,2,2,0,2,2,2,0,2,2
redacted,redacted,redacted,849990,redacted,psc-041-001-wq-2023,99.75,150,Graded,158998158,2/2/2023 12:39,0:00:00,2,1,4,0,0,5,12.5,8,5,5,16,0,10,10,5,0,1.25,2,2,0,2,2,2,2,2,2,2
redacted,redacted,redacted,739544,redacted,psc-041-001-wq-2023,138,150,Graded,158998159,2/2/2023 12:39,0:00:00,2,1,5,5,5,5,20,8,5,5,20,10,7.5,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,451623,redacted,psc-041-001-wq-2023,143.75,150,Graded,158998160,2/2/2023 12:39,0:00:00,2,1,10,5,5,5,20,10,5,5,20,10,10,10,5,0,3.75,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,100915,redacted,psc-041-002-wq-2023,132,150,Graded,158998161,2/2/2023 12:39,0:00:00,3,1,5.5,5,5,5,20,8,5,5,16,5,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,484728,redacted,psc-041-002-wq-2023,132.75,150,Graded,158998162,2/2/2023 12:39,0:00:00,0,1,8,0,5,5,15,10,5,5,16,10,10,10,5,5,3.75,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,298840,redacted,psc-041-002-wq-2023,76.25,150,Graded,158998163,2/2/2023 12:39,0:00:00,1,1,1.5,5,5,5,0,8,0,0,8,1.5,10,10,5,0,1.25,0,2,2,2,2,2,2,0,2,2
redacted,redacted,redacted,760890,redacted,psc-041-002-wq-2023,81.5,150,Graded,158998164,2/2/2023 12:39,0:00:00,0,1,0,0,5,5,0,7.5,0,5,16,4,7.5,8,0,5,2.5,0,2,2,0,2,2,2,2,2,2
redacted,redacted,redacted,781433,redacted,psc-041-002-wq-2023,64.75,150,Graded,158998165,2/2/2023 12:39,0:00:00,5,1,3,0,5,5,0,6.5,5,5,13,0,5,2,0,0,1.25,2,0,2,2,2,0,0,2,2,2
redacted,redacted,redacted,745036,redacted,psc-041-001-wq-2023,112,150,Graded,158998166,2/2/2023 12:39,0:00:00,0,1,3.5,5,5,5,6.5,8,5,5,16,5,10,8,5,5,0,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,270982,redacted,psc-041-001-wq-2023,98.25,150,Graded,158998167,2/2/2023 12:39,0:00:00,4,1,5.5,5,0,0,6.5,9,5,5,18,0,10,10,5,0,1.25,2,2,0,2,2,2,2,2,2,2
redacted,redacted,redacted,850435,redacted,psc-041-001-wq-2023,133.5,150,Graded,158998168,2/2/2023 12:39,0:00:00,3,1,8,5,5,5,18,9,5,5,18,10,10,10,5,0,2.5,2,2,2,2,2,0,2,2,2,2
redacted,redacted,redacted,306957,redacted,psc-041-001-wq-2023,123.25,150,Graded,158998169,2/2/2023 12:39,0:00:00,5,1,8.75,5,5,5,9,10,5,5,20,0,10,10,5,5,2.5,2,2,0,2,2,2,2,2,2,2
redacted,redacted,redacted,862239,redacted,psc-041-001-wq-2023,106.25,150,Graded,158998170,2/2/2023 12:39,0:00:00,2,1,8,5,5,5,1,10,5,5,13,0,10,10,5,5,1.25,2,2,2,2,2,2,2,2,2,0
redacted,redacted,redacted,646067,redacted,psc-041-001-wq-2023,141.5,150,Graded,158998171,2/2/2023 12:39,0:00:00,7,1,5.25,5,5,5,18,10,5,5,20,9.5,10,10,5,5,3.75,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,669717,redacted,psc-041-002-wq-2023,141.5,150,Graded,158998172,2/2/2023 12:39,0:00:00,3,1,7,5,5,5,19,8,5,5,20,10,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,311227,redacted,psc-041-002-wq-2023,88.5,150,Graded,158998173,2/2/2023 12:39,0:00:00,1,1,2,5,5,5,0,6.5,5,5,3,1.5,10,10,5,5,2.5,2,2,2,2,2,2,0,2,2,2
redacted,redacted,redacted,499213,redacted,psc-041-002-wq-2023,65.25,150,Graded,158998188,2/2/2023 12:39,0:00:00,6,1,3,0,5,0,0,6,5,5,11,0,5,10,0,0,1.25,2,0,2,2,2,0,0,2,2,2
redacted,redacted,redacted,335731,redacted,psc-041-002-wq-2023,112,150,Graded,158998189,2/2/2023 12:39,0:00:00,0,1,6,5,5,5,16,6,5,5,20,0,10,10,5,0,0,0,2,2,0,2,2,0,2,2,2
redacted,redacted,redacted,780786,redacted,psc-041-002-wq-2023,133.5,150,Graded,158998190,2/2/2023 12:39,0:00:00,1,1,8.5,5,5,5,20,8,5,5,20,3.5,10,10,5,5,2.5,2,0,2,0,2,2,2,2,2,2
redacted,redacted,redacted,326394,redacted,psc-041-002-wq-2023,121,150,Graded,158998191,2/2/2023 12:39,0:00:00,1,1,7,5,5,5,7.5,6,5,5,20,7,10,10,5,5,2.5,2,2,2,2,2,2,2,0,2,0
redacted,redacted,redacted,955242,redacted,psc-041-001-wq-2023,143.75,150,Graded,158998192,2/2/2023 12:39,0:00:00,3,1,10,5,5,5,20,9,5,5,18,10,10,10,5,5,3.75,2,2,2,2,2,2,2,2,2,0
redacted,redacted,redacted,277425,redacted,psc-041-001-wq-2023,96.75,150,Graded,158998193,2/2/2023 12:39,0:00:00,4,1,3,0,0,0,5,8,5,5,20,3.5,10,10,5,5,1.25,2,0,2,2,2,2,2,0,2,2
redacted,redacted,redacted,868406,redacted,psc-041-001-wq-2023,130,150,Graded,158998194,2/2/2023 12:39,0:00:00,0,1,8,5,5,5,20,8,5,5,16,4.5,10,8,5,5,2.5,2,2,2,2,2,2,2,0,2,2
redacted,redacted,redacted,710489,redacted,psc-041-001-wq-2023,119.25,150,Graded,158998195,2/2/2023 12:39,0:00:00,1,1,5,5,5,5,8.5,10,5,5,13,10,10,10,5,5,3.75,2,0,0,2,2,0,2,2,2,2
redacted,redacted,redacted,637438,redacted,psc-041-001-wq-2023,134,150,Graded,158998196,2/2/2023 12:39,0:00:00,6,1,8.75,5,5,5,17,10,5,5,16,3.5,10,10,5,5,3.75,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,515838,redacted,psc-041-002-wq-2023,89,150,Graded,158998197,2/2/2023 12:39,0:00:00,0,1,7,0,5,0,0,7.5,5,5,16,2,10,10,5,0,2.5,2,2,0,2,2,2,2,0,2,0
redacted,redacted,redacted,450272,redacted,psc-041-002-wq-2023,137.75,150,Graded,158998198,2/2/2023 12:39,0:00:00,4,1,9,5,5,5,16,10,5,5,16,10,10,10,5,5,3.75,2,2,2,2,2,2,2,0,2,2
redacted,redacted,redacted,337398,redacted,psc-041-002-wq-2023,132.5,150,Graded,158998199,2/2/2023 12:39,0:00:00,1,1,7.75,5,5,5,19,7.5,5,5,20,3.5,10,8,5,5,3.75,2,2,2,2,2,2,2,0,2,2
redacted,redacted,redacted,471494,redacted,psc-041-002-wq-2023,137.75,150,Graded,158998200,2/2/2023 12:39,0:00:00,1,1,8.5,5,5,5,19.5,8,5,5,20,10,8,10,0,5,3.75,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,502302,redacted,psc-041-002-wq-2023,108.75,150,Graded,158998201,2/2/2023 12:39,0:00:00,4,1,9,5,5,5,3.5,10,5,5,11,3.5,7,10,5,5,3.75,2,2,2,2,2,0,0,2,2,2
redacted,redacted,redacted,147145,redacted,psc-041-002-wq-2023,96.25,150,Graded,158998202,2/2/2023 12:39,0:00:00,0,1,0,5,5,5,0,6,5,5,20,0,8,10,5,5,1.25,2,2,0,2,2,2,0,2,2,2
redacted,redacted,redacted,504530,redacted,psc-041-002-wq-2023,105,150,Graded,158998203,2/2/2023 12:39,0:00:00,2,1,6.75,0,5,5,20,6,5,5,16,0,8,10,5,0,1.25,0,2,0,0,2,0,2,2,2,2
redacted,redacted,redacted,116312,redacted,psc-041-002-wq-2023,118.25,150,Graded,158998204,2/2/2023 12:39,0:00:00,3,1,8,0,5,5,16.5,8,5,5,16,10,5,10,0,5,3.75,2,2,2,0,2,0,2,2,2,2
redacted,redacted,redacted,116004,redacted,psc-041-001-wq-2023,140.75,150,Graded,158998205,2/2/2023 12:39,0:00:00,6,1,7.75,5,5,5,19.5,10,5,5,20,3.5,10,10,5,5,5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,682407,redacted,psc-041-001-wq-2023,111,150,Graded,158998206,2/2/2023 12:39,0:00:00,4,1,4,5,5,5,10.5,8,5,5,16,0,7,10,5,5,2.5,2,2,2,2,2,2,2,0,2,2
redacted,redacted,redacted,274235,redacted,psc-041-002-wq-2023,105.25,150,Graded,158998207,2/2/2023 12:39,0:00:00,1,1,7,5,0,0,6,10,5,0,20,3,10,10,5,5,1.25,2,2,2,2,2,2,2,2,2,0
redacted,redacted,redacted,156364,redacted,psc-041-002-wq-2023,90.75,150,Graded,158998208,2/2/2023 12:39,0:00:00,0,1,10,0,5,0,7.5,1,5,5,16,5,10,8,0,5,1.25,2,2,0,0,2,2,0,2,2,0
redacted,redacted,redacted,292900,redacted,psc-041-002-wq-2023,134.75,150,Graded,158998209,2/2/2023 12:39,0:00:00,1,1,9,5,5,5,17.5,10,5,5,20,3.5,10,8,5,5,3.75,2,2,2,2,2,2,2,0,2,2
redacted,redacted,redacted,868195,redacted,psc-041-002-wq-2023,143.75,150,Graded,158998210,2/2/2023 12:39,0:00:00,4,1,8.5,5,5,5,17,10,5,5,20,9.5,10,10,5,5,3.75,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,752695,redacted,psc-041-002-wq-2023,74.25,150,Graded,158998211,2/2/2023 12:39,0:00:00,3,1,0,5,5,5,0,6,5,5,8.5,3,7.5,10,0,5,1.25,2,0,0,0,2,0,2,0,2,0
redacted,redacted,redacted,100168,redacted,psc-041-002-wq-2023,124,150,Graded,158998212,2/2/2023 12:39,0:00:00,3,1,3,0,5,5,20,7.5,5,5,16,5,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,785013,redacted,psc-041-001-wq-2023,117.5,150,Graded,158998213,2/2/2023 12:39,0:00:00,4,1,8.25,5,5,5,15.5,9.5,5,5,8,1.5,10,10,5,5,3.75,0,2,2,2,2,2,0,2,2,2
redacted,redacted,redacted,776965,redacted,psc-041-002-wq-2023,126.75,150,Graded,159228667,2/3/2023 8:56,0:00:00,4,1,8.25,5,5,5,12.5,7.5,5,5,20,8,10,10,0,5,2.5,2,2,2,2,2,2,0,2,2,2
redacted,redacted,redacted,919451,redacted,psc-041-002-wq-2023,109.5,150,Graded,159228668,2/3/2023 8:56,0:00:00,1,1,0.5,5,0,0,14,10,5,0,20,4.5,8,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,354057,redacted,psc-041-002-wq-2023,139.25,150,Graded,159228669,2/3/2023 8:56,0:00:00,1,1,8.25,5,5,5,17,9.5,5,5,20,7,10,10,5,5,2.5,2,2,2,2,2,2,2,2,2,2
redacted,redacted,redacted,978499,redacted,psc-041-002-wq-2023,115,150,Graded,159228688,2/3/2023 8:56,0:00:00,6,1,8,5,5,5,9.5,8,5,5,16,0,8,10,5,5,2.5,2,2,2,2,2,2,2,0,2,2
