First Name,Last Name,SID,anon_id,Email,Sections,Total Score,Max Points,Status,Submission ID,Submission Time,Lateness (H:M:S),View Count,Submission Count,1: H0 (5.0 pts),2: H0 Sketch (5.0 pts),3: H1: Directional (5.0 pts),4: H1: Non-Directional (5.0 pts),5: PV Name (5.0 pts),6: PV OP-Def (10.0 pts),7: PV Type (5.0 pts),8: PV Measure (5.0 pts),9: OV Name (5.0 pts),10: OV OP-Def (10.0 pts),11: OV Type (5.0 pts),12: OV Measure (5.0 pts),13: New OV Measure (5.0 pts),14: Claim Type (5.0 pts),15: Claim Type Explain (10.0 pts),16: Mill's Criteria (10.0 pts),17: Alternative Explanation (10.0 pts),18: Interpretation (10.0 pts),19: MC 1 (3.0 pts),20: MC 2 (3.0 pts),21: MC 3 (3.0 pts),22: MC 4 (3.0 pts),23: MC 5 (3.0 pts),24: MC 6 (3.0 pts),25: MC 7 (3.0 pts),26: MC 8 (3.0 pts),27: MC 9 (3.0 pts),28: MC 10 (3.0 pts)
redacted,redacted,redacted,223333,redacted,psc-041-002-wq-2023,117.5,150,Graded,156227888,1/19/2023 13:25,0:00:00,0,1,5,5,5,5,5,9.5,5,5,5,5.5,0,5,5,0,5,6,5,9.5,3,3,3,3,0,3,3,3,3,3
redacted,redacted,redacted,229553,redacted,psc-041-002-wq-2023,125.25,150,Graded,156227889,1/19/2023 13:25,0:00:00,0,1,5,5,5,5,5,9,5,5,5,8,5,5,5,5,10,4,9.75,9.5,3,3,0,3,0,0,0,0,3,3
redacted,redacted,redacted,431825,redacted,psc-041-002-wq-2023,133.5,150,Graded,156227890,1/19/2023 13:25,0:00:00,6,1,5,5,5,5,5,9.5,5,5,5,6.5,0,5,5,5,10,9,10,9.5,3,3,3,3,0,3,3,0,3,3
redacted,redacted,redacted,806039,redacted,psc-041-001-wq-2023,116.5,150,Graded,156227891,1/19/2023 13:25,0:00:00,6,1,5,5,5,5,5,9.5,5,5,2.5,5,0,0,5,5,10,10,10,9.5,3,3,3,0,0,3,0,3,0,0
redacted,redacted,redacted,689023,redacted,psc-041-001-wq-2023,131,150,Graded,156227892,1/19/2023 13:25,0:00:00,6,1,4,5,4,5,5,9.5,5,5,2.5,6.25,0,5,5,5,10,10,9.75,8,3,3,3,0,3,3,3,3,3,3
redacted,redacted,redacted,437305,redacted,psc-041-001-wq-2023,130.75,150,Graded,156227893,1/19/2023 13:25,0:00:00,2,1,4,5,5,5,5,9.5,5,5,2.5,5,0,5,5,5,10,10,9.75,8,3,3,3,3,0,3,3,3,3,3
redacted,redacted,redacted,849990,redacted,psc-041-001-wq-2023,93,150,Graded,156227894,1/19/2023 13:25,0:00:00,2,1,5,5,5,5,5,8.5,5,5,2.5,7.5,5,5,5,0,5,0,3,1.5,0,3,3,0,0,3,0,0,3,3
redacted,redacted,redacted,273032,redacted,psc-041-001-wq-2023,112,150,Graded,156227895,1/19/2023 13:25,0:00:00,0,1,5,5,2,5,5,8.5,5,5,2.5,3,0,5,5,5,10,10,8,8,0,3,3,0,0,3,3,3,0,0
redacted,redacted,redacted,488889,redacted,psc-041-001-wq-2023,114,150,Graded,156227896,1/19/2023 13:25,0:00:00,4,1,5,5,5,5,5,9,5,5,5,3.5,5,5,5,5,10,10,5,9.5,0,3,3,0,0,0,0,0,0,1
redacted,redacted,redacted,167773,redacted,psc-041-001-wq-2023,134,150,Graded,156227897,1/19/2023 13:25,0:00:00,1,1,4,5,5,5,5,10,5,5,2.5,6.25,0,5,5,5,10,10,9.75,9.5,3,3,3,3,0,3,3,3,3,3
redacted,redacted,redacted,100915,redacted,psc-041-002-wq-2023,138.75,150,Graded,156227898,1/19/2023 13:25,0:00:00,1,1,5,5,5,5,5,9.5,5,5,5,8.5,0,5,5,5,10,9.5,9.75,6.5,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,623912,redacted,psc-041-002-wq-2023,125,150,Graded,156227899,1/19/2023 13:25,0:00:00,1,1,3,5,5,5,2.5,9.5,5,5,2.5,8.75,0,5,5,5,10,4,9.75,8,3,3,3,3,0,3,3,3,3,3
redacted,redacted,redacted,970240,redacted,psc-041-002-wq-2023,136,150,Graded,156227900,1/19/2023 13:25,0:00:00,2,1,5,5,5,3,5,9.5,5,5,2.5,9.5,5,5,5,5,10,10,10,9.5,3,3,3,3,0,3,3,3,0,1
redacted,redacted,redacted,416172,redacted,psc-041-002-wq-2023,137.5,150,Graded,156227901,1/19/2023 13:25,0:00:00,1,1,5,5,5,5,5,9.5,5,5,5,6.75,0,5,5,5,10,10,9.75,9.5,3,3,3,3,3,3,0,3,3,3
redacted,redacted,redacted,646067,redacted,psc-041-001-wq-2023,138.5,150,Graded,156227902,1/19/2023 13:25,0:00:00,5,1,5,5,5,5,5,10,5,5,5,10,5,5,5,5,10,10,8,9.5,3,0,0,3,0,3,3,3,3,3
redacted,redacted,redacted,#N/A,redacted,,80.5,150,Graded,156227903,1/19/2023 13:25,0:00:00,0,1,3,5,5,5,2.5,9,5,5,2.5,6,0,0,0,0,0,0,7,1.5,3,3,3,3,3,3,0,0,3,3
redacted,redacted,redacted,323214,redacted,psc-041-001-wq-2023,120.5,150,Graded,156227904,1/19/2023 13:25,0:00:00,1,1,4,5,5,5,5,8,5,5,2.5,6.5,0,5,5,5,10,0,8,9.5,3,3,3,3,0,3,3,3,3,3
redacted,redacted,redacted,685171,redacted,psc-041-001-wq-2023,110.75,150,Graded,156227905,1/19/2023 13:25,0:00:00,0,1,0,2,5,5,5,7,5,5,2.5,6.5,5,5,0,5,5,6,9.75,8,3,3,3,0,0,3,3,3,3,3
redacted,redacted,redacted,880562,redacted,psc-041-001-wq-2023,129.25,150,Graded,156227906,1/19/2023 13:25,0:00:00,5,1,5,5,5,5,5,9,5,5,2.5,8,5,5,5,5,10,9.5,9.75,9.5,3,3,3,0,0,3,3,0,0,1
redacted,redacted,redacted,862239,redacted,psc-041-001-wq-2023,74,150,Graded,156227907,1/19/2023 13:25,0:00:00,4,1,5,5,5,5,5,9,5,0,5,6,5,5,0,0,5,0,0,0,0,3,3,0,0,0,3,0,0,0
redacted,redacted,redacted,338073,redacted,psc-041-001-wq-2023,98.75,150,Graded,156227908,1/19/2023 13:25,0:00:00,2,1,4,5,5,3,5,8,5,5,2.5,3.75,0,5,5,5,10,0,3,9.5,0,3,3,0,0,3,0,0,3,3
redacted,redacted,redacted,669717,redacted,psc-041-002-wq-2023,137,150,Graded,156227909,1/19/2023 13:25,0:00:00,2,1,5,5,5,5,5,8.5,5,5,2.5,9.5,5,0,5,5,10,10,10,9.5,3,3,3,3,0,3,3,3,3,3
redacted,redacted,redacted,878824,redacted,psc-041-002-wq-2023,134.25,150,Graded,156227910,1/19/2023 13:25,0:00:00,3,1,4,5,5,5,5,8,0,5,2.5,10,5,5,5,5,10,10,9.75,8,3,3,3,3,0,3,3,3,3,3
redacted,redacted,redacted,840840,redacted,psc-041-002-wq-2023,110.5,150,Graded,156227924,1/19/2023 13:25,0:00:00,0,1,5,5,4,5,5,8,5,5,5,7.5,0,5,5,0,5,10,7,8,0,3,3,3,3,3,0,0,0,1
redacted,redacted,redacted,980357,redacted,psc-041-001-wq-2023,113,150,Graded,156227925,1/19/2023 13:25,0:00:00,3,1,4,5,5,5,5,8,5,5,2.5,8.5,5,5,5,0,5,2,3,8,3,3,3,3,0,3,3,3,3,3
redacted,redacted,redacted,197878,redacted,psc-041-001-wq-2023,138,150,Graded,156227926,1/19/2023 13:25,0:00:00,3,1,5,5,5,5,5,9.5,5,5,5,4.25,0,5,5,5,10,10,9.75,9.5,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,326394,redacted,psc-041-002-wq-2023,127.25,150,Graded,156227927,1/19/2023 13:25,0:00:00,1,1,5,5,5,5,5,10,5,5,5,10,5,5,0,5,5,4,9.75,9.5,3,3,3,3,3,3,3,3,0,0
redacted,redacted,redacted,868406,redacted,psc-041-001-wq-2023,110.5,150,Graded,156227928,1/19/2023 13:25,0:00:00,0,1,5,5,5,3,5,8,5,5,5,10,0,5,5,5,5,0,10,9.5,3,3,3,3,0,0,0,3,0,0
redacted,redacted,redacted,955242,redacted,psc-041-001-wq-2023,146.5,150,Graded,156227929,1/19/2023 13:25,0:00:00,5,1,4,5,5,5,5,10,5,5,5,9.5,5,5,5,5,10,10,10,8,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,710489,redacted,psc-041-001-wq-2023,125.25,150,Graded,156227930,1/19/2023 13:25,0:00:00,1,1,5,5,5,5,5,8,5,5,5,5.75,0,5,5,5,10,10,9,9.5,3,3,3,0,0,0,3,0,3,3
redacted,redacted,redacted,601701,redacted,psc-041-001-wq-2023,149,150,Graded,156227931,1/19/2023 13:25,0:00:00,4,1,5,5,5,5,5,10,5,5,5,9.5,5,5,5,5,10,10,10,9.5,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,493377,redacted,psc-041-001-wq-2023,90.5,150,Graded,156227932,1/19/2023 13:25,0:00:00,4,1,0,5,5,3,5,7,5,5,2.5,6.5,0,5,5,0,5,10,0,6.5,3,3,0,3,0,0,0,0,3,3
redacted,redacted,redacted,348376,redacted,psc-041-002-wq-2023,109,150,Graded,156227933,1/19/2023 13:25,0:00:00,0,1,5,5,4,5,5,8,5,5,5,10,0,5,5,5,9,0,1,0,3,3,3,0,3,3,3,3,3,3
redacted,redacted,redacted,172263,redacted,psc-041-002-wq-2023,136.25,150,Graded,156227934,1/19/2023 13:25,0:00:00,5,1,5,5,5,5,2.5,9.5,5,5,2.5,8.5,0,5,5,5,10,10,9.75,8.5,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,353441,redacted,psc-041-002-wq-2023,108.75,150,Graded,156227935,1/19/2023 13:25,0:00:00,2,1,3,5,5,5,2.5,7,5,5,5,6.5,0,5,0,5,10,10,6.75,8,0,3,3,0,3,3,3,0,0,0
redacted,redacted,redacted,429085,redacted,psc-041-002-wq-2023,92.5,150,Graded,156227936,1/19/2023 13:25,0:00:00,2,1,5,5,5,5,5,9.5,0,5,5,6,0,0,5,5,10,0,7,0,0,3,3,0,0,0,3,0,3,3
redacted,redacted,redacted,267132,redacted,psc-041-002-wq-2023,95.5,150,Graded,156227937,1/19/2023 13:25,0:00:00,0,1,4,5,5,5,2.5,8,5,5,2.5,6.5,5,0,5,5,5,0,7,8,0,3,3,0,0,3,0,0,3,0
redacted,redacted,redacted,402997,redacted,psc-041-001-wq-2023,147.25,150,Graded,156227938,1/19/2023 13:25,0:00:00,3,1,5,5,5,5,5,9,5,5,5,9,5,5,5,5,10,10,9.75,9.5,3,3,3,3,3,3,3,3,3,3
redacted,redacted,redacted,dropped,redacted,,122.25,150,Graded,156227939,1/19/2023 13:25,0:00:00,1,1,5,5,3,5,5,10,5,5,5,4.75,0,5,5,5,10,10,8,8.5,0,3,3,0,0,3,0,3,3,3
redacted,redacted,redacted,331406,redacted,psc-041-002-wq-2023,88.75,150,Graded,156227940,1/19/2023 13:25,0:00:00,1,1,0,5,5,3,2.5,7,5,5,2.5,1.75,0,5,5,5,5,0,0,8,3,3,3,3,0,3,3,0,3,3
redacted,redacted,redacted,844340,redacted,psc-041-002-wq-2023,101.25,150,Graded,156227941,1/19/2023 13:25,0:00:00,0,1,3,2,5,5,5,10,5,5,2.5,5.25,0,0,5,5,10,0,9,6.5,3,3,3,3,0,0,0,0,3,3
redacted,redacted,redacted,147145,redacted,psc-041-002-wq-2023,73.5,150,Graded,156227942,1/19/2023 13:25,0:00:00,0,1,4,2,4,5,5,3.5,5,5,2.5,0,0,5,0,0,5,0,0,9.5,3,3,3,0,0,3,3,0,3,0
redacted,redacted,redacted,738332,redacted,psc-041-002-wq-2023,79.5,150,Graded,156227943,1/19/2023 13:25,0:00:00,2,1,2,5,4,5,5,0.5,5,0,2.5,5.5,5,5,5,0,5,4,2,0,3,3,3,3,0,3,3,0,0,1
